"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_1gUPIQS2AZHIRr0",7,7,7,7,95,"sam","diagnostic","NA",7,7,7,5,7,78,"robin","non-diagnostic","ND1",6.5,7,7,7,5,81,"francis","non-diagnostic","ND2",6.5,7,7,4,7,80,"alex","diagnostic","NA",6.25,22,1,"student",2,2
"R_3qKaC3DeAS15LpA",7,7,6,6,96,"sam","diagnostic","NA",6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,"student",NA,NA
"R_2bOUsQz7o8tw7YO",6,6,6,6,90,"sam","diagnostic","NA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,90,"alex","diagnostic","NA",6,30,2,"student",7,NA
"R_2CHdTymE78l1Yrg",7,7,7,7,100,"sam","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2,"student",NA,NA
"R_32MfD2XkeiwTzlC",7,6,5,7,100,"sam","diagnostic","NA",6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,1,90,"francis","non-diagnostic","ND2",5,7,7,7,7,100,"alex","diagnostic","NA",7,21,2,"student",7,NA
"R_2S2ZTfshJaYGdNk",6,6,7,7,94,"sam","diagnostic","NA",6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,84,"francis","non-diagnostic","ND2",5.75,6,7,6,7,90,"alex","diagnostic","NA",6.5,20,2,"student",NA,5
"R_1mOc6dsCxaiLawP",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,6,6,79,"robin","non-diagnostic","ND1",6.5,7,7,7,7,100,"francis","diagnostic","NA",7,6,7,7,7,99,"alex","non-diagnostic","ND2",6.75,23,2,"student",7,2
"R_3qNVsSr6FNcEWnB",7,7,7,7,100,"sam","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,100,"francis","non-diagnostic","ND2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,"student",NA,2
"R_RI9rWyVJWVV77O1",7,7,7,7,100,"sam","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,100,"francis","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,"student",NA,5
"R_1n1MkupxN1CpZvS",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,21,2,"student",7,2
"R_28InHni9WfUelIb",7,7,4,7,100,"sam","diagnostic","NA",6.25,4,4,7,7,81,"robin","non-diagnostic","ND1",5.5,4,7,4,4,82,"francis","non-diagnostic","ND2",4.75,7,7,4,7,92,"alex","diagnostic","NA",6.25,35,1,"student",5,2
"R_qw4BPrtuKZJieBz",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,21,2,"student",7,5
"R_2TXyLheYNL7szFf",7,7,7,7,72,"sam","diagnostic","NA",7,6,7,6,7,73,"robin","non-diagnostic","ND1",6.5,6,6,6,6,71,"francis","diagnostic","NA",6,7,7,7,7,70,"alex","non-diagnostic","ND2",7,37,1,"student",1,3
"R_1FhtkvAKr0Yvnio",7,2,7,7,92,"sam","diagnostic","NA",5.75,7,7,7,7,91,"robin","non-diagnostic","ND1",7,7,7,7,7,92,"francis","non-diagnostic","ND2",7,7,7,7,7,93,"alex","diagnostic","NA",7,21,2,"student",5,5
"R_2DXCzoUByDPbV3l",6,6,5,6,86,"sam","diagnostic","NA",5.75,6,6,6,6,80,"robin","non-diagnostic","ND1",6,5,4,4,3,66,"francis","diagnostic","NA",4,7,6,5,6,83,"alex","non-diagnostic","ND2",6,22,2,"student",7,5
"R_2tKVakOn8Xu6oc6",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,51,2,"student",7,2
"R_2ZDkizZWugZsC26",6,6,1,6,91,"sam","diagnostic","NA",4.75,7,6,5,6,91,"robin","non-diagnostic","ND1",6,2,5,6,5,69,"francis","diagnostic","NA",4.5,6,6,5,5,80,"alex","non-diagnostic","ND2",5.5,46,2,"student",7,2
"R_2CJSPhii7gKZ5QK",6,6,6,6,80,"sam","diagnostic","NA",6,5,5,5,6,75,"robin","diagnostic","NA",5.25,5,5,4,4,68,"francis","non-diagnostic","ND2",4.5,5,5,6,6,69,"alex","non-diagnostic","ND1",5.5,28,1,"student",7,2
"R_3sokqnSH4vFXWa7",7,7,7,7,95,"sam","diagnostic","NA",7,7,7,7,7,95,"robin","non-diagnostic","ND1",7,7,7,7,7,91,"francis","non-diagnostic","ND2",7,7,7,7,7,91,"alex","diagnostic","NA",7,26,2,"student",7,2
"R_1PS1fs9SZpY2ULJ",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","non-diagnostic","ND1",7,32,2,"student",7,2
"R_2QiGs8tpR8as6dL",7,7,7,7,95,"sam","diagnostic","NA",7,7,7,6,7,95,"robin","non-diagnostic","ND1",6.75,6,7,6,5,92,"francis","diagnostic","NA",6,7,6,7,7,85,"alex","non-diagnostic","ND2",6.75,27,2,"student",7,2
"R_qQTMZYhg7bvgAxj",6,6,1,5,78,"sam","diagnostic","NA",4.5,5,5,5,5,56,"robin","non-diagnostic","ND1",5,4,4,4,4,47,"francis","non-diagnostic","ND2",4,6,6,1,7,85,"alex","diagnostic","NA",5,28,1,"student",7,2
"R_2bHpogC1zl1E64a",7,7,6,7,100,"sam","diagnostic","NA",6.75,6,6,7,6,96,"robin","non-diagnostic","ND1",6.25,7,7,6,6,100,"francis","diagnostic","NA",6.5,7,7,7,7,100,"alex","non-diagnostic","ND2",7,19,2,"student",7,2
"R_215i7DXFCFX1j40",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1,"student",7,5
"R_214njwWTK68D7l1",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,5,7,100,"alex","diagnostic","NA",6.5,28,2,"student",7,2
"R_ZFdhO5Sv7iWBwD7",5,5,6,7,60,"sam","diagnostic","NA",5.75,3,3,4,4,46,"robin","non-diagnostic","ND1",3.5,6,6,6,6,85,"francis","non-diagnostic","ND2",6,4,5,5,5,57,"alex","diagnostic","NA",4.75,22,1,"student",7,2
"R_31EOMo3tSEjM4sP",7,7,7,7,86,"sam","diagnostic","NA",7,7,7,7,7,87,"robin","non-diagnostic","ND1",7,7,7,7,7,84,"francis","diagnostic","NA",7,7,7,7,7,84,"alex","non-diagnostic","ND2",7,37,2,"student",2,2
"R_2Pjo53jhRsYpk7T",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,43,2,"student",7,2
"R_1nO6hYI6PvtMEKX",6,6,6,6,84,"sam","diagnostic","NA",6,6,6,5,7,92,"robin","non-diagnostic","ND1",6,5,6,5,6,80,"francis","non-diagnostic","ND2",5.5,5,4,4,4,67,"alex","diagnostic","NA",4.25,19,2,"student",7,2
"R_3OrzovjOstffvdN",6,6,5,6,60,"sam","diagnostic","NA",5.75,6,6,5,6,61,"robin","non-diagnostic","ND1",5.75,5,4,4,3,40,"francis","non-diagnostic","ND2",4,6,6,4,5,60,"alex","diagnostic","NA",5.25,55,2,"student",7,5
"R_1Ffe6CDQWow1Ga6",7,7,7,6,100,"sam","diagnostic","NA",6.75,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,18,2,"student",7,5
"R_1zBvYolH9q7ihfH",5,5,6,6,70,"sam","diagnostic","NA",5.5,5,5,5,4,66,"robin","non-diagnostic","ND1",4.75,5,5,5,4,66,"francis","non-diagnostic","ND2",4.75,5,5,5,5,65,"alex","diagnostic","NA",5,21,1,"student",7,2
"R_3CN78DChPdOS6R7",6,4,5,6,50,"sam","diagnostic","NA",5.25,6,4,5,6,50,"robin","diagnostic","NA",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6,50,"alex","non-diagnostic","ND1",5,50,2,"student",2,5
"R_1o7sO94B7mTsOrM",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,6,7,7,7,95,"francis","non-diagnostic","ND2",6.75,7,7,7,7,100,"alex","diagnostic","NA",7,19,1,"student",5,2
"R_2thbBUYPVsYuUrN",7,7,7,7,99,"sam","diagnostic","NA",7,6,7,7,7,95,"robin","non-diagnostic","ND1",6.75,7,7,7,7,100,"francis","diagnostic","NA",7,7,6,7,7,90,"alex","non-diagnostic","ND2",6.75,20,1,"student",7,2
"R_0Cxoup8koh2mls5",7,7,7,7,71,"sam","diagnostic","NA",7,3,6,4,7,90,"robin","diagnostic","NA",5,6,6,6,3,64,"francis","non-diagnostic","ND2",5.25,5,6,6,7,83,"alex","non-diagnostic","ND1",6,38,2,"student",7,NA
"R_1mKHYkbbT8BiTh3",7,7,7,7,80,"sam","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,7,80,"francis","non-diagnostic","ND2",6.75,7,7,7,7,90,"alex","non-diagnostic","ND1",7,19,2,"student",2,2
"R_2R1TpLJZl3cuWt8",6,6,6,6,71,"sam","diagnostic","NA",6,6,6,6,6,70,"robin","non-diagnostic","ND1",6,4,4,4,4,50,"francis","non-diagnostic","ND2",4,6,6,6,6,80,"alex","diagnostic","NA",6,22,1,"student",2,2
"R_32JvOVueMVCVJDl",7,6,6,5,70,"sam","diagnostic","NA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,6,80,"francis","non-diagnostic","ND2",6.25,7,7,7,7,99,"alex","non-diagnostic","ND1",7,39,2,"student",7,5
"R_22tvTJn1vAnv5BD",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,6,5,100,"robin","non-diagnostic","ND1",6.25,6,7,7,4,95,"francis","diagnostic","NA",6,7,7,6,7,100,"alex","non-diagnostic","ND2",6.75,19,1,"student",5,2
"R_1HoSgk6v0akBflG",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,21,2,"student",5,5
"R_3R1QbET3wPYTu6Y",6,1,1,1,100,"sam","diagnostic","NA",2.25,7,1,1,1,87,"robin","non-diagnostic","ND1",2.5,7,7,1,1,82,"francis","diagnostic","NA",4,7,1,1,1,98,"alex","non-diagnostic","ND2",2.5,55,2,"student",7,5
"R_2CswTImX4lSZswi",6,6,4,6,80,"sam","diagnostic","NA",5.5,6,6,4,5,80,"robin","diagnostic","NA",5.25,4,5,4,5,60,"francis","non-diagnostic","ND2",4.5,6,6,4,5,80,"alex","non-diagnostic","ND1",5.25,23,3,"student",7,2
"R_yvC377YScgtjKal",7,6,6,7,78,"sam","diagnostic","NA",6.5,6,7,7,7,86,"robin","non-diagnostic","ND1",6.75,5,6,6,6,88,"francis","diagnostic","NA",5.75,6,7,7,7,92,"alex","non-diagnostic","ND2",6.75,20,1,"student",7,5
"R_1hGdmN8QUT7vBHS",5,6,5,6,65,"sam","diagnostic","NA",5.5,6,6,5,6,70,"robin","non-diagnostic","ND1",5.75,5,6,5,6,65,"francis","non-diagnostic","ND2",5.5,5,6,5,6,70,"alex","diagnostic","NA",5.5,20,1,"student",7,2
"R_2rCTRxDh7u8RO32",7,7,7,7,83,"sam","diagnostic","NA",7,7,7,7,7,80,"robin","non-diagnostic","ND1",7,7,7,7,7,80,"francis","diagnostic","NA",7,7,7,7,7,81,"alex","non-diagnostic","ND2",7,20,2,"student",2,5
"R_1FM3VVeA4oAhnay",7,5,5,5,73,"sam","diagnostic","NA",5.5,7,7,5,6,93,"robin","diagnostic","NA",6.25,4,4,4,5,61,"francis","non-diagnostic","ND2",4.25,7,6,5,6,91,"alex","non-diagnostic","ND1",6,25,2,"student",NA,5
"R_3R4VEpdIu1HpVVs",6,6,6,6,90,"sam","diagnostic","NA",6,6,6,6,6,90,"robin","non-diagnostic","ND1",6,6,6,6,6,90,"francis","diagnostic","NA",6,6,6,4,6,90,"alex","non-diagnostic","ND2",5.5,34,1,"student",7,5
"R_1EgnYiY1JqqYtIK",6,6,6,5,82,"sam","diagnostic","NA",5.75,5,4,5,6,64,"robin","non-diagnostic","ND1",5,6,7,4,5,88,"francis","non-diagnostic","ND2",5.5,7,7,5,6,93,"alex","diagnostic","NA",6.25,25,2,"student",7,2
"R_2s72SyInsfGdL66",7,7,7,7,82,"sam","diagnostic","NA",7,7,6,7,7,82,"robin","non-diagnostic","ND1",6.75,6,6,5,5,71,"francis","non-diagnostic","ND2",5.5,7,7,6,5,90,"alex","diagnostic","NA",6.25,45,2,"student",2,5
"R_2WSSi7bmWCMf6HP",7,7,7,7,71,"sam","diagnostic","NA",7,7,7,7,7,83,"robin","non-diagnostic","ND1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,"student",2,2
"R_2QopjstuhZl9EgM",6,6,5,5,84,"sam","diagnostic","NA",5.5,5,5,6,6,69,"robin","non-diagnostic","ND1",5.5,3,5,4,4,55,"francis","diagnostic","NA",4,5,4,5,4,60,"alex","non-diagnostic","ND2",4.5,22,1,"student",7,2
"R_2DY2JbsvkmsxiiY",7,7,5,7,90,"sam","diagnostic","NA",6.5,7,7,7,5,90,"robin","non-diagnostic","ND1",6.5,7,7,7,5,86,"francis","diagnostic","NA",6.5,7,7,6,7,85,"alex","non-diagnostic","ND2",6.75,19,2,"student",7,2
"R_1dApkztVmHT2ZD3",7,7,7,7,95,"sam","diagnostic","NA",7,7,7,7,7,95,"robin","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,95,"alex","non-diagnostic","ND1",7,42,1,"student",5,2
"R_1IuRyRl80CiJ9dm",7,7,7,7,98,"sam","diagnostic","NA",7,7,7,7,7,98,"robin","diagnostic","NA",7,7,7,7,7,98,"francis","non-diagnostic","ND2",7,7,7,7,7,98,"alex","non-diagnostic","ND1",7,39,1,"student",7,NA
"R_ZxUJrEbWnGFLRct",6,5,6,7,78,"sam","diagnostic","NA",6,7,7,6,7,100,"robin","non-diagnostic","ND1",6.75,5,7,7,6,94,"francis","diagnostic","NA",6.25,7,7,5,6,89,"alex","non-diagnostic","ND2",6.25,18,2,"student",4,5
"R_0jHptzcNlzwvYpb",6,6,5,5,70,"sam","diagnostic","NA",5.5,6,6,5,5,74,"robin","non-diagnostic","ND1",5.5,6,6,7,6,88,"francis","non-diagnostic","ND2",6.25,6,6,5,5,70,"alex","diagnostic","NA",5.5,51,2,"student",7,5
"R_DOdGKnAGDxEODOF",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,49,2,"student",7,2
"R_1LSYEFubdijD1kJ",7,7,7,7,97,"sam","diagnostic","NA",7,4,3,3,3,61,"robin","diagnostic","NA",3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,"student",NA,NA
"R_8ugJ0ch3SLJeAKZ",7,7,6,7,95,"sam","diagnostic","NA",6.75,7,7,5,7,81,"robin","non-diagnostic","ND1",6.5,6,6,6,5,69,"francis","non-diagnostic","ND2",5.75,6,7,7,7,79,"alex","diagnostic","NA",6.75,18,2,"student",7,2
"R_3pmY3HTagmMpwpw",6,6,7,6,93,"sam","diagnostic","NA",6.25,7,6,7,7,90,"robin","non-diagnostic","ND1",6.75,6,6,7,7,91,"francis","non-diagnostic","ND2",6.5,6,6,6,7,89,"alex","diagnostic","NA",6.25,20,2,"student",7,5
"R_1jZWz1orWcGBLE5",7,6,6,7,92,"sam","diagnostic","NA",6.5,6,7,7,7,77,"robin","diagnostic","NA",6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,7,92,"alex","non-diagnostic","ND1",6.5,28,2,"MTurk",7,5
"R_tY8qodZmoaJCZJT",6,3,5,4,77,"sam","diagnostic","NA",4.5,4,5,6,5,74,"robin","non-diagnostic","ND1",5,4,5,3,4,98,"francis","diagnostic","NA",4,4,6,5,6,71,"alex","non-diagnostic","ND2",5.25,29,1,"MTurk",7,1
"R_2tthawW0rf2ZbE1",2,1,3,1,53,"sam","diagnostic","NA",1.75,5,4,4,4,43,"robin","non-diagnostic","ND1",4.25,3,2,2,1,51,"francis","diagnostic","NA",2,5,4,7,1,52,"alex","non-diagnostic","ND2",4.25,25,1,"MTurk",7,2
"R_pyj3eM98AIT9UwF",6,6,5,7,67,"sam","diagnostic","NA",6,5,6,5,7,32,"robin","non-diagnostic","ND1",5.75,6,3,5,7,66,"francis","non-diagnostic","ND2",5.25,6,4,4,7,39,"alex","diagnostic","NA",5.25,31,1,"MTurk",7,2
"R_2ZERpeVSkeqRLzA",7,7,7,7,90,"sam","diagnostic","NA",7,7,7,7,7,90,"robin","non-diagnostic","ND1",7,7,7,7,7,90,"francis","diagnostic","NA",7,7,7,7,7,90,"alex","non-diagnostic","ND2",7,35,1,"MTurk",7,2
"R_3EhFoz9NoNCteA4",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,93,"alex","diagnostic","NA",7,33,2,"MTurk",7,2
"R_1DTq8JPi0qBW8dJ",6,7,2,1,64,"sam","diagnostic","NA",4,4,2,6,5,64,"robin","non-diagnostic","ND1",4.25,7,6,4,1,62,"francis","non-diagnostic","ND2",4.5,2,6,4,7,66,"alex","diagnostic","NA",4.75,25,1,"MTurk",7,3
"R_10qn30KCeif5Nsv",6,7,4,7,82,"sam","diagnostic","NA",6,6,7,6,7,67,"robin","diagnostic","NA",6.5,6,7,5,7,75,"francis","non-diagnostic","ND2",6.25,6,7,6,7,84,"alex","non-diagnostic","ND1",6.5,34,2,"MTurk",7,NA
"R_4Zrw0g6ILoM3VbX",7,7,7,7,100,"sam","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","non-diagnostic","ND1",7,29,1,"MTurk",7,1
"R_29vmyuMTasMGazr",7,7,7,7,100,"sam","diagnostic","NA",7,6,7,7,7,96,"robin","non-diagnostic","ND1",6.75,7,6,7,7,99,"francis","non-diagnostic","ND2",6.75,6,7,7,6,99,"alex","diagnostic","NA",6.5,45,2,"MTurk",7,1
"R_3JJdx6xxCRWaxhe",5,7,4,5,72,"sam","diagnostic","NA",5.25,5,2,5,6,83,"robin","diagnostic","NA",4.5,6,3,4,6,69,"francis","non-diagnostic","ND2",4.75,5,7,6,6,87,"alex","non-diagnostic","ND1",6,33,2,"MTurk",NA,2
"R_1LTCJmdlieczDsB",7,7,7,7,100,"sam","diagnostic","NA",7,6,6,5,5,79,"robin","diagnostic","NA",5.5,6,7,7,7,100,"francis","non-diagnostic","ND2",6.75,5,6,5,5,90,"alex","non-diagnostic","ND1",5.25,27,2,"MTurk",7,NA
"R_3ilsYTwKLYtjRdf",6,6,6,6,89,"sam","diagnostic","NA",6,6,6,6,6,86,"robin","non-diagnostic","ND1",6,5,5,5,5,72,"francis","diagnostic","NA",5,5,5,5,5,64,"alex","non-diagnostic","ND2",5,26,1,"MTurk",7,2
"R_Rr9fc7mSgeb4KAN",6,6,6,6,90,"sam","diagnostic","NA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,90,"francis","non-diagnostic","ND2",6,6,6,6,6,90,"alex","non-diagnostic","ND1",6,45,1,"MTurk",7,2
"R_1kFVGyHth18uDqU",4,2,2,3,84,"sam","diagnostic","NA",2.75,3,3,3,3,83,"robin","non-diagnostic","ND1",3,4,2,3,2,82,"francis","non-diagnostic","ND2",2.75,3,3,2,3,78,"alex","diagnostic","NA",2.75,30,1,"MTurk",7,3
"R_1jkNDuTGaB8sYhR",5,5,4,6,64,"sam","diagnostic","NA",5,5,6,4,6,70,"robin","non-diagnostic","ND1",5.25,4,5,5,5,65,"francis","non-diagnostic","ND2",4.75,6,6,5,6,75,"alex","diagnostic","NA",5.75,46,2,"MTurk",7,2
"R_3jZE6W2LbeHCEsG",7,6,7,6,80,"sam","diagnostic","NA",6.5,7,6,7,6,85,"robin","non-diagnostic","ND1",6.5,7,6,7,6,85,"francis","non-diagnostic","ND2",6.5,7,6,7,6,81,"alex","diagnostic","NA",6.5,38,2,"MTurk",7,2
"R_3GlInHZAksDPIYH",6,5,5,6,80,"sam","diagnostic","NA",5.5,6,6,5,6,80,"robin","non-diagnostic","ND1",5.75,6,6,5,5,80,"francis","diagnostic","NA",5.5,6,6,6,6,85,"alex","non-diagnostic","ND2",6,62,1,"MTurk",7,2
"R_d6XPGvNdSlCKtnr",5,6,5,7,84,"sam","diagnostic","NA",5.75,6,7,5,6,78,"robin","diagnostic","NA",6,6,5,6,6,95,"francis","non-diagnostic","ND2",5.75,5,6,5,5,90,"alex","non-diagnostic","ND1",5.25,25,2,"MTurk",NA,1
"R_3koGsUw2FZ2dFTY",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,52,2,"MTurk",7,2
"R_3I0LPiy1iHzGZ9G",4,6,4,5,76,"sam","diagnostic","NA",4.75,4,6,5,6,77,"robin","non-diagnostic","ND1",5.25,5,6,5,4,68,"francis","non-diagnostic","ND2",5,5,6,5,6,80,"alex","diagnostic","NA",5.5,29,1,"MTurk",7,1
"R_1Kj4zMcCWOmG01c",7,5,5,6,61,"sam","diagnostic","NA",5.75,7,5,5,6,73,"robin","non-diagnostic","ND1",5.75,6,6,6,5,55,"francis","diagnostic","NA",5.75,5,6,7,7,59,"alex","non-diagnostic","ND2",6.25,23,2,"MTurk",7,2
"R_1Cskl487D55mF0h",2,7,6,2,62,"sam","diagnostic","NA",4.25,2,2,7,5,64,"robin","non-diagnostic","ND1",4,6,5,1,5,90,"francis","diagnostic","NA",4.25,2,3,1,5,71,"alex","non-diagnostic","ND2",2.75,25,1,"MTurk",7,2
"R_3XlwB7KgpRAwk9j",7,7,7,7,94,"sam","diagnostic","NA",7,6,7,6,6,85,"robin","non-diagnostic","ND1",6.25,6,7,5,5,69,"francis","diagnostic","NA",5.75,7,7,5,7,92,"alex","non-diagnostic","ND2",6.5,37,2,"MTurk",7,5
"R_DO9BpuxW75TDUWJ",7,6,7,6,81,"sam","diagnostic","NA",6.5,7,6,7,6,75,"robin","non-diagnostic","ND1",6.5,7,6,7,5,94,"francis","non-diagnostic","ND2",6.25,7,6,6,7,64,"alex","diagnostic","NA",6.5,45,1,"MTurk",6,3
"R_1Nll87Ueqf2lzlG",6,5,6,7,83,"sam","diagnostic","NA",6,6,5,7,6,70,"robin","diagnostic","NA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,6,88,"alex","non-diagnostic","ND1",5,32,2,"MTurk",7,2
"R_3j7NxwWNM34SAgf",7,7,6,7,96,"sam","diagnostic","NA",6.75,4,5,2,3,74,"robin","non-diagnostic","ND1",3.5,7,7,5,7,96,"francis","non-diagnostic","ND2",6.5,5,7,4,6,88,"alex","diagnostic","NA",5.5,35,1,"MTurk",7,5
"R_C1PlDorsJgntTMJ",5,6,5,6,77,"sam","diagnostic","NA",5.5,6,5,6,7,88,"robin","non-diagnostic","ND1",6,6,5,4,4,82,"francis","diagnostic","NA",4.75,5,7,5,6,81,"alex","non-diagnostic","ND2",5.75,52,1,"MTurk",7,2
"R_3L1jXwR8H8rZ2g9",3,5,7,2,61,"sam","diagnostic","NA",4.25,2,4,7,6,62,"robin","diagnostic","NA",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,2,69,"alex","non-diagnostic","ND1",4,43,1,"MTurk",2,3
"R_1FkQfJVShMmWhzc",4,3,2,3,85,"sam","diagnostic","NA",3,5,3,2,2,84,"robin","diagnostic","NA",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,79,"alex","non-diagnostic","ND1",2.75,30,1,"MTurk",7,3
"R_3KPhUI94PenKx3y",4,6,4,6,50,"sam","diagnostic","NA",5,5,4,3,5,52,"robin","non-diagnostic","ND1",4.25,5,4,5,4,59,"francis","non-diagnostic","ND2",4.5,5,4,5,4,50,"alex","diagnostic","NA",4.5,63,1,"MTurk",7,2
"R_3sn7vsZBUvLGByL",5,4,3,2,77,"sam","diagnostic","NA",3.5,5,4,3,5,63,"robin","non-diagnostic","ND1",4.25,5,4,3,2,84,"francis","non-diagnostic","ND2",3.5,5,4,3,5,78,"alex","diagnostic","NA",4.25,30,1,"MTurk",1,3
"R_2ZJHk2jdnaQKn3M",6,6,6,6,70,"sam","diagnostic","NA",6,6,6,6,6,80,"robin","non-diagnostic","ND1",6,5,5,4,4,60,"francis","non-diagnostic","ND2",4.5,7,7,7,7,90,"alex","diagnostic","NA",7,41,1,"MTurk",7,2
"R_1PXl2frOPBot1pq",5,7,6,3,80,"sam","diagnostic","NA",5.25,4,7,5,7,84,"robin","diagnostic","NA",5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,7,79,"alex","non-diagnostic","ND1",6,21,1,"MTurk",2,2
"R_C4jcFgTrTSuzo3f",6,5,5,6,71,"sam","diagnostic","NA",5.5,4,6,5,6,76,"robin","non-diagnostic","ND1",5.25,6,4,4,6,63,"francis","non-diagnostic","ND2",5,6,5,6,6,67,"alex","diagnostic","NA",5.75,29,1,"MTurk",7,1
"R_ymtQMnpULfkw1KF",4,5,6,7,81,"sam","diagnostic","NA",5.5,7,4,7,7,82,"robin","diagnostic","NA",6.25,7,4,6,7,81,"francis","non-diagnostic","ND2",6,3,5,6,6,42,"alex","non-diagnostic","ND1",5,34,2,"MTurk",NA,2
