"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q","att1_fail","att2_fail","att_fail"
"R_2B2RiAWqnXrIVqd",5,6,3,7,85,"sam","diagnostic","NA","good",5.25,4,5,6,6,85,"robin","non-diagnostic","ND1","good",5.25,4,3,5,5,61,"francis","diagnostic","NA","bad",4.25,3,2,6,5,50,"alex","non-diagnostic","ND2","bad",4,20,2,7,2,FALSE,FALSE,FALSE
"R_3KBkXXh90WBzDeX",6,5,5,4,66,"sam","diagnostic","NA","good",5,6,5,5,4,61,"robin","non-diagnostic","ND2","good",5,1,1,2,4,19,"francis","diagnostic","NA","bad",2,1,1,2,4,25,"alex","non-diagnostic","ND1","bad",2,18,2,6,2,TRUE,FALSE,FALSE
"R_3rN8GSXbNw7XkkP",6,6,6,6,95,"sam","diagnostic","NA","good",6,6,6,6,6,95,"robin","non-diagnostic","ND2","good",6,2,3,4,3,30,"francis","diagnostic","NA","bad",3,3,2,3,4,30,"alex","non-diagnostic","ND1","bad",3,22,2,7,2,FALSE,FALSE,FALSE
"R_1ojyfSJioJ54qYH",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,5,7,100,"robin","non-diagnostic","ND2","good",6.5,1,1,3,1,0,"francis","non-diagnostic","ND1","bad",1.5,1,1,3,1,0,"alex","diagnostic","NA","bad",1.5,35,1,7,5,FALSE,FALSE,FALSE
"R_1JFKOEz96h9Ozzw",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND2","bad",1,20,1,7,2,FALSE,FALSE,FALSE
"R_0HrsXarC68RmT29",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,44,1,7,2,FALSE,FALSE,FALSE
"R_TvGRz1KB1GdgcHn",6,6,6,6,76,"sam","diagnostic","NA","good",6,7,7,6,7,85,"robin","non-diagnostic","ND1","good",6.75,3,2,4,1,19,"francis","non-diagnostic","ND2","bad",2.5,1,2,4,1,18,"alex","diagnostic","NA","bad",2,34,2,7,5,FALSE,FALSE,FALSE
"R_bqFoNLFM7zzf29P",4,4,4,4,50,"sam","diagnostic","NA","good",4,4,4,4,4,50,"robin","non-diagnostic","ND1","good",4,4,4,4,4,50,"francis","non-diagnostic","ND2","bad",4,4,4,4,4,50,"alex","diagnostic","NA","bad",4,25,2,7,2,FALSE,FALSE,FALSE
"R_24r8RmOo0SZwJbR",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,6,7,100,"robin","non-diagnostic","ND2","good",6.75,2,1,2,2,0,"francis","diagnostic","NA","bad",1.75,1,1,2,1,0,"alex","non-diagnostic","ND1","bad",1.25,21,2,7,2,FALSE,FALSE,FALSE
"R_1Pcp5cxbDLDycuZ",6,7,7,7,100,"sam","diagnostic","NA","good",6.75,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,4,2,6,"francis","diagnostic","NA","bad",2,2,2,4,2,8,"alex","non-diagnostic","ND1","bad",2.5,21,2,5,2,TRUE,FALSE,FALSE
"R_ekszviM1CRtZCrn",7,6,6,6,80,"sam","diagnostic","NA","good",6.25,6,5,6,6,75,"robin","non-diagnostic","ND2","good",5.75,2,2,4,3,30,"francis","non-diagnostic","ND1","bad",2.75,2,2,5,4,35,"alex","diagnostic","NA","bad",3.25,21,1,6,2,TRUE,FALSE,FALSE
"R_10uXzoWgfFsX7Po",5,5,2,6,66,"sam","diagnostic","NA","good",4.5,6,5,5,6,75,"robin","non-diagnostic","ND2","good",5.5,3,3,4,3,35,"francis","non-diagnostic","ND1","bad",3.25,4,3,4,3,30,"alex","diagnostic","NA","bad",3.5,21,1,7,2,FALSE,FALSE,FALSE
"R_2f8xqbip2JbmuJe",5,4,6,5,60,"sam","diagnostic","NA","good",5,6,6,6,6,70,"robin","non-diagnostic","ND1","good",6,4,3,4,4,40,"francis","non-diagnostic","ND2","bad",3.75,2,2,2,2,30,"alex","diagnostic","NA","bad",2,25,2,5,5,TRUE,FALSE,FALSE
"R_2q8cW9MoEuDULsT",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,1,1,100,"robin","non-diagnostic","ND1","good",4,1,1,2,2,20,"francis","non-diagnostic","ND2","bad",1.5,2,2,2,3,25,"alex","diagnostic","NA","bad",2.25,20,1,7,5,FALSE,FALSE,FALSE
"R_3lDKam4NOkepKg7",6,6,5,6,75,"sam","diagnostic","NA","good",5.75,6,6,5,6,85,"robin","non-diagnostic","ND2","good",5.75,2,3,2,2,5,"francis","diagnostic","NA","bad",2.25,3,2,5,3,35,"alex","non-diagnostic","ND1","bad",3.25,22,2,7,2,FALSE,FALSE,FALSE
"R_2QJrMEQ3V80VRFq",7,7,7,7,80,"sam","diagnostic","NA","good",7,7,7,7,7,80,"robin","non-diagnostic","ND2","good",7,4,4,4,4,40,"francis","non-diagnostic","ND1","bad",4,1,3,3,3,30,"alex","diagnostic","NA","bad",2.5,24,2,7,2,FALSE,FALSE,FALSE
"R_1GCcoaVoGrN6G1U",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,8,"alex","non-diagnostic","ND2","bad",1,27,2,7,5,FALSE,FALSE,FALSE
"R_31L52RyCCMHKO76",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,25,2,7,2,FALSE,FALSE,FALSE
"R_esboPc0iHnom8Ux",5,5,7,5,95,"sam","diagnostic","NA","good",5.5,6,6,6,6,95,"robin","non-diagnostic","ND1","good",6,2,2,3,2,19,"francis","non-diagnostic","ND2","bad",2.25,3,2,4,2,14,"alex","diagnostic","NA","bad",2.75,27,2,5,2,TRUE,FALSE,FALSE
"R_WxKMVui6WQSxwaZ",5,4,4,4,50,"sam","diagnostic","NA","good",4.25,6,6,5,7,80,"robin","non-diagnostic","ND2","good",6,1,1,4,2,15,"francis","non-diagnostic","ND1","bad",2,2,3,4,2,25,"alex","diagnostic","NA","bad",2.75,21,1,1,2,TRUE,FALSE,FALSE
"R_x3GRzYMYCzS5s77",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,1,7,90,"robin","non-diagnostic","ND1","good",5.5,1,1,1,2,0,"francis","non-diagnostic","ND2","bad",1.25,2,2,3,2,10,"alex","diagnostic","NA","bad",2.25,19,1,7,2,FALSE,FALSE,FALSE
"R_21GlP6ly9qViXGE",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,2,1,0,"francis","diagnostic","NA","bad",1.25,2,2,2,2,11,"alex","non-diagnostic","ND2","bad",2,20,1,7,2,FALSE,FALSE,FALSE
"R_VIrrhrTrU2QnNJf",7,7,7,7,91,"sam","diagnostic","NA","good",7,7,7,7,7,90,"robin","non-diagnostic","ND2","good",7,4,4,4,4,29,"francis","non-diagnostic","ND1","bad",4,2,2,2,2,28,"alex","diagnostic","NA","bad",2,60,2,3,5,TRUE,FALSE,FALSE
"R_30c4Bwl4rQgj9VO",5,5,4,6,80,"sam","diagnostic","NA","good",5,5,6,4,6,80,"robin","non-diagnostic","ND1","good",5.25,1,2,4,1,10,"francis","non-diagnostic","ND2","bad",2,3,3,4,2,20,"alex","diagnostic","NA","bad",3,21,1,3,2,TRUE,FALSE,FALSE
"R_1dcZqA2jb6sIDV6",5,5,5,5,90,"sam","diagnostic","NA","good",5,6,6,6,6,100,"robin","non-diagnostic","ND2","good",6,2,2,3,2,15,"francis","non-diagnostic","ND1","bad",2.25,3,3,3,3,24,"alex","diagnostic","NA","bad",3,24,2,7,5,FALSE,FALSE,FALSE
"R_1IatphMBsjUEYtY",6,7,7,7,81,"sam","diagnostic","NA","good",6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,FALSE,FALSE
"R_2nqmorGYvM160oh",7,7,6,7,95,"sam","diagnostic","NA","good",6.75,7,7,6,7,95,"robin","non-diagnostic","ND1","good",6.75,1,1,3,1,5,"francis","diagnostic","NA","bad",1.5,1,1,1,1,1,"alex","non-diagnostic","ND2","bad",1,42,2,7,2,FALSE,FALSE,FALSE
"R_2784K0VmijngXWv",6,6,6,7,88,"sam","diagnostic","NA","good",6.25,6,6,6,7,88,"robin","non-diagnostic","ND1","good",6.25,2,2,2,2,12,"francis","non-diagnostic","ND2","bad",2,2,2,3,1,12,"alex","diagnostic","NA","bad",2,24,1,7,2,FALSE,FALSE,FALSE
"R_3Q0itrnuELzyxbj",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND2","bad",1,30,2,7,2,FALSE,FALSE,FALSE
"R_2dfEFX3lzgZ9XfQ",6,6,6,6,91,"sam","diagnostic","NA","good",6,6,6,6,6,90,"robin","non-diagnostic","ND2","good",6,2,2,2,2,20,"francis","non-diagnostic","ND1","bad",2,2,2,2,2,12,"alex","diagnostic","NA","bad",2,48,1,7,2,FALSE,FALSE,FALSE
"R_3P6vw9EmQe54RIX",7,7,4,7,87,"sam","diagnostic","NA","good",6.25,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,4,1,16,"francis","non-diagnostic","ND1","bad",1.75,1,1,4,4,0,"alex","diagnostic","NA","bad",2.5,34,1,7,5,FALSE,FALSE,FALSE
"R_2E6jjT0Qs61NcV6",7,7,7,7,82,"sam","diagnostic","NA","good",7,6,6,6,6,73,"robin","non-diagnostic","ND1","good",6,4,4,4,4,60,"francis","non-diagnostic","ND2","bad",4,3,4,3,3,40,"alex","diagnostic","NA","bad",3.25,38,2,3,2,TRUE,FALSE,FALSE
"R_3ERzNNj0b0ETJwH",5,6,6,6,75,"sam","diagnostic","NA","good",5.75,5,5,5,5,62,"robin","non-diagnostic","ND2","good",5,2,2,2,1,10,"francis","diagnostic","NA","bad",1.75,3,3,2,2,27,"alex","non-diagnostic","ND1","bad",2.5,23,1,5,5,TRUE,FALSE,FALSE
"R_3rfVWypO8Ppzjl7",7,7,7,7,92,"sam","diagnostic","NA","good",7,7,7,7,7,90,"robin","non-diagnostic","ND1","good",7,3,2,2,2,20,"francis","diagnostic","NA","bad",2.25,3,2,3,3,5,"alex","non-diagnostic","ND2","bad",2.75,21,2,7,5,FALSE,FALSE,FALSE
"R_242Yk8aTvEYJBjL",6,6,6,5,84,"sam","diagnostic","NA","good",5.75,7,6,6,7,92,"robin","non-diagnostic","ND2","good",6.5,2,1,3,2,26,"francis","non-diagnostic","ND1","bad",2,2,2,1,1,17,"alex","diagnostic","NA","bad",1.5,22,2,7,2,FALSE,FALSE,FALSE
"R_1hG2eiQsnP6gx8w",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,21,2,2,5,TRUE,FALSE,FALSE
"R_2CNdfmSQP7DK2PD",7,7,7,7,90,"sam","diagnostic","NA","good",7,7,7,7,7,95,"robin","non-diagnostic","ND2","good",7,2,2,2,1,20,"francis","non-diagnostic","ND1","bad",1.75,1,1,4,1,14,"alex","diagnostic","NA","bad",1.75,21,2,5,2,TRUE,FALSE,FALSE
"R_11iIz1SKvL0BuWc",6,6,4,6,70,"sam","diagnostic","NA","good",5.5,6,6,4,5,70,"robin","non-diagnostic","ND1","good",5.25,2,3,4,3,30,"francis","diagnostic","NA","bad",3,2,3,4,4,30,"alex","non-diagnostic","ND2","bad",3.25,37,2,7,5,FALSE,FALSE,FALSE
"R_vMKfGeQvPx3y2tP",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,4,3,20,"francis","non-diagnostic","ND2","bad",2.25,6,6,5,5,40,"alex","diagnostic","NA","bad",5.5,20,2,5,2,TRUE,FALSE,FALSE
"R_1XPyihya2NmhsVb",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","non-diagnostic","ND2","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,21,2,7,5,FALSE,FALSE,FALSE
"R_9Y1qZctrOiLDGi5",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,2,3,2,9,"francis","non-diagnostic","ND1","bad",2,2,2,4,3,27,"alex","diagnostic","NA","bad",2.75,19,2,7,2,FALSE,FALSE,FALSE
"R_24j8nPuk1tjmy0j",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,2,1,4,3,17,"francis","non-diagnostic","ND2","bad",2.5,2,2,4,3,16,"alex","diagnostic","NA","bad",2.75,22,2,7,2,FALSE,FALSE,FALSE
"R_1ody4o9037myqpS",6,6,6,6,83,"sam","diagnostic","NA","good",6,7,7,7,7,94,"robin","non-diagnostic","ND2","good",7,3,3,3,3,32,"francis","non-diagnostic","ND1","bad",3,3,3,3,3,29,"alex","diagnostic","NA","bad",3,26,2,7,2,FALSE,FALSE,FALSE
"R_2f7HN7L1C0gh0vJ",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,2,1,3,2,20,"alex","diagnostic","NA","bad",2,19,2,7,2,FALSE,FALSE,FALSE
"R_21hs1jPQabvahTb",7,6,6,5,91,"sam","diagnostic","NA","good",6,7,7,7,7,88,"robin","non-diagnostic","ND2","good",7,3,1,3,3,16,"francis","diagnostic","NA","bad",2.5,5,4,1,3,50,"alex","non-diagnostic","ND1","bad",3.25,21,2,7,5,FALSE,FALSE,FALSE
"R_3qKVpj7EqxgMEa1",6,5,6,4,76,"sam","diagnostic","NA","good",5.25,7,6,5,7,87,"robin","non-diagnostic","ND1","good",6.25,3,4,4,4,60,"francis","non-diagnostic","ND2","bad",3.75,4,3,4,4,70,"alex","diagnostic","NA","bad",3.75,19,2,7,2,FALSE,FALSE,FALSE
"R_232arZWkaTuZJiZ",7,7,7,7,100,"sam","diagnostic","NA","good",7,6,7,7,7,98,"robin","non-diagnostic","ND1","good",6.75,1,1,2,1,8,"francis","diagnostic","NA","bad",1.25,3,2,3,2,10,"alex","non-diagnostic","ND2","bad",2.5,20,2,5,5,TRUE,FALSE,FALSE
"R_scZgm35q5nTITKh",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,2,2,3,2,15,"francis","non-diagnostic","ND1","bad",2.25,2,2,3,2,15,"alex","diagnostic","NA","bad",2.25,19,2,1,2,TRUE,FALSE,FALSE
"R_1H0kwqBhCEKhdUr",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,2,1,0,"francis","non-diagnostic","ND1","bad",1.25,1,1,1,1,0,"alex","diagnostic","NA","bad",1,21,2,7,5,FALSE,FALSE,FALSE
"R_2eVIAdkyXaV3JJp",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,3,2,4,3,15,"francis","non-diagnostic","ND2","bad",3,3,2,4,3,15,"alex","diagnostic","NA","bad",3,22,2,2,2,TRUE,FALSE,FALSE
"R_3kLpgBckQsvuJVc",6,6,4,6,75,"sam","diagnostic","NA","good",5.5,5,6,4,7,80,"robin","non-diagnostic","ND1","good",5.5,2,2,4,2,20,"francis","diagnostic","NA","bad",2.5,4,4,4,4,45,"alex","non-diagnostic","ND2","bad",4,19,2,7,2,FALSE,FALSE,FALSE
"R_26m7TAe9dGbZ22g",4,4,6,6,50,"sam","diagnostic","NA","good",5,4,4,7,7,50,"robin","non-diagnostic","ND1","good",5.5,4,4,3,2,50,"francis","non-diagnostic","ND2","bad",3.25,4,4,2,2,50,"alex","diagnostic","NA","bad",3,20,1,7,2,FALSE,FALSE,FALSE
"R_3Db6Pd5mz8cgCZI",7,7,7,6,99,"sam","diagnostic","NA","good",6.75,7,7,6,7,96,"robin","non-diagnostic","ND2","good",6.75,1,1,2,1,0,"francis","diagnostic","NA","bad",1.25,1,2,3,2,16,"alex","non-diagnostic","ND1","bad",2,20,2,7,2,FALSE,FALSE,FALSE
"R_2DMln8ci3nhWJH2",7,7,7,7,91,"sam","diagnostic","NA","good",7,7,7,7,7,91,"robin","non-diagnostic","ND1","good",7,1,1,4,1,10,"francis","diagnostic","NA","bad",1.75,2,2,4,4,31,"alex","non-diagnostic","ND2","bad",3,56,2,2,5,TRUE,FALSE,FALSE
"R_2X1BuXiINLSzVl1",7,7,7,7,85,"sam","diagnostic","NA","good",7,7,7,7,7,71,"robin","non-diagnostic","ND1","good",7,4,4,4,2,28,"francis","diagnostic","NA","bad",3.5,3,2,3,2,8,"alex","non-diagnostic","ND2","bad",2.5,20,1,7,2,FALSE,FALSE,FALSE
"R_yWa03U44TPmSGUV",7,7,5,7,81,"sam","diagnostic","NA","good",6.5,7,7,5,7,81,"robin","non-diagnostic","ND1","good",6.5,1,1,4,1,9,"francis","non-diagnostic","ND2","bad",1.75,1,1,1,1,0,"alex","diagnostic","NA","bad",1,19,2,7,5,FALSE,FALSE,FALSE
"R_33pDAG8vlPGuXXi",7,7,7,7,90,"sam","diagnostic","NA","good",7,7,7,7,7,90,"robin","non-diagnostic","ND2","good",7,1,1,1,1,5,"francis","diagnostic","NA","bad",1,3,3,4,3,20,"alex","non-diagnostic","ND1","bad",3.25,21,2,7,2,FALSE,FALSE,FALSE
"R_1rpjY4vH2b6seJa",7,7,7,5,78,"sam","diagnostic","NA","good",6.5,7,7,7,7,94,"robin","non-diagnostic","ND2","good",7,3,2,3,3,33,"francis","diagnostic","NA","bad",2.75,3,4,5,3,44,"alex","non-diagnostic","ND1","bad",3.75,20,2,5,2,TRUE,FALSE,FALSE
"R_2PhSS3J7pGXOAeM",7,7,6,7,98,"sam","diagnostic","NA","good",6.75,6,5,5,6,88,"robin","non-diagnostic","ND1","good",5.5,2,2,3,3,18,"francis","diagnostic","NA","bad",2.5,2,2,2,2,10,"alex","non-diagnostic","ND2","bad",2,19,2,7,2,FALSE,FALSE,FALSE
"R_3RflSXcsqzPkAbj",6,6,6,6,77,"sam","diagnostic","NA","good",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,41,"francis","non-diagnostic","ND1","bad",2.25,3,3,5,1,48,"alex","diagnostic","NA","bad",3,NA,NA,NA,5,NA,FALSE,FALSE
"R_1lcXsJks4j6zmn2",7,7,7,7,90,"sam","diagnostic","NA","good",7,7,7,7,7,90,"robin","non-diagnostic","ND1","good",7,3,3,3,2,20,"francis","diagnostic","NA","bad",2.75,2,2,2,2,20,"alex","non-diagnostic","ND2","bad",2,20,2,7,2,FALSE,FALSE,FALSE
"R_1JRUfY167xVlhuM",7,6,7,6,100,"sam","diagnostic","NA","good",6.5,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,2,1,0,"francis","non-diagnostic","ND2","bad",1.25,2,2,2,2,8,"alex","diagnostic","NA","bad",2,19,2,7,2,FALSE,FALSE,FALSE
"R_2bJpfhwmbAIJpmx",6,6,5,5,75,"sam","diagnostic","NA","good",5.5,6,6,6,5,80,"robin","non-diagnostic","ND2","good",5.75,2,3,2,3,33,"francis","diagnostic","NA","bad",2.5,3,4,2,2,32,"alex","non-diagnostic","ND1","bad",2.75,19,2,2,5,TRUE,FALSE,FALSE
"R_3fOux1nvJZy5RJj",6,7,6,6,90,"sam","diagnostic","NA","good",6.25,6,7,6,7,95,"robin","non-diagnostic","ND2","good",6.5,2,2,3,2,10,"francis","diagnostic","NA","bad",2.25,2,2,2,1,5,"alex","non-diagnostic","ND1","bad",1.75,18,1,7,2,FALSE,FALSE,FALSE
"R_1CJx08A2W08nyZB",4,7,7,7,100,"sam","diagnostic","NA","good",6.25,4,7,7,7,100,"robin","non-diagnostic","ND2","good",6.25,4,2,3,2,20,"francis","non-diagnostic","ND1","bad",2.75,4,1,2,2,0,"alex","diagnostic","NA","bad",2.25,30,2,7,5,FALSE,FALSE,FALSE
"R_3q8AF2vsXy7qbpE",6,6,5,5,73,"sam","diagnostic","NA","good",5.5,5,6,5,5,79,"robin","non-diagnostic","ND1","good",5.25,5,3,3,4,44,"francis","non-diagnostic","ND2","bad",3.75,2,2,3,2,18,"alex","diagnostic","NA","bad",2.25,19,1,7,2,FALSE,FALSE,FALSE
"R_5w42Qow02GYU60F",6,7,2,7,90,"sam","diagnostic","NA","good",5.5,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,2,2,3,2,18,"francis","diagnostic","NA","bad",2.25,2,2,3,1,20,"alex","non-diagnostic","ND2","bad",2,19,2,2,5,TRUE,FALSE,FALSE
"R_2rVjAek39tsNNMw",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,18,1,7,2,FALSE,FALSE,FALSE
"R_2xSgcpQcz6jeXDS",1,5,4,6,83,"sam","diagnostic","NA","good",4,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,2,4,4,12,"francis","non-diagnostic","ND2","bad",2.75,6,2,3,4,17,"alex","diagnostic","NA","bad",3.75,68,2,1,2,TRUE,FALSE,FALSE
"R_AjmxKhnyoD89pjH",6,6,4,6,86,"sam","diagnostic","NA","good",5.5,6,6,4,6,85,"robin","non-diagnostic","ND2","good",5.5,2,2,3,2,18,"francis","non-diagnostic","ND1","bad",2.25,2,2,3,2,18,"alex","diagnostic","NA","bad",2.25,38,2,7,2,FALSE,FALSE,FALSE
"R_ZgF1mJXDkwhJIrv",6,6,7,6,85,"sam","diagnostic","NA","good",6.25,7,7,6,7,85,"robin","non-diagnostic","ND2","good",6.75,1,1,2,1,9,"francis","diagnostic","NA","bad",1.25,1,1,4,2,14,"alex","non-diagnostic","ND1","bad",2,37,1,7,2,FALSE,FALSE,FALSE
"R_24qKPtLJWeyUqHf",7,7,4,7,100,"sam","diagnostic","NA","good",6.25,7,7,4,7,100,"robin","non-diagnostic","ND1","good",6.25,2,2,4,2,0,"francis","diagnostic","NA","bad",2.5,2,2,4,2,0,"alex","non-diagnostic","ND2","bad",2.5,33,1,7,2,FALSE,FALSE,FALSE
"R_USAM2N1dQuZFDvr",2,3,2,3,53,"sam","diagnostic","NA","good",2.5,7,6,7,6,60,"robin","non-diagnostic","ND2","good",6.5,6,7,6,6,60,"francis","non-diagnostic","ND1","bad",6.25,5,6,5,5,81,"alex","diagnostic","NA","bad",5.25,35,1,1,2,TRUE,FALSE,FALSE
"R_1rcvlSPkJr2U6iZ",6,6,7,6,89,"sam","diagnostic","NA","good",6.25,6,7,6,6,88,"robin","non-diagnostic","ND2","good",6.25,3,2,3,2,19,"francis","diagnostic","NA","bad",2.5,2,1,2,1,2,"alex","non-diagnostic","ND1","bad",1.5,36,1,7,2,FALSE,FALSE,FALSE
"R_1CfGPWJeokUmyjZ",7,6,7,7,89,"sam","diagnostic","NA","good",6.75,5,7,5,6,91,"robin","non-diagnostic","ND1","good",5.75,2,1,2,2,12,"francis","non-diagnostic","ND2","bad",1.75,2,2,1,3,10,"alex","diagnostic","NA","bad",2,38,1,7,2,FALSE,FALSE,FALSE
"R_1K9d5z7VBQRn4Fj",6,6,6,6,85,"sam","diagnostic","NA","good",6,7,6,6,7,90,"robin","non-diagnostic","ND2","good",6.5,4,4,4,2,19,"francis","non-diagnostic","ND1","bad",3.5,2,2,2,2,10,"alex","diagnostic","NA","bad",2,26,2,7,2,FALSE,FALSE,FALSE
"R_2YgC8NKGgtv2eTL",7,7,5,7,94,"sam","diagnostic","NA","good",6.5,6,7,6,6,86,"robin","non-diagnostic","ND2","good",6.25,1,1,4,2,6,"francis","diagnostic","NA","bad",2,3,2,5,3,6,"alex","non-diagnostic","ND1","bad",3.25,29,2,7,2,FALSE,FALSE,FALSE
"R_1Kpu4N76ELSUNeO",7,7,7,7,83,"sam","diagnostic","NA","good",7,7,7,7,7,84,"robin","non-diagnostic","ND2","good",7,1,1,4,1,14,"francis","non-diagnostic","ND1","bad",1.75,1,1,2,1,8,"alex","diagnostic","NA","bad",1.25,70,2,7,2,FALSE,FALSE,FALSE
"R_31pAX34RwhqlCSD",7,6,6,7,100,"sam","diagnostic","NA","good",6.5,7,7,7,6,100,"robin","non-diagnostic","ND2","good",6.75,1,1,2,1,0,"francis","diagnostic","NA","bad",1.25,1,1,2,1,0,"alex","non-diagnostic","ND1","bad",1.25,31,1,7,2,FALSE,FALSE,FALSE
"R_1r6OCOkEDIxw1io",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,40,1,1,2,TRUE,FALSE,FALSE
"R_sd0GKQnhjJ6B1DP",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,2,2,4,3,14,"francis","non-diagnostic","ND2","bad",2.75,2,2,1,2,5,"alex","diagnostic","NA","bad",1.75,67,2,7,2,FALSE,FALSE,FALSE
"R_rfqUnHBFkgV9LsR",6,7,5,5,85,"sam","diagnostic","NA","good",5.75,6,7,5,5,90,"robin","non-diagnostic","ND1","good",5.75,2,1,3,3,15,"francis","diagnostic","NA","bad",2.25,2,1,3,3,15,"alex","non-diagnostic","ND2","bad",2.25,21,1,7,5,FALSE,FALSE,FALSE
"R_ULoilhAKkKl9lbX",7,6,6,5,93,"sam","diagnostic","NA","good",6,6,7,2,4,89,"robin","non-diagnostic","ND2","good",4.75,1,1,2,4,6,"francis","diagnostic","NA","bad",2,1,2,2,3,2,"alex","non-diagnostic","ND1","bad",2,48,1,7,5,FALSE,FALSE,FALSE
"R_12bF4U2EvAOg7gd",6,5,6,5,71,"sam","diagnostic","NA","good",5.5,7,6,6,7,80,"robin","non-diagnostic","ND1","good",6.5,1,2,4,1,17,"francis","diagnostic","NA","bad",2,1,2,2,1,31,"alex","non-diagnostic","ND2","bad",1.5,30,2,7,2,FALSE,FALSE,FALSE
