"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_28SPJraZMp2DVJg",3,3,4,3,35,"sam","non-diagnostic","ND2",3.25,2,3,1,2,25,"robin","diagnostic","NA",2,3,3,4,3,35,"francis","non-diagnostic","ND1",3.25,3,3,4,3,45,"alex","diagnostic","NA",3.25,30,1,1,5
"R_qPeYD5jUl0gTKBX",2,3,4,2,40,"sam","non-diagnostic","ND2",2.75,1,1,1,1,5,"robin","diagnostic","NA",1,3,4,4,4,55,"francis","non-diagnostic","ND1",3.75,1,1,2,1,15,"alex","diagnostic","NA",1.25,19,1,7,5
"R_2BsVdTI4SmwRXOY",2,3,3,2,20,"sam","non-diagnostic","ND2",2.5,3,3,3,3,10,"robin","diagnostic","NA",3,3,3,4,3,22,"francis","non-diagnostic","ND1",3.25,3,3,4,2,9,"alex","diagnostic","NA",3,19,1,5,2
"R_3lPJZnZBN649XeR",3,3,2,3,60,"sam","non-diagnostic","ND2",2.75,2,3,2,3,80,"robin","diagnostic","NA",2.5,3,3,4,3,60,"francis","non-diagnostic","ND1",3.25,2,3,4,4,70,"alex","diagnostic","NA",3.25,49,1,7,2
"R_3rDzzqYOW5xDm5H",1,1,4,1,0,"sam","non-diagnostic","ND2",1.75,1,1,2,2,6,"robin","diagnostic","NA",1.5,3,4,4,4,50,"francis","non-diagnostic","ND1",3.75,2,3,4,2,10,"alex","diagnostic","NA",2.75,21,1,7,2
"R_6u3E1A5sdKM5lAd",4,3,3,3,37,"sam","non-diagnostic","ND2",3.25,3,3,1,3,8,"robin","diagnostic","NA",2.5,3,3,4,3,21,"francis","non-diagnostic","ND1",3.25,3,2,3,2,19,"alex","diagnostic","NA",2.5,21,2,7,5
"R_1E1efsDxXALXFYu",1,1,3,3,80,"sam","non-diagnostic","ND2",2,1,1,1,1,100,"robin","diagnostic","NA",1,2,2,4,1,75,"francis","non-diagnostic","ND1",2.25,2,3,5,3,70,"alex","diagnostic","NA",3.25,35,2,7,2
"R_eVBaWr8wpGNr3d7",3,2,4,2,50,"sam","non-diagnostic","ND2",2.75,2,2,3,3,35,"robin","diagnostic","NA",2.5,1,1,2,2,20,"francis","non-diagnostic","ND1",1.5,1,1,3,3,20,"alex","diagnostic","NA",2,18,2,7,2
"R_28NXkWS7V0fIxRS",2,2,4,2,76,"sam","non-diagnostic","ND2",2.5,2,2,2,2,89,"robin","diagnostic","NA",2,4,4,4,3,33,"francis","non-diagnostic","ND1",3.75,2,2,3,2,17,"alex","diagnostic","NA",2.25,34,1,7,2
"R_3HtXCuIXwFS2G1O",1,1,1,2,14,"sam","non-diagnostic","ND2",1.25,1,1,1,3,14,"robin","diagnostic","NA",1.5,2,2,4,3,28,"francis","non-diagnostic","ND1",2.75,1,1,4,2,23,"alex","diagnostic","NA",2,21,1,7,2
"R_ZpIrH22AD4FlC6Z",1,2,3,2,20,"sam","non-diagnostic","ND2",2,1,2,2,2,20,"robin","diagnostic","NA",1.75,1,3,4,3,30,"francis","non-diagnostic","ND1",2.75,1,2,3,2,20,"alex","diagnostic","NA",2,23,2,7,5
"R_1HBxwP3lytnPo7D",2,4,4,2,32,"sam","non-diagnostic","ND2",3,1,1,1,2,0,"robin","diagnostic","NA",1.25,1,3,1,1,0,"francis","non-diagnostic","ND1",1.5,2,1,4,2,26,"alex","diagnostic","NA",2.25,18,2,7,5
"R_2R3xAskOTFNHtKh",3,2,3,2,10,"sam","non-diagnostic","ND2",2.5,1,2,1,1,6,"robin","diagnostic","NA",1.25,3,3,3,4,10,"francis","non-diagnostic","ND1",3.25,1,5,3,3,9,"alex","diagnostic","NA",3,29,2,7,5
"R_3G1jw1CSzTGMhJy",2,2,3,3,83,"sam","non-diagnostic","ND2",2.5,2,3,2,3,18,"robin","diagnostic","NA",2.5,3,3,6,3,23,"francis","non-diagnostic","ND1",3.75,1,1,3,2,22,"alex","diagnostic","NA",1.75,49,1,6,2
"R_3fdezWO1Pm4w7Fv",1,1,3,1,10,"sam","non-diagnostic","ND2",1.5,3,3,1,2,26,"robin","diagnostic","NA",2.25,5,5,4,5,60,"francis","non-diagnostic","ND1",4.75,2,2,3,2,20,"alex","diagnostic","NA",2.25,36,1,7,2
"R_1dcXuWhrNQ6D8Ac",1,1,1,1,0,"sam","non-diagnostic","ND2",1,1,1,1,1,0,"robin","diagnostic","NA",1,3,6,7,4,50,"francis","non-diagnostic","ND1",5,1,1,1,1,0,"alex","diagnostic","NA",1,20,1,7,2
"R_1gdPjYZ0M1nWNbj",2,2,3,3,17,"sam","non-diagnostic","ND2",2.5,4,4,3,4,40,"robin","diagnostic","NA",3.75,5,4,6,5,61,"francis","non-diagnostic","ND1",5,2,4,2,2,18,"alex","diagnostic","NA",2.5,21,2,7,2
"R_VU2YFmtatccWcvf",3,4,5,4,35,"sam","non-diagnostic","ND2",4,3,4,6,4,35,"robin","diagnostic","NA",4.25,3,2,5,3,30,"francis","non-diagnostic","ND1",3.25,2,1,5,4,25,"alex","diagnostic","NA",3,28,2,2,5
"R_6RVsuEccFI8NyKd",2,3,1,2,30,"sam","non-diagnostic","ND2",2,2,2,2,3,20,"robin","diagnostic","NA",2.25,3,3,1,3,30,"francis","non-diagnostic","ND1",2.5,2,2,3,2,20,"alex","diagnostic","NA",2.25,32,2,7,2
"R_2dSb9czFfwecKFM",3,2,5,2,40,"sam","non-diagnostic","ND2",3,4,4,4,4,50,"robin","diagnostic","NA",4,4,4,4,4,39,"francis","non-diagnostic","ND1",4,3,1,5,2,29,"alex","diagnostic","NA",2.75,37,2,2,5
"R_efygPXlazdfcdTX",2,2,2,2,13,"sam","non-diagnostic","ND2",2,2,2,2,2,13,"robin","diagnostic","NA",2,2,2,2,2,13,"francis","non-diagnostic","ND1",2,1,1,2,1,7,"alex","diagnostic","NA",1.25,18,1,7,5
"R_2ZIFPndzRLGli8r",4,3,4,3,29,"sam","non-diagnostic","ND2",3.5,3,3,3,3,18,"robin","diagnostic","NA",3,3,4,4,4,27,"francis","non-diagnostic","ND1",3.75,2,3,3,2,17,"alex","diagnostic","NA",2.5,18,2,6,5
"R_2ckkdFMuOdPiFAS",4,4,5,4,20,"sam","non-diagnostic","ND2",4.25,2,2,2,3,13,"robin","diagnostic","NA",2.25,2,2,3,3,15,"francis","non-diagnostic","ND1",2.5,2,1,3,1,5,"alex","diagnostic","NA",1.75,43,2,7,2
"R_3hnCJmUWLDKMmXn",1,2,3,1,15,"sam","non-diagnostic","ND2",1.75,2,1,2,2,3,"robin","diagnostic","NA",1.75,2,2,2,3,15,"francis","non-diagnostic","ND1",2.25,1,1,3,2,10,"alex","diagnostic","NA",1.75,19,2,2,5
"R_28TY5gAsBqFnlmT",3,3,3,4,35,"sam","non-diagnostic","ND2",3.25,3,3,3,3,33,"robin","diagnostic","NA",3,3,3,4,4,35,"francis","non-diagnostic","ND1",3.5,3,2,2,2,21,"alex","diagnostic","NA",2.25,20,2,7,5
"R_2AZHSKbfCqUzRcl",4,4,4,4,61,"sam","non-diagnostic","ND2",4,3,4,3,3,42,"robin","diagnostic","NA",3.25,4,4,4,4,50,"francis","non-diagnostic","ND1",4,3,4,3,3,42,"alex","diagnostic","NA",3.25,36,1,7,5
"R_3MQYSzVcB6DZUh4",1,1,1,1,5,"sam","non-diagnostic","ND2",1,2,2,2,2,10,"robin","diagnostic","NA",2,3,3,3,3,25,"francis","non-diagnostic","ND1",3,2,2,2,2,10,"alex","diagnostic","NA",2,22,2,7,5
"R_2ON0ayWQ7K3S6z0",2,3,4,3,25,"sam","non-diagnostic","ND2",3,3,3,4,2,30,"robin","diagnostic","NA",3,3,3,4,3,32,"francis","non-diagnostic","ND1",3.25,1,1,3,1,10,"alex","diagnostic","NA",1.5,18,2,7,2
"R_3PM3sECi3Cfv1cl",1,1,1,1,6,"sam","non-diagnostic","ND2",1,1,1,1,1,0,"robin","diagnostic","NA",1,2,2,3,3,9,"francis","non-diagnostic","ND1",2.5,1,3,3,2,9,"alex","diagnostic","NA",2.25,31,2,3,2
"R_2ZQP9YTKdRESExJ",2,2,4,2,27,"sam","non-diagnostic","ND2",2.5,2,2,2,3,26,"robin","diagnostic","NA",2.25,2,2,4,4,27,"francis","non-diagnostic","ND1",3,2,2,4,3,26,"alex","diagnostic","NA",2.75,23,1,7,2
"R_2ZOloDzo6DAfoqv",2,2,3,3,16,"sam","non-diagnostic","ND2",2.5,2,2,2,2,3,"robin","diagnostic","NA",2,2,2,3,2,12,"francis","non-diagnostic","ND1",2.25,1,1,3,2,7,"alex","diagnostic","NA",1.75,18,2,3,2
"R_2w6vlY8HxTGWOd0",2,3,4,2,34,"sam","non-diagnostic","ND2",2.75,4,3,3,3,50,"robin","diagnostic","NA",3.25,1,1,2,1,3,"francis","non-diagnostic","ND1",1.25,4,4,3,3,44,"alex","diagnostic","NA",3.5,49,2,3,5
"R_1eKtCyLzD7oDjNe",1,1,1,1,10,"sam","non-diagnostic","ND2",1,1,1,1,1,10,"robin","diagnostic","NA",1,1,1,1,1,10,"francis","non-diagnostic","ND1",1,1,1,1,1,10,"alex","diagnostic","NA",1,25,2,7,5
"R_1hYF2eOohCZe9BV",4,4,3,2,40,"sam","non-diagnostic","ND2",3.25,3,5,3,2,64,"robin","diagnostic","NA",3.25,4,6,4,5,54,"francis","non-diagnostic","ND1",4.75,3,4,5,5,49,"alex","diagnostic","NA",4.25,38,2,1,5
"R_3gQlQmAucbyC57r",3,4,4,2,50,"sam","non-diagnostic","ND2",3.25,1,2,2,2,14,"robin","diagnostic","NA",1.75,3,4,4,3,50,"francis","non-diagnostic","ND1",3.5,2,3,4,4,29,"alex","diagnostic","NA",3.25,34,2,7,5
"R_3exbGfQFNDZxr0D",2,2,3,2,22,"sam","non-diagnostic","ND2",2.25,2,2,2,3,15,"robin","diagnostic","NA",2.25,2,2,4,3,20,"francis","non-diagnostic","ND1",2.75,2,2,2,3,17,"alex","diagnostic","NA",2.25,19,1,5,2
"R_1MM5mEAswgabrQF",1,2,3,2,23,"sam","non-diagnostic","ND2",2,1,1,1,2,13,"robin","diagnostic","NA",1.25,3,3,4,3,35,"francis","non-diagnostic","ND1",3.25,3,2,3,3,23,"alex","diagnostic","NA",2.75,23,2,7,5
"R_2s6hIdweR9aWLpu",4,5,5,5,50,"sam","non-diagnostic","ND2",4.75,3,3,3,3,30,"robin","diagnostic","NA",3,5,5,5,5,50,"francis","non-diagnostic","ND1",5,4,4,4,4,40,"alex","diagnostic","NA",4,43,2,7,5
"R_3oXtNGt53MYoN31",1,1,4,2,0,"sam","non-diagnostic","ND2",2,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,4,4,4,"francis","non-diagnostic","ND1",2.5,2,1,3,1,4,"alex","diagnostic","NA",1.75,30,1,7,2
"R_NW775DJnfpqlzQR",2,4,4,4,30,"sam","non-diagnostic","ND2",3.5,4,4,3,4,48,"robin","diagnostic","NA",3.75,4,4,4,4,50,"francis","non-diagnostic","ND1",4,2,4,4,4,35,"alex","diagnostic","NA",3.5,59,1,7,2
"R_2qqvbUG8RmCExBh",3,3,3,2,25,"sam","non-diagnostic","ND2",2.75,3,3,1,3,17,"robin","diagnostic","NA",2.5,4,3,4,4,45,"francis","non-diagnostic","ND1",3.75,3,3,3,2,18,"alex","diagnostic","NA",2.75,21,2,2,5
"R_3IcaxfPnnK8ZyBW",4,3,4,3,40,"sam","non-diagnostic","ND2",3.5,4,3,4,3,40,"robin","diagnostic","NA",3.5,4,3,4,3,40,"francis","non-diagnostic","ND1",3.5,4,3,4,3,40,"alex","diagnostic","NA",3.5,45,2,7,2
"R_3fuCoYT48I2FFs4",1,1,4,1,0,"sam","non-diagnostic","ND2",1.75,1,1,1,1,0,"robin","diagnostic","NA",1,4,4,4,4,35,"francis","non-diagnostic","ND1",4,1,1,4,1,0,"alex","diagnostic","NA",1.75,26,2,7,5
"R_bdRlb5WJevjnp1T",4,1,3,2,10,"sam","non-diagnostic","ND2",2.5,2,2,1,1,0,"robin","diagnostic","NA",1.5,5,5,5,3,40,"francis","non-diagnostic","ND1",4.5,1,1,1,1,0,"alex","diagnostic","NA",1,35,2,7,5
"R_At8xWikpf5gHUGt",3,3,4,4,28,"sam","non-diagnostic","ND2",3.5,1,1,1,1,3,"robin","diagnostic","NA",1,3,2,4,4,20,"francis","non-diagnostic","ND1",3.25,1,1,3,2,8,"alex","diagnostic","NA",1.75,19,2,2,2
"R_2P5OJaZXXLQIkq4",2,2,4,1,22,"sam","non-diagnostic","ND2",2.25,1,2,2,2,12,"robin","diagnostic","NA",1.75,3,3,4,4,36,"francis","non-diagnostic","ND1",3.5,1,1,1,1,0,"alex","diagnostic","NA",1,22,1,2,2
"R_3PcnD6zfnmZ41R0",2,1,4,2,9,"sam","non-diagnostic","ND2",2.25,1,1,7,2,0,"robin","diagnostic","NA",2.75,1,1,4,1,0,"francis","non-diagnostic","ND1",1.75,1,2,4,3,18,"alex","diagnostic","NA",2.5,25,2,7,5
"R_6VBSDVvOfYMiKt3",1,1,4,2,0,"sam","non-diagnostic","ND2",2,1,1,1,1,0,"robin","diagnostic","NA",1,4,5,4,4,38,"francis","non-diagnostic","ND1",4.25,1,4,4,1,0,"alex","diagnostic","NA",2.5,20,1,2,2
"R_T1JxAtuvyRdwPqF",4,3,3,2,46,"sam","non-diagnostic","ND2",3,3,3,2,2,32,"robin","diagnostic","NA",2.5,2,3,2,3,11,"francis","non-diagnostic","ND1",2.5,2,2,2,2,17,"alex","diagnostic","NA",2,22,2,5,2
"R_2V4oxkuLSzb0Fg4",3,2,3,4,31,"sam","non-diagnostic","ND2",3,3,2,2,2,16,"robin","diagnostic","NA",2.25,5,6,2,3,9,"francis","non-diagnostic","ND1",4,1,2,2,2,20,"alex","diagnostic","NA",1.75,30,1,7,2
"R_2aD2oXSbNI30PgU",2,2,6,4,30,"sam","non-diagnostic","ND2",3.5,1,1,1,1,1,"robin","diagnostic","NA",1,1,1,4,2,19,"francis","non-diagnostic","ND1",2,2,1,2,1,9,"alex","diagnostic","NA",1.5,20,2,2,5
"R_1JEHCFVBeiW5tON",2,2,4,2,25,"sam","non-diagnostic","ND2",2.5,2,2,1,2,21,"robin","diagnostic","NA",1.75,3,2,4,3,30,"francis","non-diagnostic","ND1",3,1,1,3,1,21,"alex","diagnostic","NA",1.5,22,2,7,5
"R_1jVaSECVxi6H9Ex",2,2,2,2,20,"sam","non-diagnostic","ND2",2,2,2,1,2,10,"robin","diagnostic","NA",1.75,3,2,4,2,23,"francis","non-diagnostic","ND1",2.75,1,1,2,1,5,"alex","diagnostic","NA",1.25,25,2,7,2
"R_cBnjhsxyXIaPiIV",2,2,3,1,27,"sam","non-diagnostic","ND2",2,2,2,2,2,21,"robin","diagnostic","NA",2,2,3,4,3,37,"francis","non-diagnostic","ND1",3,1,2,3,1,23,"alex","diagnostic","NA",1.75,19,1,4,2
"R_3PZUuJ22Dl19knD",3,4,5,3,29,"sam","non-diagnostic","ND2",3.75,3,4,1,3,22,"robin","diagnostic","NA",2.75,2,2,4,3,11,"francis","non-diagnostic","ND1",2.75,3,2,5,1,20,"alex","diagnostic","NA",2.75,19,3,5,5
"R_2Bn6xg73gBoVahI",3,2,4,2,25,"sam","non-diagnostic","ND2",2.75,2,2,2,2,15,"robin","diagnostic","NA",2,3,2,4,3,30,"francis","non-diagnostic","ND1",3,3,1,4,3,25,"alex","diagnostic","NA",2.75,18,2,7,2
"R_3fjwmFjM53ntBbO",2,3,2,2,15,"sam","non-diagnostic","ND2",2.25,4,4,3,4,30,"robin","diagnostic","NA",3.75,4,4,4,4,40,"francis","non-diagnostic","ND1",4,1,1,3,2,10,"alex","diagnostic","NA",1.75,26,2,7,5
"R_2aG2IW5sT4gVmWS",1,1,1,1,0,"sam","non-diagnostic","ND2",1,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,1,1,0,"francis","non-diagnostic","ND1",1,1,1,4,1,3,"alex","diagnostic","NA",1.75,20,1,7,2
"R_1PbmLANIoyHeyv8",2,2,4,3,25,"sam","non-diagnostic","ND2",2.75,2,1,1,1,5,"robin","diagnostic","NA",1.25,2,1,2,2,10,"francis","non-diagnostic","ND1",1.75,1,1,1,1,0,"alex","diagnostic","NA",1,20,2,7,2
"R_ZJjQWdPRdx8N2jT",2,2,4,3,23,"sam","non-diagnostic","ND2",2.75,1,1,3,2,18,"robin","diagnostic","NA",1.75,3,3,4,4,29,"francis","non-diagnostic","ND1",3.5,2,2,4,2,23,"alex","diagnostic","NA",2.5,37,1,7,2
"R_2YeMaSpy2poiXMd",2,3,3,3,33,"sam","non-diagnostic","ND2",2.75,2,2,1,2,10,"robin","diagnostic","NA",1.75,4,3,5,3,30,"francis","non-diagnostic","ND1",3.75,2,2,4,2,15,"alex","diagnostic","NA",2.5,20,2,7,2
"R_2PhB8jh46hTqh0o",2,2,3,3,20,"sam","non-diagnostic","ND2",2.5,3,3,2,3,25,"robin","diagnostic","NA",2.75,3,3,5,4,35,"francis","non-diagnostic","ND1",3.75,2,2,4,1,15,"alex","diagnostic","NA",2.25,20,1,7,2
"R_1fdUZfA9WnSZUCb",2,2,2,2,30,"sam","non-diagnostic","ND2",2,4,3,2,3,30,"robin","diagnostic","NA",3,2,2,3,2,25,"francis","non-diagnostic","ND1",2.25,1,1,1,1,13,"alex","diagnostic","NA",1,18,3,7,2
"R_0e6dRVApJKUscj7",1,1,4,1,0,"sam","non-diagnostic","ND2",1.75,1,1,1,4,0,"robin","diagnostic","NA",1.75,1,1,4,4,0,"francis","non-diagnostic","ND1",2.5,1,1,4,2,0,"alex","diagnostic","NA",2,22,1,7,2
"R_3RwRayOrAvLGNO2",3,3,4,2,26,"sam","non-diagnostic","ND2",3,2,3,2,2,15,"robin","diagnostic","NA",2.25,4,4,4,4,50,"francis","non-diagnostic","ND1",4,1,1,3,2,10,"alex","diagnostic","NA",1.75,19,2,7,5
"R_2zx3SlyDUsKqq79",3,3,5,3,37,"sam","non-diagnostic","ND2",3.5,2,2,2,3,20,"robin","diagnostic","NA",2.25,3,3,5,3,30,"francis","non-diagnostic","ND1",3.5,2,2,5,2,21,"alex","diagnostic","NA",2.75,20,2,7,2
"R_2CZis0dSoNyiB7q",3,3,7,3,25,"sam","non-diagnostic","ND2",4,3,3,1,3,20,"robin","diagnostic","NA",2.5,4,4,5,4,41,"francis","non-diagnostic","ND1",4.25,2,2,4,1,19,"alex","diagnostic","NA",2.25,19,1,7,2
"R_1mWRXn6QWYYWzog",2,2,2,2,10,"sam","non-diagnostic","ND2",2,2,2,1,1,4,"robin","diagnostic","NA",1.5,2,2,3,3,11,"francis","non-diagnostic","ND1",2.5,2,1,1,1,2,"alex","diagnostic","NA",1.25,19,1,7,2
"R_2TuYej4zlDb2dkH",3,4,4,4,55,"sam","non-diagnostic","ND2",3.75,4,2,1,3,25,"robin","diagnostic","NA",2.5,5,3,5,5,56,"francis","non-diagnostic","ND1",4.5,3,3,3,2,59,"alex","diagnostic","NA",2.75,23,2,5,2
"R_1TFYaiVbht5v1ZL",2,2,5,2,9,"sam","non-diagnostic","ND2",2.75,1,2,1,2,10,"robin","diagnostic","NA",1.5,4,6,6,4,66,"francis","non-diagnostic","ND1",5,1,2,3,1,9,"alex","diagnostic","NA",1.75,22,2,7,5
"R_27xswKWutq0mDsI",1,2,4,2,10,"sam","non-diagnostic","ND2",2.25,2,2,1,2,10,"robin","diagnostic","NA",1.75,2,2,2,2,10,"francis","non-diagnostic","ND1",2,1,2,4,1,10,"alex","diagnostic","NA",2,32,2,7,5
"R_zSxIhvQ31EJxeMh",2,2,2,2,80,"sam","non-diagnostic","ND2",2,3,3,4,2,70,"robin","diagnostic","NA",3,3,2,3,3,80,"francis","non-diagnostic","ND1",2.75,1,1,3,2,90,"alex","diagnostic","NA",1.75,21,2,7,2
"R_22VudU3YesHl1Xv",2,2,4,2,7,"sam","non-diagnostic","ND2",2.5,1,1,1,1,0,"robin","diagnostic","NA",1,3,3,5,1,46,"francis","non-diagnostic","ND1",3,1,1,2,1,5,"alex","diagnostic","NA",1.25,34,2,7,2
"R_2pLxWqaIuOf01t1",1,2,3,2,15,"sam","non-diagnostic","ND2",2,1,3,1,2,7,"robin","diagnostic","NA",1.75,3,3,5,2,21,"francis","non-diagnostic","ND1",3.25,3,3,3,1,18,"alex","diagnostic","NA",2.5,18,2,7,2
"R_25KpaFvVBLaat5U",3,3,3,3,29,"sam","non-diagnostic","ND2",3,4,4,4,4,50,"robin","diagnostic","NA",4,6,6,4,4,51,"francis","non-diagnostic","ND1",5,3,4,3,3,29,"alex","diagnostic","NA",3.25,61,2,3,5
"R_uh64AthIoetJqKZ",2,2,5,2,10,"sam","non-diagnostic","ND2",2.75,6,2,2,2,11,"robin","diagnostic","NA",3,1,2,3,3,31,"francis","non-diagnostic","ND1",2.25,2,2,5,3,18,"alex","diagnostic","NA",3,19,1,3,2
"R_1laRTyZZ9Y9V48X",3,4,4,4,50,"sam","non-diagnostic","ND2",3.75,3,3,4,4,38,"robin","diagnostic","NA",3.5,3,3,4,3,37,"francis","non-diagnostic","ND1",3.25,3,3,3,3,35,"alex","diagnostic","NA",3,19,1,2,2
"R_DTQAMfCBGIqPgI1",3,3,5,3,33,"sam","non-diagnostic","ND2",3.5,3,3,2,2,27,"robin","diagnostic","NA",2.5,3,3,5,4,34,"francis","non-diagnostic","ND1",3.75,3,3,5,3,31,"alex","diagnostic","NA",3.5,20,2,7,2
"R_27kSbUHBDLyS9Te",1,1,3,2,10,"sam","non-diagnostic","ND2",1.75,1,1,1,1,1,"robin","diagnostic","NA",1,1,1,1,1,5,"francis","non-diagnostic","ND1",1,1,2,3,2,10,"alex","diagnostic","NA",2,21,2,7,5
"R_2YgGKNnEbzMOEU1",3,3,4,3,31,"sam","non-diagnostic","ND2",3.25,3,2,2,2,17,"robin","diagnostic","NA",2.25,4,4,4,3,49,"francis","non-diagnostic","ND1",3.75,3,3,4,2,36,"alex","diagnostic","NA",3,49,2,5,5
"R_1GTCO05xj2ZEaMc",1,1,4,2,0,"sam","non-diagnostic","ND2",2,1,1,1,1,0,"robin","diagnostic","NA",1,2,1,4,4,9,"francis","non-diagnostic","ND1",2.75,1,1,2,1,0,"alex","diagnostic","NA",1.25,51,2,7,2
"R_1lt27ZiXb6qtwaM",1,1,3,1,0,"sam","non-diagnostic","ND2",1.5,1,1,1,1,0,"robin","diagnostic","NA",1,4,3,2,5,20,"francis","non-diagnostic","ND1",3.5,1,1,3,1,0,"alex","diagnostic","NA",1.5,51,2,7,5
"R_veotGasjKWEOm9X",4,2,5,2,26,"sam","non-diagnostic","ND2",3.25,2,1,1,1,17,"robin","diagnostic","NA",1.25,3,3,3,3,28,"francis","non-diagnostic","ND1",3,3,2,2,3,25,"alex","diagnostic","NA",2.5,33,2,7,5
"R_2uyxBlClL3nPsJk",1,2,1,2,9,"sam","non-diagnostic","ND2",1.5,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,4,3,13,"francis","non-diagnostic","ND1",2.25,1,1,2,1,0,"alex","diagnostic","NA",1.25,20,1,7,2
"R_2XdHgtRV52KKiGO",2,2,4,2,6,"sam","non-diagnostic","ND2",2.5,3,3,3,3,25,"robin","diagnostic","NA",3,4,4,4,4,50,"francis","non-diagnostic","ND1",4,2,2,4,3,5,"alex","diagnostic","NA",2.75,24,1,7,5
"R_07KeP09Cj0bZGdr",4,3,3,3,40,"sam","non-diagnostic","ND2",3.25,4,3,1,3,30,"robin","diagnostic","NA",2.75,4,3,3,3,40,"francis","non-diagnostic","ND1",3.25,4,4,2,3,40,"alex","diagnostic","NA",3.25,20,2,7,2
"R_2t2IHRHuTDsJ7HH",3,3,3,3,27,"sam","non-diagnostic","ND2",3,2,3,2,3,20,"robin","diagnostic","NA",2.5,4,4,5,5,53,"francis","non-diagnostic","ND1",4.5,2,3,2,3,20,"alex","diagnostic","NA",2.5,37,2,7,2
"R_1qaLcYTXe66Pczd",1,1,1,1,0,"sam","non-diagnostic","ND2",1,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,1,1,0,"francis","non-diagnostic","ND1",1,1,1,1,1,0,"alex","diagnostic","NA",1,25,1,7,5
"R_2QGqvdxgAv6Jkh8",1,2,3,2,20,"sam","non-diagnostic","ND2",2,2,2,1,2,15,"robin","diagnostic","NA",1.75,3,3,5,3,35,"francis","non-diagnostic","ND1",3.5,2,2,3,3,25,"alex","diagnostic","NA",2.5,21,1,7,5
"R_22ES2gn9iOIxIdm",2,2,4,3,25,"sam","non-diagnostic","ND2",2.75,2,2,4,4,25,"robin","diagnostic","NA",3,3,3,4,4,34,"francis","non-diagnostic","ND1",3.5,2,2,4,3,25,"alex","diagnostic","NA",2.75,48,2,7,5
"R_2zIpKWZZV5alxyW",3,3,4,3,44,"sam","non-diagnostic","ND2",3.25,4,3,3,3,48,"robin","diagnostic","NA",3.25,3,3,4,4,49,"francis","non-diagnostic","ND1",3.5,3,3,4,3,45,"alex","diagnostic","NA",3.25,20,1,7,5
"R_bDu5nEds4JJwrQZ",1,1,5,1,0,"sam","diagnostic","NA",2,3,3,2,3,0,"robin","non-diagnostic","ND1",2.75,2,3,1,2,36,"francis","diagnostic","NA",2,4,3,2,4,28,"alex","non-diagnostic","ND2",3.25,25,1,7,2
"R_1JUC97i2UNZV5GY",1,1,2,1,10,"sam","diagnostic","NA",1.25,1,1,1,1,3,"robin","non-diagnostic","ND1",1,1,1,3,2,13,"francis","diagnostic","NA",1.75,1,1,2,2,11,"alex","non-diagnostic","ND2",1.5,19,3,7,5
"R_2rOTs15tqRQwV9K",1,1,1,2,9,"sam","diagnostic","NA",1.25,1,1,1,1,1,"robin","non-diagnostic","ND1",1,1,1,2,2,5,"francis","non-diagnostic","ND2",1.5,1,1,3,2,5,"alex","diagnostic","NA",1.75,19,1,7,2
"R_2uwlynXLtiMStnr",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,1,1,0,"francis","non-diagnostic","ND2",1,1,1,1,1,0,"alex","diagnostic","NA",1,20,1,7,2
"R_erKQyfWZ9q2Z56N",5,4,5,4,50,"sam","diagnostic","NA",4.5,5,3,5,5,33,"robin","non-diagnostic","ND1",4.5,3,3,2,2,23,"francis","non-diagnostic","ND2",2.5,4,4,3,2,44,"alex","diagnostic","NA",3.25,28,2,5,5
"R_1LdRcSn8ECVvIFo",7,4,7,1,24,"sam","diagnostic","NA",4.75,7,4,7,4,25,"robin","diagnostic","NA",5.5,1,1,1,1,36,"francis","non-diagnostic","ND2",1,6,4,4,3,15,"alex","non-diagnostic","ND1",4.25,18,2,6,2
"R_2xWNcMUACVyQDvc",3,3,5,4,36,"sam","diagnostic","NA",3.75,3,3,3,3,35,"robin","non-diagnostic","ND1",3,3,2,4,3,30,"francis","diagnostic","NA",3,2,1,5,3,37,"alex","non-diagnostic","ND2",2.75,19,1,7,2
"R_ujF7pt9dJhzEVgt",4,3,5,3,50,"sam","diagnostic","NA",3.75,4,2,1,4,46,"robin","non-diagnostic","ND1",2.75,4,5,4,3,63,"francis","diagnostic","NA",4,5,3,1,3,29,"alex","non-diagnostic","ND2",3,29,1,1,2
