"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_3oyGGNsb9RxV7JQ",7,6,7,7,58,"sam","non-diagnostic","ND1",6.75,7,6,6,7,60,"robin","diagnostic","NA",6.5,7,7,7,7,41,"francis","diagnostic","NA",7,7,6,7,7,70,"alex","non-diagnostic","ND2",6.75,41,1,"MTurk",1,2
"R_1KlrtSSiUhGxLaf",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,98,"alex","diagnostic","NA",7,23,1,"MTurk",5,2
"R_1K6xOa3XrZ6SQ8j",4,6,4,6,60,"sam","non-diagnostic","ND1",5,5,3,6,5,70,"robin","non-diagnostic","ND2",4.75,4,6,5,6,65,"francis","diagnostic","NA",5.25,4,5,4,3,60,"alex","diagnostic","NA",4,41,1,"MTurk",7,2
"R_cBntcPBBF11KKHv",7,5,6,7,62,"sam","non-diagnostic","ND1",6.25,5,6,6,5,67,"robin","non-diagnostic","ND2",5.5,7,5,6,7,58,"francis","diagnostic","NA",6.25,7,4,6,6,82,"alex","diagnostic","NA",5.75,38,2,"MTurk",7,2
"R_3M6xsSNZ1czS4Om",7,7,7,7,81,"sam","non-diagnostic","ND1",7,7,7,7,7,81,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,81,"alex","non-diagnostic","ND2",7,31,2,"MTurk",6,2
"R_9mMp21eVmc80S6R",6,5,6,5,76,"sam","non-diagnostic","ND1",5.5,5,6,5,6,69,"robin","diagnostic","NA",5.5,5,5,6,6,74,"francis","diagnostic","NA",5.5,6,5,5,5,71,"alex","non-diagnostic","ND2",5.25,43,1,"MTurk",7,2
"R_OfEIqLWybnhMuvn",3,4,5,5,74,"sam","non-diagnostic","ND1",4.25,3,4,6,4,76,"robin","diagnostic","NA",4.25,6,5,4,3,72,"francis","diagnostic","NA",4.5,6,5,4,3,70,"alex","non-diagnostic","ND2",4.5,35,1,"MTurk",7,2
"R_2dK2vlQsZKV1Ljn",7,7,7,7,100,"sam","non-diagnostic","ND1",7,6,6,3,5,85,"robin","non-diagnostic","ND2",5,7,6,5,6,69,"francis","diagnostic","NA",6,5,5,4,4,56,"alex","diagnostic","NA",4.5,45,2,"MTurk",7,2
"R_2f3gCB2jhEztKL1",7,6,6,7,75,"sam","non-diagnostic","ND1",6.5,7,7,7,6,82,"robin","non-diagnostic","ND2",6.75,7,7,7,5,70,"francis","diagnostic","NA",6.5,6,6,5,6,71,"alex","diagnostic","NA",5.75,50,2,"MTurk",7,2
"R_2xx8JLlEnCm33Xh",6,6,5,6,34,"sam","non-diagnostic","ND1",5.75,7,7,6,7,72,"robin","non-diagnostic","ND2",6.75,5,6,5,5,70,"francis","diagnostic","NA",5.25,7,7,7,5,32,"alex","diagnostic","NA",6.5,40,1,"MTurk",7,5
"R_2UgRCPjM4yVKZsI",6,6,6,6,85,"sam","non-diagnostic","ND1",6,6,6,6,6,85,"robin","non-diagnostic","ND2",6,6,6,6,6,85,"francis","diagnostic","NA",6,6,6,6,6,85,"alex","diagnostic","NA",6,36,2,"MTurk",7,2
"R_ODvn2yKLqKVDI53",6,6,6,6,85,"sam","non-diagnostic","ND1",6,6,6,6,6,80,"robin","diagnostic","NA",6,6,6,6,6,80,"francis","diagnostic","NA",6,6,6,6,6,83,"alex","non-diagnostic","ND2",6,55,1,"MTurk",7,5
"R_D0Onnw998JQtqwx",7,7,7,7,100,"sam","non-diagnostic","ND1",7,5,7,7,7,97,"robin","diagnostic","NA",6.5,7,6,7,7,96,"francis","diagnostic","NA",6.75,7,6,7,7,98,"alex","non-diagnostic","ND2",6.75,41,1,"MTurk",7,5
"R_1NwCO18Ygf57fGn",5,5,6,6,72,"sam","non-diagnostic","ND1",5.5,4,6,6,6,69,"robin","diagnostic","NA",5.5,5,6,6,5,74,"francis","diagnostic","NA",5.5,4,5,5,6,73,"alex","non-diagnostic","ND2",5,32,1,"MTurk",7,2
"R_302JXAEvD2qiCLg",6,6,6,6,80,"sam","non-diagnostic","ND1",6,6,6,6,6,82,"robin","diagnostic","NA",6,5,5,6,4,61,"francis","diagnostic","NA",5,6,6,6,6,71,"alex","non-diagnostic","ND2",6,51,1,"MTurk",7,2
"R_2uO1SRfCDsG6Bh3",3,6,7,3,70,"sam","non-diagnostic","ND1",4.75,6,5,2,1,71,"robin","diagnostic","NA",3.5,3,6,4,2,63,"francis","diagnostic","NA",3.75,4,2,3,2,68,"alex","non-diagnostic","ND2",2.75,25,1,"MTurk",7,2
"R_uyN8xrfmXpobbvb",6,6,6,6,70,"sam","non-diagnostic","ND1",6,6,6,6,6,69,"robin","non-diagnostic","ND2",6,5,5,5,5,60,"francis","diagnostic","NA",5,6,6,6,6,73,"alex","diagnostic","NA",6,22,2,"MTurk",7,2
"R_3EGWzKRFmlneI1L",6,6,6,6,91,"sam","non-diagnostic","ND1",6,6,6,6,6,91,"robin","non-diagnostic","ND2",6,6,6,6,6,91,"francis","diagnostic","NA",6,6,6,6,6,91,"alex","diagnostic","NA",6,48,1,"MTurk",7,5
"R_qU5e4ysWzDaaPDj",7,6,6,7,94,"sam","non-diagnostic","ND1",6.5,6,6,7,7,91,"robin","non-diagnostic","ND2",6.5,6,6,6,6,86,"francis","diagnostic","NA",6,7,6,5,7,89,"alex","diagnostic","NA",6.25,21,2,"MTurk",7,2
"R_0p9qCMaN3nVoRXP",6,7,7,7,90,"sam","non-diagnostic","ND1",6.75,6,7,7,7,92,"robin","diagnostic","NA",6.75,6,7,6,5,83,"francis","diagnostic","NA",6,6,7,6,7,90,"alex","non-diagnostic","ND2",6.5,26,3,"MTurk",7,2
"R_3nirJI8YxCrrkc6",5,5,5,5,75,"sam","non-diagnostic","ND1",5,5,5,6,7,68,"robin","non-diagnostic","ND2",5.75,6,6,6,6,84,"francis","diagnostic","NA",6,5,5,6,6,77,"alex","diagnostic","NA",5.5,60,2,"MTurk",7,2
"R_1gjqmoHptZsq4GN",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,33,2,"MTurk",7,5
"R_vdlSw7s0qm9Sj2p",3,4,5,4,50,"sam","non-diagnostic","ND1",4,5,4,3,4,50,"robin","diagnostic","NA",4,4,5,4,5,50,"francis","diagnostic","NA",4.5,5,4,5,4,50,"alex","non-diagnostic","ND2",4.5,37,2,"MTurk",7,2
"R_1jdEl18VgvsHS1l",6,7,6,6,90,"sam","non-diagnostic","ND1",6.25,7,7,6,7,95,"robin","diagnostic","NA",6.75,6,6,6,5,90,"francis","diagnostic","NA",5.75,6,6,6,6,90,"alex","non-diagnostic","ND2",6,37,1,"MTurk",7,2
"R_abiefAU2zrSU3Tz",4,4,4,4,50,"sam","non-diagnostic","ND1",4,6,6,6,6,84,"robin","diagnostic","NA",6,7,7,7,7,84,"francis","diagnostic","NA",7,7,7,7,7,84,"alex","non-diagnostic","ND2",7,24,2,"MTurk",7,2
"R_2AQYd23Avfbt2oL",6,5,6,5,61,"sam","non-diagnostic","ND1",5.5,6,5,6,5,58,"robin","non-diagnostic","ND2",5.5,6,5,6,5,71,"francis","diagnostic","NA",5.5,6,5,6,5,59,"alex","diagnostic","NA",5.5,53,1,"MTurk",7,2
"R_3PBnC3LJVWXGfmm",7,7,6,7,78,"sam","non-diagnostic","ND1",6.75,6,6,6,6,72,"robin","diagnostic","NA",6,6,7,7,7,85,"francis","diagnostic","NA",6.75,6,6,7,6,79,"alex","non-diagnostic","ND2",6.25,27,2,"MTurk",7,2
"R_2y7qgeXFZqcmjAz",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","diagnostic","NA",7,74,1,"MTurk",7,5
"R_1LFqUyhBG1IXtCd",5,7,6,4,71,"sam","non-diagnostic","ND1",5.5,5,2,7,3,31,"robin","diagnostic","NA",4.25,6,3,4,6,68,"francis","diagnostic","NA",4.75,7,3,5,4,79,"alex","non-diagnostic","ND2",4.75,25,1,"MTurk",7,2
"R_2aeGbgkf6IyLV2e",6,5,6,6,90,"sam","non-diagnostic","ND1",5.75,6,6,6,6,90,"robin","non-diagnostic","ND2",6,7,7,7,7,95,"francis","diagnostic","NA",7,7,7,7,7,95,"alex","diagnostic","NA",7,31,1,"MTurk",7,2
"R_10TPRI7jvKinPWF",5,5,5,5,79,"sam","non-diagnostic","ND2",5,5,5,5,5,79,"robin","diagnostic","NA",5,5,5,5,5,79,"francis","non-diagnostic","ND1",5,5,5,5,5,79,"alex","diagnostic","NA",5,28,1,"MTurk",7,2
"R_1eWwLib1gmMCLQd",6,6,5,6,67,"sam","non-diagnostic","ND2",5.75,6,7,5,7,76,"robin","diagnostic","NA",6.25,6,6,5,5,69,"francis","non-diagnostic","ND1",5.5,5,6,5,5,79,"alex","diagnostic","NA",5.25,33,1,"MTurk",7,2
"R_27g0xDI6QpDxG6G",5,6,6,6,67,"sam","non-diagnostic","ND2",5.75,7,7,6,7,79,"robin","diagnostic","NA",6.75,7,6,6,6,64,"francis","non-diagnostic","ND1",6.25,6,6,6,6,82,"alex","diagnostic","NA",6,30,1,"MTurk",7,2
"R_Uxvu5b8YkWJFeNz",6,5,4,3,64,"sam","non-diagnostic","ND2",4.5,6,5,4,3,56,"robin","diagnostic","NA",4.5,6,5,4,3,66,"francis","non-diagnostic","ND1",4.5,6,5,4,3,61,"alex","diagnostic","NA",4.5,24,1,"MTurk",7,3
"R_3O7Jeu27mtHmIUn",5,6,5,6,73,"sam","non-diagnostic","ND2",5.5,5,6,5,6,73,"robin","diagnostic","NA",5.5,6,5,6,5,78,"francis","non-diagnostic","ND1",5.5,5,6,5,6,73,"alex","diagnostic","NA",5.5,52,1,"MTurk",7,5
"R_BzctZvY1hpAsDbX",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,99,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,2,3,4,4,39,"alex","diagnostic","NA",3.25,50,1,"MTurk",6,2
"R_d6kCnrxXp9ryP61",6,6,5,7,64,"sam","non-diagnostic","ND2",6,5,6,7,5,62,"robin","diagnostic","NA",5.75,4,7,5,6,68,"francis","non-diagnostic","ND1",5.5,4,6,5,7,64,"alex","diagnostic","NA",5.5,31,1,"MTurk",7,3
"R_2CDoQbpiDehT37l",7,7,7,7,91,"sam","non-diagnostic","ND2",7,7,6,7,7,90,"robin","diagnostic","NA",6.75,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,57,2,"MTurk",7,2
"R_uk4i6DGVvheohwZ",6,7,6,7,71,"sam","non-diagnostic","ND2",6.5,6,7,6,7,87,"robin","diagnostic","NA",6.5,6,5,6,7,85,"francis","non-diagnostic","ND1",6,6,7,6,7,87,"alex","diagnostic","NA",6.5,44,2,"MTurk",7,2
"R_OwKrS1qTzfuELrX",5,5,5,6,70,"sam","non-diagnostic","ND2",5.25,5,6,5,5,78,"robin","diagnostic","NA",5.25,6,6,6,6,92,"francis","non-diagnostic","ND1",6,6,6,7,7,94,"alex","diagnostic","NA",6.5,26,2,"MTurk",7,2
"R_2WCK7FqcG5OhhBu",6,5,6,6,80,"sam","non-diagnostic","ND2",5.75,7,6,6,5,70,"robin","diagnostic","NA",6,6,5,6,5,72,"francis","non-diagnostic","ND1",5.5,6,5,6,6,80,"alex","diagnostic","NA",5.75,49,2,"MTurk",1,5
"R_a4TBRzeitPG8dJD",7,6,5,6,99,"sam","non-diagnostic","ND2",6,7,6,7,6,100,"robin","diagnostic","NA",6.5,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,57,1,"MTurk",7,5
"R_29sN2q96rVkMNw5",5,6,5,6,74,"sam","non-diagnostic","ND2",5.5,5,6,5,6,73,"robin","diagnostic","NA",5.5,4,5,6,6,73,"francis","non-diagnostic","ND1",5.25,5,6,6,6,79,"alex","diagnostic","NA",5.75,50,2,"MTurk",7,3
"R_3HOjdx53t7G3UX4",6,5,5,6,82,"sam","non-diagnostic","ND2",5.5,6,7,7,6,93,"robin","diagnostic","NA",6.5,5,6,6,6,75,"francis","non-diagnostic","ND1",5.75,6,6,6,6,81,"alex","diagnostic","NA",6,30,1,"MTurk",7,2
"R_pzRyv17jlo1Ea7n",6,6,5,6,86,"sam","non-diagnostic","ND2",5.75,6,6,5,6,80,"robin","diagnostic","NA",5.75,6,6,5,6,86,"francis","non-diagnostic","ND1",5.75,6,6,5,6,88,"alex","diagnostic","NA",5.75,21,2,"MTurk",7,3
"R_2Cerk6DgqpyzC5e",5,4,5,3,68,"sam","non-diagnostic","ND2",4.25,5,4,5,3,73,"robin","diagnostic","NA",4.25,5,4,5,4,87,"francis","non-diagnostic","ND1",4.5,4,6,4,6,71,"alex","diagnostic","NA",5,36,2,"MTurk",7,2
"R_AFJlUJLnXMGnHDX",5,4,5,4,66,"sam","non-diagnostic","ND2",4.5,4,5,5,4,60,"robin","diagnostic","NA",4.5,4,3,4,4,68,"francis","non-diagnostic","ND1",3.75,4,3,4,5,61,"alex","diagnostic","NA",4,44,1,"MTurk",7,2
"R_3gL5tm2pkAKwHtl",5,7,6,7,71,"sam","non-diagnostic","ND2",6.25,6,7,5,7,71,"robin","diagnostic","NA",6.25,6,5,7,6,71,"francis","non-diagnostic","ND1",6,5,7,6,5,69,"alex","diagnostic","NA",5.75,38,2,"MTurk",7,3
"R_3Pb3mxxiCh6pErW",5,5,4,4,47,"sam","non-diagnostic","ND2",4.5,5,4,4,4,40,"robin","diagnostic","NA",4.25,5,4,4,4,50,"francis","non-diagnostic","ND1",4.25,5,5,4,4,50,"alex","diagnostic","NA",4.5,33,2,"MTurk",7,2
"R_2fBSIwq4sadeqT7",7,6,5,6,68,"sam","non-diagnostic","ND2",6,7,6,6,6,89,"robin","diagnostic","NA",6.25,6,6,7,6,66,"francis","non-diagnostic","ND1",6.25,7,5,7,6,69,"alex","diagnostic","NA",6.25,30,1,"MTurk",7,2
"R_Um9l9wJC1538jDP",6,5,6,5,71,"sam","non-diagnostic","ND2",5.5,7,6,5,5,80,"robin","diagnostic","NA",5.75,7,5,5,6,66,"francis","non-diagnostic","ND1",5.75,6,6,5,5,71,"alex","diagnostic","NA",5.5,55,2,"MTurk",7,2
"R_3dFHvcUSYZqXmvV",6,7,6,6,94,"sam","non-diagnostic","ND2",6.25,7,7,6,7,93,"robin","diagnostic","NA",6.75,7,7,7,6,92,"francis","non-diagnostic","ND1",6.75,7,7,6,6,90,"alex","diagnostic","NA",6.5,39,1,"MTurk",7,2
"R_1lhGQgBCLfXdQBk",6,6,7,6,77,"sam","non-diagnostic","ND2",6.25,6,6,5,5,69,"robin","diagnostic","NA",5.5,7,6,6,5,81,"francis","non-diagnostic","ND1",6,6,7,5,6,70,"alex","diagnostic","NA",6,40,2,"MTurk",7,5
"R_1mOa0wq3fnlPnyg",7,7,6,6,87,"sam","non-diagnostic","ND2",6.5,7,7,7,7,97,"robin","diagnostic","NA",7,6,6,7,6,90,"francis","non-diagnostic","ND1",6.25,7,7,7,7,94,"alex","diagnostic","NA",7,34,1,"MTurk",7,2
"R_26rR8UMtGLss9GN",6,6,5,6,73,"sam","non-diagnostic","ND2",5.75,6,6,6,6,77,"robin","diagnostic","NA",6,7,6,6,7,72,"francis","non-diagnostic","ND1",6.5,6,5,7,6,86,"alex","diagnostic","NA",6,41,1,"MTurk",7,1
"R_1NsOkMvht2hvqf5",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,5,6,6,4,75,"francis","non-diagnostic","ND1",5.25,7,7,7,7,100,"alex","diagnostic","NA",7,33,1,"MTurk",7,2
"R_2f5nGV4R7E2sU0x",4,4,4,4,50,"sam","non-diagnostic","ND2",4,5,5,5,5,83,"robin","diagnostic","NA",5,4,4,4,4,50,"francis","non-diagnostic","ND1",4,4,4,4,4,50,"alex","diagnostic","NA",4,38,1,"MTurk",7,5
"R_UhI3beffb4NsN3j",6,6,7,7,100,"sam","non-diagnostic","ND2",6.5,5,7,6,7,76,"robin","diagnostic","NA",6.25,5,6,7,6,96,"francis","non-diagnostic","ND1",6,5,5,7,6,87,"alex","diagnostic","NA",5.75,44,2,"MTurk",1,5
"R_3pHlCFRutJhSKIx",6,7,6,7,73,"sam","non-diagnostic","ND2",6.5,6,7,6,7,68,"robin","diagnostic","NA",6.5,6,7,6,7,77,"francis","non-diagnostic","ND1",6.5,6,7,6,7,72,"alex","diagnostic","NA",6.5,31,2,"MTurk",7,2
"R_2xxu5VWdJxPuxmo",6,7,7,6,84,"sam","non-diagnostic","ND2",6.5,5,7,7,7,77,"robin","diagnostic","NA",6.5,5,7,7,7,78,"francis","non-diagnostic","ND1",6.5,5,7,7,7,77,"alex","diagnostic","NA",6.5,29,1,"MTurk",7,4
"R_3PhIdhGaJ3y9peL",6,7,7,7,91,"sam","non-diagnostic","ND2",6.75,6,7,6,6,85,"robin","diagnostic","NA",6.25,6,5,7,5,71,"francis","non-diagnostic","ND1",5.75,6,7,7,6,89,"alex","diagnostic","NA",6.5,27,1,"MTurk",7,2
"R_2EFbd81goVcsHLr",6,6,6,6,85,"sam","non-diagnostic","ND2",6,6,6,6,6,85,"robin","diagnostic","NA",6,6,6,6,6,85,"francis","non-diagnostic","ND1",6,6,6,6,6,80,"alex","diagnostic","NA",6,41,2,"MTurk",7,2
"R_2Bb2qvvguxx12AZ",1,3,1,5,61,"sam","non-diagnostic","ND2",2.5,3,2,6,1,71,"robin","diagnostic","NA",3,4,3,5,4,74,"francis","non-diagnostic","ND1",4,5,6,5,3,100,"alex","diagnostic","NA",4.75,25,1,"MTurk",7,2
"R_2sb58I018xIVzXu",7,6,7,7,99,"sam","non-diagnostic","ND2",6.75,7,6,6,6,100,"robin","diagnostic","NA",6.25,7,6,6,7,100,"francis","non-diagnostic","ND1",6.5,7,6,7,6,97,"alex","diagnostic","NA",6.5,32,2,"MTurk",7,3
"R_2yg9Rams79Fs625",3,3,4,4,55,"sam","non-diagnostic","ND2",3.5,5,5,6,6,69,"robin","diagnostic","NA",5.5,5,4,6,6,72,"francis","non-diagnostic","ND1",5.25,5,5,4,5,82,"alex","diagnostic","NA",4.75,29,1,"MTurk",7,5
"R_2WPhJ0uGvSqwS9X",4,4,4,4,50,"sam","non-diagnostic","ND2",4,4,4,4,5,50,"robin","diagnostic","NA",4.25,4,4,4,4,50,"francis","non-diagnostic","ND1",4,4,4,4,4,50,"alex","diagnostic","NA",4,42,1,"MTurk",7,2
"R_A0x9h4GrxH3SKop",6,6,6,6,80,"sam","non-diagnostic","ND2",6,6,6,6,6,80,"robin","diagnostic","NA",6,7,7,7,7,100,"francis","non-diagnostic","ND1",7,6,6,6,6,80,"alex","diagnostic","NA",6,27,1,"MTurk",7,5
"R_1kH3qH2omKuJ0FC",4,5,6,6,68,"sam","non-diagnostic","ND2",5.25,4,5,6,6,65,"robin","diagnostic","NA",5.25,5,6,6,6,59,"francis","non-diagnostic","ND1",5.75,5,6,6,6,63,"alex","diagnostic","NA",5.75,30,2,"MTurk",7,3
"R_1dtM2Cfo4GBIvQJ",7,6,7,6,88,"sam","non-diagnostic","ND2",6.5,7,6,7,6,93,"robin","diagnostic","NA",6.5,6,7,6,6,92,"francis","non-diagnostic","ND1",6.25,7,6,7,6,85,"alex","diagnostic","NA",6.5,37,2,"MTurk",7,5
"R_d5pj5ESiacawQFz",6,6,6,6,90,"sam","non-diagnostic","ND2",6,6,6,4,6,90,"robin","diagnostic","NA",5.5,6,6,4,4,85,"francis","non-diagnostic","ND1",5,6,6,4,6,90,"alex","diagnostic","NA",5.5,50,2,"MTurk",7,2
"R_2ci7tW9vQNyn3D6",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,32,1,"MTurk",7,2
"R_Y65kpAzDSj4ZDZD",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,6,6,6,6,94,"francis","non-diagnostic","ND1",6,7,7,7,7,100,"alex","diagnostic","NA",7,66,2,"MTurk",7,2
"R_28GPx4RfmXxjZN7",7,7,7,7,60,"sam","non-diagnostic","ND2",7,7,7,7,7,66,"robin","diagnostic","NA",7,7,7,7,7,59,"francis","non-diagnostic","ND1",7,7,7,7,7,59,"alex","diagnostic","NA",7,27,2,"MTurk",7,2
"R_2tLmyg244gDGOeW",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,57,2,"MTurk",7,2
"R_1HNIY6IkHoVb3Db",3,5,4,4,51,"sam","non-diagnostic","ND2",4,3,5,5,4,55,"robin","diagnostic","NA",4.25,3,5,4,4,49,"francis","non-diagnostic","ND1",4,3,5,4,3,49,"alex","diagnostic","NA",3.75,36,1,"MTurk",7,2
"R_1AJFyZIyuvdhUMp",6,6,6,5,80,"sam","non-diagnostic","ND2",5.75,6,6,5,5,83,"robin","diagnostic","NA",5.5,5,5,7,6,89,"francis","non-diagnostic","ND1",5.75,6,5,5,6,74,"alex","diagnostic","NA",5.5,41,1,"MTurk",2,2
"R_1gROqZDm2y8yykH",4,6,5,7,72,"sam","non-diagnostic","ND2",5.5,4,5,6,5,66,"robin","diagnostic","NA",5,4,6,5,6,71,"francis","non-diagnostic","ND1",5.25,4,6,5,6,69,"alex","diagnostic","NA",5.25,24,1,"MTurk",7,3
"R_tPMgNL9EAkazehz",6,7,6,6,85,"sam","non-diagnostic","ND2",6.25,6,7,7,6,92,"robin","diagnostic","NA",6.5,7,6,5,6,85,"francis","non-diagnostic","ND1",6,6,7,7,6,86,"alex","diagnostic","NA",6.5,44,2,"MTurk",7,5
"R_1lxUtQaUtVW9WUq",6,6,6,6,85,"sam","non-diagnostic","ND2",6,6,6,6,6,85,"robin","diagnostic","NA",6,6,6,6,6,85,"francis","non-diagnostic","ND1",6,6,6,6,6,85,"alex","diagnostic","NA",6,64,2,"MTurk",7,2
"R_25LUsF7tToq0Sme",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,32,1,"MTurk",7,2
"R_2CIoq04CN03bCNp",7,6,6,7,95,"sam","non-diagnostic","ND2",6.5,7,6,7,6,98,"robin","diagnostic","NA",6.5,7,6,6,7,99,"francis","non-diagnostic","ND1",6.5,7,6,6,7,98,"alex","diagnostic","NA",6.5,32,1,"MTurk",7,3
"R_sH8LY4DBCDeI4MN",6,6,6,6,80,"sam","non-diagnostic","ND2",6,5,6,5,6,80,"robin","diagnostic","NA",5.5,6,6,5,5,80,"francis","non-diagnostic","ND1",5.5,6,6,5,6,80,"alex","diagnostic","NA",5.75,35,1,"MTurk",7,2
"R_3NEcj8gL7N8yyo9",6,6,6,6,95,"sam","non-diagnostic","ND2",6,6,6,6,6,95,"robin","diagnostic","NA",6,6,6,6,6,96,"francis","non-diagnostic","ND1",6,7,7,7,7,95,"alex","diagnostic","NA",7,48,2,"MTurk",7,2
"R_1r8Iv3idfhR5FBM",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,56,1,"MTurk",7,2
"R_An9ugNn3eoiH52F",6,4,4,5,88,"sam","non-diagnostic","ND2",4.75,5,4,6,5,89,"robin","diagnostic","NA",5,5,4,5,4,87,"francis","non-diagnostic","ND1",4.5,6,5,4,5,89,"alex","diagnostic","NA",5,47,2,"MTurk",7,3
"R_3Mgw4fxd6mK03gL",6,5,6,7,82,"sam","non-diagnostic","ND2",6,7,6,7,6,92,"robin","diagnostic","NA",6.5,6,7,6,5,91,"francis","non-diagnostic","ND1",6,6,5,7,6,76,"alex","diagnostic","NA",6,47,1,"MTurk",1,2
"R_3EXtRSncNI2FUtg",6,4,5,5,37,"sam","non-diagnostic","ND2",5,6,4,6,5,65,"robin","diagnostic","NA",5.25,5,4,6,5,61,"francis","non-diagnostic","ND1",5,6,4,6,5,69,"alex","diagnostic","NA",5.25,57,2,"MTurk",1,5
"R_e9Wpe3FEmIxL2Vj",6,5,6,7,64,"sam","non-diagnostic","ND2",6,5,3,7,6,72,"robin","diagnostic","NA",5.25,5,3,6,7,60,"francis","non-diagnostic","ND1",5.25,5,6,4,6,69,"alex","diagnostic","NA",5.25,40,2,"MTurk",7,1
"R_1one2CHkpgkPECB",6,6,4,6,78,"sam","non-diagnostic","ND2",5.5,6,5,6,6,73,"robin","diagnostic","NA",5.75,6,5,6,6,96,"francis","non-diagnostic","ND1",5.75,5,6,4,5,61,"alex","diagnostic","NA",5,44,1,"MTurk",7,2
"R_33Befzh2VtxVwMr",6,7,5,6,74,"sam","non-diagnostic","ND2",6,7,6,5,6,71,"robin","diagnostic","NA",6,6,5,6,7,75,"francis","non-diagnostic","ND1",6,5,6,5,7,86,"alex","diagnostic","NA",5.75,51,1,"MTurk",7,3
"R_9RHZ5VLR7nnMTm1",4,6,7,6,76,"sam","non-diagnostic","ND2",5.75,6,4,6,7,69,"robin","diagnostic","NA",5.75,5,4,6,7,65,"francis","non-diagnostic","ND1",5.5,5,3,6,7,65,"alex","diagnostic","NA",5.25,35,2,"MTurk",7,1
"R_1Nb1vhdVzS9H6Jq",6,6,6,6,85,"sam","non-diagnostic","ND2",6,6,6,6,6,89,"robin","diagnostic","NA",6,6,6,6,6,82,"francis","non-diagnostic","ND1",6,7,7,7,7,95,"alex","diagnostic","NA",7,33,1,"MTurk",7,2
"R_2Ucpnp5nT1ys0Q1",6,1,3,5,92,"sam","non-diagnostic","ND2",3.75,1,1,2,7,73,"robin","diagnostic","NA",2.75,6,2,2,7,71,"francis","non-diagnostic","ND1",4.25,6,2,4,3,76,"alex","diagnostic","NA",3.75,25,1,"MTurk",7,2
"R_1LMcZphKVXiVLgB",7,6,6,6,80,"sam","non-diagnostic","ND2",6.25,5,7,7,6,77,"robin","diagnostic","NA",6.25,7,7,6,6,72,"francis","non-diagnostic","ND1",6.5,5,7,6,6,90,"alex","diagnostic","NA",6,25,2,"MTurk",7,2
"R_2t9c8byo9rpOjAl",7,7,7,7,94,"sam","non-diagnostic","ND2",7,7,7,7,7,93,"robin","diagnostic","NA",7,7,7,7,7,94,"francis","non-diagnostic","ND1",7,7,7,7,7,92,"alex","diagnostic","NA",7,26,1,"MTurk",7,2
"R_1qgGxzWvLeUIhb8",7,4,2,6,77,"sam","non-diagnostic","ND2",4.75,7,1,3,3,83,"robin","diagnostic","NA",3.5,3,5,5,4,73,"francis","non-diagnostic","ND1",4.25,3,1,6,5,75,"alex","diagnostic","NA",3.75,25,1,"MTurk",7,4
