"ResponseId","scenario_abb","MP_R1","MP_R2","MP_R3","MP_R4","M_1","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consentQ","PID","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q","condition","R_tot","M1","M1R_tot"
"R_2tgN8EMSpkGd55L","Francis",5,7,6,6,89,2022-03-13 15:05:34,2022-03-13 15:09:46,"IP Address","73.39.158.51",100,252,TRUE,2022-03-13 15:09:46,NA,NA,NA,NA,38.9521942138672,-77.0252990722656,"anonymous","EN","Yes","AGZZ90H2R7WF4",38,"Male",NA,5,6,6,7,76,6,7,6,7,83,7,6,6,7,90,5,7,6,6,89,5,6,6,7,84,5,6,6,7,81,"None of the above","Soccer","Diagnostic",6,89,0.538921434450913
"R_2tgN8EMSpkGd55L","Alex",5,6,6,7,84,2022-03-13 15:05:34,2022-03-13 15:09:46,"IP Address","73.39.158.51",100,252,TRUE,2022-03-13 15:09:46,NA,NA,NA,NA,38.9521942138672,-77.0252990722656,"anonymous","EN","Yes","AGZZ90H2R7WF4",38,"Male",NA,5,6,6,7,76,6,7,6,7,83,7,6,6,7,90,5,7,6,6,89,5,6,6,7,84,5,6,6,7,81,"None of the above","Soccer","Diagnostic",6,84,0.359589044310573
"R_2tgN8EMSpkGd55L","Robin",5,6,6,7,81,2022-03-13 15:05:34,2022-03-13 15:09:46,"IP Address","73.39.158.51",100,252,TRUE,2022-03-13 15:09:46,NA,NA,NA,NA,38.9521942138672,-77.0252990722656,"anonymous","EN","Yes","AGZZ90H2R7WF4",38,"Male",NA,5,6,6,7,76,6,7,6,7,83,7,6,6,7,90,5,7,6,6,89,5,6,6,7,84,5,6,6,7,81,"None of the above","Soccer","Diagnostic",6,81,0.25198961022637
"R_1QykNruPPNn2DQw","Sam",6,7,7,7,60,2022-03-13 15:07:54,2022-03-13 15:09:51,"IP Address","208.218.230.130",100,116,TRUE,2022-03-13 15:09:51,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A35Z09O6WT7IX8",30,"Male",NA,6,7,7,7,60,6,7,6,7,57,7,6,7,7,64,7,6,7,7,68,7,5,7,6,60,7,5,7,7,69,"None of the above","Soccer","Diagnostic",6.75,60,-0.0836586418331006
"R_1QykNruPPNn2DQw","Jackie",6,7,6,7,57,2022-03-13 15:07:54,2022-03-13 15:09:51,"IP Address","208.218.230.130",100,116,TRUE,2022-03-13 15:09:51,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A35Z09O6WT7IX8",30,"Male",NA,6,7,7,7,60,6,7,6,7,57,7,6,7,7,64,7,6,7,7,68,7,5,7,6,60,7,5,7,7,69,"None of the above","Soccer","Non-Diagnostic",6.5,57,-0.330440671427289
"R_1QykNruPPNn2DQw","Charlie",7,6,7,7,64,2022-03-13 15:07:54,2022-03-13 15:09:51,"IP Address","208.218.230.130",100,116,TRUE,2022-03-13 15:09:51,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A35Z09O6WT7IX8",30,"Male",NA,6,7,7,7,60,6,7,6,7,57,7,6,7,7,64,7,6,7,7,68,7,5,7,6,60,7,5,7,7,69,"None of the above","Soccer","Non-Diagnostic",6.75,64,0.0598072702791708
"R_1QykNruPPNn2DQw","Francis",7,6,7,7,68,2022-03-13 15:07:54,2022-03-13 15:09:51,"IP Address","208.218.230.130",100,116,TRUE,2022-03-13 15:09:51,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A35Z09O6WT7IX8",30,"Male",NA,6,7,7,7,60,6,7,6,7,57,7,6,7,7,64,7,6,7,7,68,7,5,7,6,60,7,5,7,7,69,"None of the above","Soccer","Diagnostic",6.75,68,0.203273182391442
"R_1QykNruPPNn2DQw","Alex",7,5,7,6,60,2022-03-13 15:07:54,2022-03-13 15:09:51,"IP Address","208.218.230.130",100,116,TRUE,2022-03-13 15:09:51,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A35Z09O6WT7IX8",30,"Male",NA,6,7,7,7,60,6,7,6,7,57,7,6,7,7,64,7,6,7,7,68,7,5,7,6,60,7,5,7,7,69,"None of the above","Soccer","Diagnostic",6.25,60,-0.36202383285307
"R_1QykNruPPNn2DQw","Robin",7,5,7,7,69,2022-03-13 15:07:54,2022-03-13 15:09:51,"IP Address","208.218.230.130",100,116,TRUE,2022-03-13 15:09:51,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A35Z09O6WT7IX8",30,"Male",NA,6,7,7,7,60,6,7,6,7,57,7,6,7,7,64,7,6,7,7,68,7,5,7,6,60,7,5,7,7,69,"None of the above","Soccer","Diagnostic",6.5,69,0.0999570649095252
"R_2z5sHvJEEXQRF1l","Sam",7,7,6,4,85,2022-03-13 15:07:45,2022-03-13 15:09:53,"IP Address","208.219.19.119",100,128,TRUE,2022-03-13 15:09:53,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A2RVYHVHA7R8K7",48,"Female",NA,7,7,6,4,85,7,5,5,4,97,7,6,7,6,81,7,6,5,4,88,7,6,5,3,92,6,5,4,2,90,"None of the above","Soccer","Diagnostic",6,85,0.395455522338641
"R_2z5sHvJEEXQRF1l","Jackie",7,5,5,4,97,2022-03-13 15:07:45,2022-03-13 15:09:53,"IP Address","208.219.19.119",100,128,TRUE,2022-03-13 15:09:53,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A2RVYHVHA7R8K7",48,"Female",NA,7,7,6,4,85,7,5,5,4,97,7,6,7,6,81,7,6,5,4,88,7,6,5,3,92,6,5,4,2,90,"None of the above","Soccer","Non-Diagnostic",5.25,97,0.408305472145501
"R_2z5sHvJEEXQRF1l","Charlie",7,6,7,6,81,2022-03-13 15:07:45,2022-03-13 15:09:53,"IP Address","208.219.19.119",100,128,TRUE,2022-03-13 15:09:53,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A2RVYHVHA7R8K7",48,"Female",NA,7,7,6,4,85,7,5,5,4,97,7,6,7,6,81,7,6,5,4,88,7,6,5,3,92,6,5,4,2,90,"None of the above","Soccer","Non-Diagnostic",6.5,81,0.530354801246339
"R_2z5sHvJEEXQRF1l","Francis",7,6,5,4,88,2022-03-13 15:07:45,2022-03-13 15:09:53,"IP Address","208.219.19.119",100,128,TRUE,2022-03-13 15:09:53,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A2RVYHVHA7R8K7",48,"Female",NA,7,7,6,4,85,7,5,5,4,97,7,6,7,6,81,7,6,5,4,88,7,6,5,3,92,6,5,4,2,90,"None of the above","Soccer","Diagnostic",5.5,88,0.224689765402875
"R_2z5sHvJEEXQRF1l","Alex",7,6,5,3,92,2022-03-13 15:07:45,2022-03-13 15:09:53,"IP Address","208.219.19.119",100,128,TRUE,2022-03-13 15:09:53,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A2RVYHVHA7R8K7",48,"Female",NA,7,7,6,4,85,7,5,5,4,97,7,6,7,6,81,7,6,5,4,88,7,6,5,3,92,6,5,4,2,90,"None of the above","Soccer","Diagnostic",5.25,92,0.228973082005161
"R_2z5sHvJEEXQRF1l","Robin",6,5,4,2,90,2022-03-13 15:07:45,2022-03-13 15:09:53,"IP Address","208.219.19.119",100,128,TRUE,2022-03-13 15:09:53,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A2RVYHVHA7R8K7",48,"Female",NA,7,7,6,4,85,7,5,5,4,97,7,6,7,6,81,7,6,5,4,88,7,6,5,3,92,6,5,4,2,90,"None of the above","Soccer","Diagnostic",4.25,90,-0.399490256090914
"R_2CQHPzTelN0Qmjw","Sam",6,6,6,6,88,2022-03-13 15:08:29,2022-03-13 15:10:11,"IP Address","70.171.9.199",100,102,TRUE,2022-03-13 15:10:12,NA,NA,NA,NA,29.6138000488281,-82.3860015869141,"anonymous","EN","Yes","AZ69TBTDH7AZS",29,"Male",NA,6,6,6,6,88,5,5,5,5,57,5,5,5,5,60,6,6,6,6,87,5,5,5,5,61,6,6,6,6,89,"None of the above","Soccer","Diagnostic",6,88,0.503054956422845
"R_2CQHPzTelN0Qmjw","Jackie",5,5,5,5,57,2022-03-13 15:08:29,2022-03-13 15:10:11,"IP Address","70.171.9.199",100,102,TRUE,2022-03-13 15:10:12,NA,NA,NA,NA,29.6138000488281,-82.3860015869141,"anonymous","EN","Yes","AZ69TBTDH7AZS",29,"Male",NA,6,6,6,6,88,5,5,5,5,57,5,5,5,5,60,6,6,6,6,87,5,5,5,5,61,6,6,6,6,89,"None of the above","Soccer","Non-Diagnostic",5,57,-1.1655362444872
"R_2CQHPzTelN0Qmjw","Charlie",5,5,5,5,60,2022-03-13 15:08:29,2022-03-13 15:10:11,"IP Address","70.171.9.199",100,102,TRUE,2022-03-13 15:10:12,NA,NA,NA,NA,29.6138000488281,-82.3860015869141,"anonymous","EN","Yes","AZ69TBTDH7AZS",29,"Male",NA,6,6,6,6,88,5,5,5,5,57,5,5,5,5,60,6,6,6,6,87,5,5,5,5,61,6,6,6,6,89,"None of the above","Soccer","Non-Diagnostic",5,60,-1.05793681040299
"R_2CQHPzTelN0Qmjw","Francis",6,6,6,6,87,2022-03-13 15:08:29,2022-03-13 15:10:11,"IP Address","70.171.9.199",100,102,TRUE,2022-03-13 15:10:12,NA,NA,NA,NA,29.6138000488281,-82.3860015869141,"anonymous","EN","Yes","AZ69TBTDH7AZS",29,"Male",NA,6,6,6,6,88,5,5,5,5,57,5,5,5,5,60,6,6,6,6,87,5,5,5,5,61,6,6,6,6,89,"None of the above","Soccer","Diagnostic",6,87,0.467188478394777
"R_2CQHPzTelN0Qmjw","Alex",5,5,5,5,61,2022-03-13 15:08:29,2022-03-13 15:10:11,"IP Address","70.171.9.199",100,102,TRUE,2022-03-13 15:10:12,NA,NA,NA,NA,29.6138000488281,-82.3860015869141,"anonymous","EN","Yes","AZ69TBTDH7AZS",29,"Male",NA,6,6,6,6,88,5,5,5,5,57,5,5,5,5,60,6,6,6,6,87,5,5,5,5,61,6,6,6,6,89,"None of the above","Soccer","Diagnostic",5,61,-1.02207033237493
"R_2CQHPzTelN0Qmjw","Robin",6,6,6,6,89,2022-03-13 15:08:29,2022-03-13 15:10:11,"IP Address","70.171.9.199",100,102,TRUE,2022-03-13 15:10:12,NA,NA,NA,NA,29.6138000488281,-82.3860015869141,"anonymous","EN","Yes","AZ69TBTDH7AZS",29,"Male",NA,6,6,6,6,88,5,5,5,5,57,5,5,5,5,60,6,6,6,6,87,5,5,5,5,61,6,6,6,6,89,"None of the above","Soccer","Diagnostic",6,89,0.538921434450913
"R_3McbnrTusRRNb5x","Sam",7,7,6,7,68,2022-03-13 15:10:09,2022-03-13 15:11:17,"IP Address","208.218.225.2",100,67,TRUE,2022-03-13 15:11:18,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A3VTKV50681PU9",30,"Male",NA,7,7,6,7,68,7,6,7,6,71,7,7,7,6,75,7,7,7,7,61,7,7,7,7,68,5,7,7,6,81,"None of the above","Soccer","Diagnostic",6.75,68,0.203273182391442
"R_3McbnrTusRRNb5x","Jackie",7,6,7,6,71,2022-03-13 15:10:09,2022-03-13 15:11:17,"IP Address","208.218.225.2",100,67,TRUE,2022-03-13 15:11:18,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A3VTKV50681PU9",30,"Male",NA,7,7,6,7,68,7,6,7,6,71,7,7,7,6,75,7,7,7,7,61,7,7,7,7,68,5,7,7,6,81,"None of the above","Soccer","Non-Diagnostic",6.5,71,0.171690020965661
"R_3McbnrTusRRNb5x","Charlie",7,7,7,6,75,2022-03-13 15:10:09,2022-03-13 15:11:17,"IP Address","208.218.225.2",100,67,TRUE,2022-03-13 15:11:18,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A3VTKV50681PU9",30,"Male",NA,7,7,6,7,68,7,6,7,6,71,7,7,7,6,75,7,7,7,7,61,7,7,7,7,68,5,7,7,6,81,"None of the above","Soccer","Non-Diagnostic",6.75,75,0.454338528587917
"R_3McbnrTusRRNb5x","Francis",7,7,7,7,61,2022-03-13 15:10:09,2022-03-13 15:11:17,"IP Address","208.218.225.2",100,67,TRUE,2022-03-13 15:11:18,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A3VTKV50681PU9",30,"Male",NA,7,7,6,7,68,7,6,7,6,71,7,7,7,6,75,7,7,7,7,61,7,7,7,7,68,5,7,7,6,81,"None of the above","Soccer","Diagnostic",7,61,0.0913904317049521
"R_3McbnrTusRRNb5x","Alex",7,7,7,7,68,2022-03-13 15:10:09,2022-03-13 15:11:17,"IP Address","208.218.225.2",100,67,TRUE,2022-03-13 15:11:18,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A3VTKV50681PU9",30,"Male",NA,7,7,6,7,68,7,6,7,6,71,7,7,7,6,75,7,7,7,7,61,7,7,7,7,68,5,7,7,6,81,"None of the above","Soccer","Diagnostic",7,68,0.342455777901427
"R_3McbnrTusRRNb5x","Robin",5,7,7,6,81,2022-03-13 15:10:09,2022-03-13 15:11:17,"IP Address","208.218.225.2",100,67,TRUE,2022-03-13 15:11:18,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A3VTKV50681PU9",30,"Male",NA,7,7,6,7,68,7,6,7,6,71,7,7,7,6,75,7,7,7,7,61,7,7,7,7,68,5,7,7,6,81,"None of the above","Soccer","Diagnostic",6.25,81,0.391172205736355
"R_xrq10YGRNPXNIOt","Sam",7,6,7,6,100,2022-03-13 15:09:50,2022-03-13 15:11:52,"IP Address","208.218.231.184",100,122,TRUE,2022-03-13 15:11:52,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A1L9QVN0RJSRO8",32,"Male",NA,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,5,7,6,100,"None of the above","Soccer","Diagnostic",6.5,100,1.21181788377963
"R_xrq10YGRNPXNIOt","Jackie",7,6,7,7,100,2022-03-13 15:09:50,2022-03-13 15:11:52,"IP Address","208.218.231.184",100,122,TRUE,2022-03-13 15:11:52,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A1L9QVN0RJSRO8",32,"Male",NA,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,5,7,6,100,"None of the above","Soccer","Non-Diagnostic",6.75,100,1.35100047928961
"R_xrq10YGRNPXNIOt","Charlie",7,6,7,7,100,2022-03-13 15:09:50,2022-03-13 15:11:52,"IP Address","208.218.231.184",100,122,TRUE,2022-03-13 15:11:52,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A1L9QVN0RJSRO8",32,"Male",NA,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,5,7,6,100,"None of the above","Soccer","Non-Diagnostic",6.75,100,1.35100047928961
"R_xrq10YGRNPXNIOt","Francis",7,6,7,6,100,2022-03-13 15:09:50,2022-03-13 15:11:52,"IP Address","208.218.231.184",100,122,TRUE,2022-03-13 15:11:52,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A1L9QVN0RJSRO8",32,"Male",NA,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,5,7,6,100,"None of the above","Soccer","Diagnostic",6.5,100,1.21181788377963
"R_xrq10YGRNPXNIOt","Alex",7,6,7,6,100,2022-03-13 15:09:50,2022-03-13 15:11:52,"IP Address","208.218.231.184",100,122,TRUE,2022-03-13 15:11:52,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A1L9QVN0RJSRO8",32,"Male",NA,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,5,7,6,100,"None of the above","Soccer","Diagnostic",6.5,100,1.21181788377963
"R_xrq10YGRNPXNIOt","Robin",7,5,7,6,100,2022-03-13 15:09:50,2022-03-13 15:11:52,"IP Address","208.218.231.184",100,122,TRUE,2022-03-13 15:11:52,NA,NA,NA,NA,40.5175018310547,-74.3991012573242,"anonymous","EN","Yes","A1L9QVN0RJSRO8",32,"Male",NA,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,5,7,6,100,"None of the above","Soccer","Diagnostic",6.25,100,1.07263528826964
"R_3HZHEJU4dzu9mq2","Sam",5,6,7,4,69,2022-03-13 15:06:09,2022-03-13 15:12:00,"IP Address","138.219.172.217",100,351,TRUE,2022-03-13 15:12:01,NA,NA,NA,NA,37.4792022705078,-121.164398193359,"anonymous","EN","Yes","A2HIOJRPY8WXOA",31,"Male",NA,5,6,7,4,69,4,6,5,7,71,5,3,6,5,49,3,5,7,4,66,4,6,3,6,60,7,4,7,4,73,"None of the above","Basketball","Diagnostic",5.5,69,-0.456773317130414
"R_3HZHEJU4dzu9mq2","Jackie",4,6,5,7,71,2022-03-13 15:06:09,2022-03-13 15:12:00,"IP Address","138.219.172.217",100,351,TRUE,2022-03-13 15:12:01,NA,NA,NA,NA,37.4792022705078,-121.164398193359,"anonymous","EN","Yes","A2HIOJRPY8WXOA",31,"Male",NA,5,6,7,4,69,4,6,5,7,71,5,3,6,5,49,3,5,7,4,66,4,6,3,6,60,7,4,7,4,73,"None of the above","Basketball","Non-Diagnostic",5.5,71,-0.385040361074279
"R_3HZHEJU4dzu9mq2","Charlie",5,3,6,5,49,2022-03-13 15:06:09,2022-03-13 15:12:00,"IP Address","138.219.172.217",100,351,TRUE,2022-03-13 15:12:01,NA,NA,NA,NA,37.4792022705078,-121.164398193359,"anonymous","EN","Yes","A2HIOJRPY8WXOA",31,"Male",NA,5,6,7,4,69,4,6,5,7,71,5,3,6,5,49,3,5,7,4,66,4,6,3,6,60,7,4,7,4,73,"None of the above","Basketball","Non-Diagnostic",4.75,49,-1.59165066422173
"R_3HZHEJU4dzu9mq2","Francis",3,5,7,4,66,2022-03-13 15:06:09,2022-03-13 15:12:00,"IP Address","138.219.172.217",100,351,TRUE,2022-03-13 15:12:01,NA,NA,NA,NA,37.4792022705078,-121.164398193359,"anonymous","EN","Yes","A2HIOJRPY8WXOA",31,"Male",NA,5,6,7,4,69,4,6,5,7,71,5,3,6,5,49,3,5,7,4,66,4,6,3,6,60,7,4,7,4,73,"None of the above","Basketball","Diagnostic",4.75,66,-0.981920537744573
"R_3HZHEJU4dzu9mq2","Alex",4,6,3,6,60,2022-03-13 15:06:09,2022-03-13 15:12:00,"IP Address","138.219.172.217",100,351,TRUE,2022-03-13 15:12:01,NA,NA,NA,NA,37.4792022705078,-121.164398193359,"anonymous","EN","Yes","A2HIOJRPY8WXOA",31,"Male",NA,5,6,7,4,69,4,6,5,7,71,5,3,6,5,49,3,5,7,4,66,4,6,3,6,60,7,4,7,4,73,"None of the above","Basketball","Diagnostic",4.75,60,-1.19711940591298
"R_3HZHEJU4dzu9mq2","Robin",7,4,7,4,73,2022-03-13 15:06:09,2022-03-13 15:12:00,"IP Address","138.219.172.217",100,351,TRUE,2022-03-13 15:12:01,NA,NA,NA,NA,37.4792022705078,-121.164398193359,"anonymous","EN","Yes","A2HIOJRPY8WXOA",31,"Male",NA,5,6,7,4,69,4,6,5,7,71,5,3,6,5,49,3,5,7,4,66,4,6,3,6,60,7,4,7,4,73,"None of the above","Basketball","Diagnostic",5.5,73,-0.313307405018143
"R_2urpTmQKmRc63j8","Sam",7,6,7,6,82,2022-03-13 15:10:06,2022-03-13 15:12:05,"IP Address","45.35.97.22",100,119,TRUE,2022-03-13 15:12:05,NA,NA,NA,NA,34.0493927001953,-118.266098022461,"anonymous","EN","Yes","A1B2RROCKH8H19",38,"Male",NA,7,6,7,6,82,7,6,7,6,76,7,6,7,6,82,7,6,7,6,78,7,6,7,6,80,7,6,7,6,70,"Happy","Soccer","Diagnostic",6.5,82,0.566221279274407
"R_2urpTmQKmRc63j8","Jackie",7,6,7,6,76,2022-03-13 15:10:06,2022-03-13 15:12:05,"IP Address","45.35.97.22",100,119,TRUE,2022-03-13 15:12:05,NA,NA,NA,NA,34.0493927001953,-118.266098022461,"anonymous","EN","Yes","A1B2RROCKH8H19",38,"Male",NA,7,6,7,6,82,7,6,7,6,76,7,6,7,6,82,7,6,7,6,78,7,6,7,6,80,7,6,7,6,70,"Happy","Soccer","Non-Diagnostic",6.5,76,0.351022411106
"R_2urpTmQKmRc63j8","Charlie",7,6,7,6,82,2022-03-13 15:10:06,2022-03-13 15:12:05,"IP Address","45.35.97.22",100,119,TRUE,2022-03-13 15:12:05,NA,NA,NA,NA,34.0493927001953,-118.266098022461,"anonymous","EN","Yes","A1B2RROCKH8H19",38,"Male",NA,7,6,7,6,82,7,6,7,6,76,7,6,7,6,82,7,6,7,6,78,7,6,7,6,80,7,6,7,6,70,"Happy","Soccer","Non-Diagnostic",6.5,82,0.566221279274407
"R_2urpTmQKmRc63j8","Francis",7,6,7,6,78,2022-03-13 15:10:06,2022-03-13 15:12:05,"IP Address","45.35.97.22",100,119,TRUE,2022-03-13 15:12:05,NA,NA,NA,NA,34.0493927001953,-118.266098022461,"anonymous","EN","Yes","A1B2RROCKH8H19",38,"Male",NA,7,6,7,6,82,7,6,7,6,76,7,6,7,6,82,7,6,7,6,78,7,6,7,6,80,7,6,7,6,70,"Happy","Soccer","Diagnostic",6.5,78,0.422755367162136
"R_2urpTmQKmRc63j8","Alex",7,6,7,6,80,2022-03-13 15:10:06,2022-03-13 15:12:05,"IP Address","45.35.97.22",100,119,TRUE,2022-03-13 15:12:05,NA,NA,NA,NA,34.0493927001953,-118.266098022461,"anonymous","EN","Yes","A1B2RROCKH8H19",38,"Male",NA,7,6,7,6,82,7,6,7,6,76,7,6,7,6,82,7,6,7,6,78,7,6,7,6,80,7,6,7,6,70,"Happy","Soccer","Diagnostic",6.5,80,0.494488323218272
"R_2urpTmQKmRc63j8","Robin",7,6,7,6,70,2022-03-13 15:10:06,2022-03-13 15:12:05,"IP Address","45.35.97.22",100,119,TRUE,2022-03-13 15:12:05,NA,NA,NA,NA,34.0493927001953,-118.266098022461,"anonymous","EN","Yes","A1B2RROCKH8H19",38,"Male",NA,7,6,7,6,82,7,6,7,6,76,7,6,7,6,82,7,6,7,6,78,7,6,7,6,80,7,6,7,6,70,"Happy","Soccer","Diagnostic",6.5,70,0.135823542937593
"R_XnMOssV6mxFNUtz","Sam",6,6,6,6,82,2022-03-13 15:05:35,2022-03-13 15:12:21,"IP Address","71.76.54.156",100,406,TRUE,2022-03-13 15:12:22,NA,NA,NA,NA,33.7196044921875,-78.9754028320313,"anonymous","EN","Yes","A1GKD3NG1NNHRP",62,"Female",NA,6,6,6,6,82,5,5,5,5,66,4,4,4,4,52,5,5,5,5,61,6,6,6,6,88,5,5,5,5,58,"None of the above","Soccer","Diagnostic",6,82,0.287856088254438
"R_XnMOssV6mxFNUtz","Jackie",5,5,5,5,66,2022-03-13 15:05:35,2022-03-13 15:12:21,"IP Address","71.76.54.156",100,406,TRUE,2022-03-13 15:12:22,NA,NA,NA,NA,33.7196044921875,-78.9754028320313,"anonymous","EN","Yes","A1GKD3NG1NNHRP",62,"Female",NA,6,6,6,6,82,5,5,5,5,66,4,4,4,4,52,5,5,5,5,61,6,6,6,6,88,5,5,5,5,58,"None of the above","Soccer","Non-Diagnostic",5,66,-0.842737942234588
"R_XnMOssV6mxFNUtz","Charlie",4,4,4,4,52,2022-03-13 15:05:35,2022-03-13 15:12:21,"IP Address","71.76.54.156",100,406,TRUE,2022-03-13 15:12:22,NA,NA,NA,NA,33.7196044921875,-78.9754028320313,"anonymous","EN","Yes","A1GKD3NG1NNHRP",62,"Female",NA,6,6,6,6,82,5,5,5,5,66,4,4,4,4,52,5,5,5,5,61,6,6,6,6,88,5,5,5,5,58,"None of the above","Soccer","Non-Diagnostic",4,52,-1.90159901666748
"R_XnMOssV6mxFNUtz","Francis",5,5,5,5,61,2022-03-13 15:05:35,2022-03-13 15:12:21,"IP Address","71.76.54.156",100,406,TRUE,2022-03-13 15:12:22,NA,NA,NA,NA,33.7196044921875,-78.9754028320313,"anonymous","EN","Yes","A1GKD3NG1NNHRP",62,"Female",NA,6,6,6,6,82,5,5,5,5,66,4,4,4,4,52,5,5,5,5,61,6,6,6,6,88,5,5,5,5,58,"None of the above","Soccer","Diagnostic",5,61,-1.02207033237493
"R_XnMOssV6mxFNUtz","Alex",6,6,6,6,88,2022-03-13 15:05:35,2022-03-13 15:12:21,"IP Address","71.76.54.156",100,406,TRUE,2022-03-13 15:12:22,NA,NA,NA,NA,33.7196044921875,-78.9754028320313,"anonymous","EN","Yes","A1GKD3NG1NNHRP",62,"Female",NA,6,6,6,6,82,5,5,5,5,66,4,4,4,4,52,5,5,5,5,61,6,6,6,6,88,5,5,5,5,58,"None of the above","Soccer","Diagnostic",6,88,0.503054956422845
"R_XnMOssV6mxFNUtz","Robin",5,5,5,5,58,2022-03-13 15:05:35,2022-03-13 15:12:21,"IP Address","71.76.54.156",100,406,TRUE,2022-03-13 15:12:22,NA,NA,NA,NA,33.7196044921875,-78.9754028320313,"anonymous","EN","Yes","A1GKD3NG1NNHRP",62,"Female",NA,6,6,6,6,82,5,5,5,5,66,4,4,4,4,52,5,5,5,5,61,6,6,6,6,88,5,5,5,5,58,"None of the above","Soccer","Diagnostic",5,58,-1.12966976645913
"R_2B8sYoDrbSqumJZ","Sam",5,7,7,7,92,2022-03-13 15:08:07,2022-03-13 15:12:36,"IP Address","154.16.89.164",100,269,TRUE,2022-03-13 15:12:36,NA,NA,NA,NA,41.8874053955078,-87.6317977905273,"anonymous","EN","Yes","A6G4LDE4SUKQR",53,"Male",NA,5,7,7,7,92,7,7,6,6,85,7,6,7,7,81,6,6,7,7,95,7,5,6,7,81,6,7,7,6,81,"None of the above","Swimming","Diagnostic",6.5,92,0.924886059555086
"R_2B8sYoDrbSqumJZ","Jackie",7,7,6,6,85,2022-03-13 15:08:07,2022-03-13 15:12:36,"IP Address","154.16.89.164",100,269,TRUE,2022-03-13 15:12:36,NA,NA,NA,NA,41.8874053955078,-87.6317977905273,"anonymous","EN","Yes","A6G4LDE4SUKQR",53,"Male",NA,5,7,7,7,92,7,7,6,6,85,7,6,7,7,81,6,6,7,7,95,7,5,6,7,81,6,7,7,6,81,"None of the above","Swimming","Non-Diagnostic",6.5,85,0.673820713358611
