"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_5vwNd3TICDEtft7",6,6,5,7,84,"sam","diagnostic","NA","good",6,2,3,1,1,37,"robin","non-diagnostic","ND1","good",1.75,2,2,3,1,37,"francis","non-diagnostic","ND2","bad",2,2,1,2,2,40,"alex","diagnostic","NA","bad",1.75,35,1,1,1
"R_1eLhuMMOMH6hiIC",7,6,6,7,86,"sam","diagnostic","NA","good",6.5,7,6,6,6,82,"robin","non-diagnostic","ND1","good",6.25,3,2,1,1,37,"francis","diagnostic","NA","bad",1.75,1,2,2,1,44,"alex","non-diagnostic","ND2","bad",1.5,36,1,1,1
"R_2xPqCeavHPVAvf7",6,6,7,6,76,"sam","diagnostic","NA","good",6.25,7,7,7,7,85,"robin","non-diagnostic","ND1","good",7,4,3,4,4,65,"francis","non-diagnostic","ND2","bad",3.75,2,2,1,2,46,"alex","diagnostic","NA","bad",1.75,31,1,2,3
"R_1ren6XLF2ddMztX",5,6,5,6,77,"sam","diagnostic","NA","good",5.5,6,6,7,6,91,"robin","non-diagnostic","ND2","good",6.25,3,4,3,4,63,"francis","non-diagnostic","ND1","bad",3.5,2,1,1,1,29,"alex","diagnostic","NA","bad",1.25,25,2,2,4
"R_RPjIEzjlfP6v8xr",6,7,7,6,95,"sam","diagnostic","NA","good",6.5,6,7,6,6,94,"robin","non-diagnostic","ND1","good",6.25,1,1,2,1,10,"francis","diagnostic","NA","bad",1.25,2,2,1,2,11,"alex","non-diagnostic","ND2","bad",1.75,39,1,7,2
"R_O9Jkj3DSRnvOsSZ",6,6,7,7,80,"sam","diagnostic","NA","good",6.5,6,7,6,7,80,"robin","non-diagnostic","ND1","good",6.5,2,3,3,3,65,"francis","diagnostic","NA","bad",2.75,2,2,2,2,52,"alex","non-diagnostic","ND2","bad",2,34,1,1,1
"R_1gdsKtOUWFg9U8X",6,7,7,7,95,"sam","diagnostic","NA","good",6.75,6,7,6,6,91,"robin","non-diagnostic","ND1","good",6.25,2,1,2,1,8,"francis","non-diagnostic","ND2","bad",1.5,1,2,1,1,7,"alex","diagnostic","NA","bad",1.25,41,1,7,2
"R_2YrgGEUznGm1jRk",5,6,5,6,78,"sam","diagnostic","NA","good",5.5,6,7,6,6,83,"robin","non-diagnostic","ND1","good",6.25,3,3,4,4,68,"francis","diagnostic","NA","bad",3.5,2,1,1,2,35,"alex","non-diagnostic","ND2","bad",1.5,34,1,1,4
"R_2bUVNBHTGa425Es",6,7,6,6,79,"sam","diagnostic","NA","good",6.25,6,7,7,7,85,"robin","non-diagnostic","ND2","good",6.75,4,3,4,3,68,"francis","diagnostic","NA","bad",3.5,2,2,1,2,40,"alex","non-diagnostic","ND1","bad",1.75,42,1,1,1
"R_1LdSpEV45lR7Eos",6,7,6,7,87,"sam","diagnostic","NA","good",6.5,3,3,2,3,54,"robin","non-diagnostic","ND1","good",2.75,5,6,5,6,77,"francis","diagnostic","NA","bad",5.5,4,3,2,3,54,"alex","non-diagnostic","ND2","bad",3,36,1,1,1
"R_2aDCYPGzaxuT49X",6,6,6,7,78,"sam","diagnostic","NA","good",6.25,6,5,6,6,80,"robin","non-diagnostic","ND1","good",5.75,3,3,3,4,63,"francis","non-diagnostic","ND2","bad",3.25,1,1,1,1,24,"alex","diagnostic","NA","bad",1,45,1,1,1
"R_blNFbWBgyGMbqpz",5,6,5,6,75,"sam","diagnostic","NA","good",5.5,3,3,2,3,53,"robin","non-diagnostic","ND2","good",2.75,6,7,6,7,88,"francis","diagnostic","NA","bad",6.5,4,3,2,3,54,"alex","non-diagnostic","ND1","bad",3,36,1,1,1
"R_C8Eq4kbKOE5MVq1",5,6,5,6,75,"sam","diagnostic","NA","good",5.5,3,3,2,3,53,"robin","non-diagnostic","ND1","good",2.75,4,3,2,3,54,"francis","diagnostic","NA","bad",3,6,7,6,7,84,"alex","non-diagnostic","ND2","bad",6.5,36,1,1,1
"R_2QiIAAqO975feel",6,5,6,7,83,"sam","diagnostic","NA","good",6,6,5,6,7,83,"robin","non-diagnostic","ND2","good",6,4,3,4,4,65,"francis","non-diagnostic","ND1","bad",3.75,2,2,2,2,53,"alex","diagnostic","NA","bad",2,25,2,2,1
"R_0HFiopXNhsZAi9r",6,7,6,6,82,"sam","diagnostic","NA","good",6.25,6,7,6,6,81,"robin","non-diagnostic","ND2","good",6.25,4,4,3,3,63,"francis","diagnostic","NA","bad",3.5,1,2,1,2,45,"alex","non-diagnostic","ND1","bad",1.5,36,1,2,3
"R_248d2EbQYWSTwUm",5,6,5,6,74,"sam","diagnostic","NA","good",5.5,6,7,6,7,86,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,53,"francis","diagnostic","NA","bad",2.75,4,3,2,3,57,"alex","non-diagnostic","ND2","bad",3,36,1,1,1
"R_3CHMrR0eCaaD9zm",7,6,6,7,81,"sam","diagnostic","NA","good",6.5,7,6,7,6,82,"robin","non-diagnostic","ND1","good",6.5,2,2,1,2,39,"francis","non-diagnostic","ND2","bad",1.75,1,2,1,2,37,"alex","diagnostic","NA","bad",1.5,36,1,1,1
"R_2zU4Lj0C0dvXFXw",4,3,2,3,56,"sam","diagnostic","NA","good",3,5,6,5,6,74,"robin","non-diagnostic","ND2","good",5.5,3,3,2,3,54,"francis","diagnostic","NA","bad",2.75,6,7,6,7,85,"alex","non-diagnostic","ND1","bad",6.5,36,1,1,1
"R_wNa5nnMnN1YU0g1",6,6,5,7,80,"sam","diagnostic","NA","good",6,5,7,6,6,89,"robin","non-diagnostic","ND2","good",6,2,3,3,2,18,"francis","diagnostic","NA","bad",2.5,4,3,5,3,34,"alex","non-diagnostic","ND1","bad",3.75,31,1,7,2
"R_1rBJTknezdmaeFv",5,6,5,6,76,"sam","diagnostic","NA","good",5.5,6,7,6,7,86,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,54,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,57,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_3JwHQXolusHjBOc",4,7,6,7,79,"sam","diagnostic","NA","good",6,6,7,7,7,83,"robin","non-diagnostic","ND2","good",6.75,1,2,1,2,35,"francis","non-diagnostic","ND1","bad",1.5,2,2,2,1,35,"alex","diagnostic","NA","bad",1.75,36,1,1,1
"R_3R3hixHY49WrXnK",6,7,6,7,82,"sam","diagnostic","NA","good",6.5,7,6,6,7,80,"robin","non-diagnostic","ND2","good",6.5,1,2,2,2,33,"francis","diagnostic","NA","bad",1.75,1,1,2,2,37,"alex","non-diagnostic","ND1","bad",1.5,35,1,1,1
"R_w16Ccd5ljJ3AVEZ",6,7,6,6,86,"sam","diagnostic","NA","good",6.25,5,6,5,7,80,"robin","non-diagnostic","ND2","good",5.75,3,3,4,4,62,"francis","diagnostic","NA","bad",3.5,2,1,2,1,43,"alex","non-diagnostic","ND1","bad",1.5,36,2,1,4
"R_2xPjaofGaYam7r0",5,6,5,6,82,"sam","diagnostic","NA","good",5.5,6,7,6,7,84,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,52,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,53,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_vJpwdZj2C2GuKR3",5,6,5,6,81,"sam","diagnostic","NA","good",5.5,6,7,6,7,82,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,52,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,53,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_2eXYLr5esJ3zyPI",5,6,5,6,80,"sam","diagnostic","NA","good",5.5,6,7,6,7,81,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,53,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,52,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_3HH6fBx0a5PAcgq",7,6,7,6,81,"sam","diagnostic","NA","good",6.5,6,5,5,7,83,"robin","non-diagnostic","ND2","good",5.75,2,3,1,2,32,"francis","diagnostic","NA","bad",2,2,3,2,2,37,"alex","non-diagnostic","ND1","bad",2.25,36,1,1,1
"R_1FgODbIl1oCHYnz",5,6,5,6,76,"sam","diagnostic","NA","good",5.5,4,3,2,3,55,"robin","non-diagnostic","ND1","good",3,6,7,6,7,85,"francis","diagnostic","NA","bad",6.5,3,3,2,3,52,"alex","non-diagnostic","ND2","bad",2.75,36,1,1,1
"R_24wVgAdLedXYNJE",6,7,6,7,81,"sam","diagnostic","NA","good",6.5,6,7,6,6,78,"robin","non-diagnostic","ND2","good",6.25,4,3,4,4,60,"francis","diagnostic","NA","bad",3.75,2,1,2,2,44,"alex","non-diagnostic","ND1","bad",1.75,33,1,3,1
"R_3m51ngsqZz0Pcd9",6,6,7,7,84,"sam","diagnostic","NA","good",6.5,6,6,7,7,88,"robin","non-diagnostic","ND2","good",6.5,4,3,3,4,64,"francis","diagnostic","NA","bad",3.5,2,1,1,2,44,"alex","non-diagnostic","ND1","bad",1.5,46,1,3,4
"R_2QRjtjAQW1dZtkj",5,6,5,6,78,"sam","diagnostic","NA","good",5.5,4,3,2,3,56,"robin","non-diagnostic","ND2","good",3,6,7,6,7,87,"francis","non-diagnostic","ND1","bad",6.5,3,3,2,3,55,"alex","diagnostic","NA","bad",2.75,36,1,1,1
"R_PRIGea6KK5csK09",7,7,6,6,96,"sam","diagnostic","NA","good",6.5,6,7,6,7,92,"robin","non-diagnostic","ND2","good",6.5,2,1,2,2,7,"francis","non-diagnostic","ND1","bad",1.75,2,1,2,1,8,"alex","diagnostic","NA","bad",1.5,35,1,7,2
"R_1doBGz1Y8R0gtN9",6,7,7,6,88,"sam","diagnostic","NA","good",6.5,6,5,6,6,79,"robin","non-diagnostic","ND1","good",5.75,4,4,3,4,62,"francis","non-diagnostic","ND2","bad",3.75,2,1,2,2,41,"alex","diagnostic","NA","bad",1.75,34,2,3,4
"R_DvmE9pGelQdwS8F",7,6,7,7,94,"sam","diagnostic","NA","good",6.75,6,7,6,5,95,"robin","non-diagnostic","ND2","good",6,2,2,2,1,8,"francis","diagnostic","NA","bad",1.75,2,1,2,2,13,"alex","non-diagnostic","ND1","bad",1.75,35,1,7,2
"R_11d4UB28Gl4PcCu",6,7,6,7,87,"sam","diagnostic","NA","good",6.5,3,3,2,3,56,"robin","non-diagnostic","ND2","good",2.75,4,3,2,3,55,"francis","diagnostic","NA","bad",3,5,6,5,6,75,"alex","non-diagnostic","ND1","bad",5.5,36,1,1,1
"R_qPKsia2TUpc1bpL",7,6,6,6,88,"sam","diagnostic","NA","good",6.25,6,6,7,6,82,"robin","non-diagnostic","ND1","good",6.25,2,1,1,2,35,"francis","non-diagnostic","ND2","bad",1.5,1,1,2,2,27,"alex","diagnostic","NA","bad",1.5,36,1,1,1
"R_2aDi8vtP5YtE3zU",6,6,7,6,81,"sam","diagnostic","NA","good",6.25,6,7,6,7,89,"robin","non-diagnostic","ND2","good",6.5,4,4,3,3,62,"francis","diagnostic","NA","bad",3.5,2,2,1,2,44,"alex","non-diagnostic","ND1","bad",1.75,27,1,2,1
"R_2s0fdx9wHDyZqIA",6,7,6,7,83,"sam","diagnostic","NA","good",6.5,7,6,7,7,90,"robin","non-diagnostic","ND1","good",6.75,4,4,5,4,65,"francis","diagnostic","NA","bad",4.25,1,1,1,1,23,"alex","non-diagnostic","ND2","bad",1,28,2,3,4
"R_33pgdMFADJdS2Gi",7,6,7,6,82,"sam","diagnostic","NA","good",6.5,7,6,6,5,82,"robin","non-diagnostic","ND1","good",6,1,2,2,2,27,"francis","diagnostic","NA","bad",1.75,1,2,2,1,32,"alex","non-diagnostic","ND2","bad",1.5,36,1,1,1
"R_9MgAuz9cIroFJ3X",6,7,6,7,87,"sam","diagnostic","NA","good",6.5,5,6,5,6,75,"robin","non-diagnostic","ND2","good",5.5,4,3,2,3,56,"francis","diagnostic","NA","bad",3,5,6,5,6,77,"alex","non-diagnostic","ND1","bad",5.5,36,1,1,1
"R_2Ed6RrdKztcANHb",3,3,2,3,54,"sam","diagnostic","NA","good",2.75,4,3,2,3,53,"robin","non-diagnostic","ND2","good",3,5,6,5,6,75,"francis","non-diagnostic","ND1","bad",5.5,6,7,6,7,85,"alex","diagnostic","NA","bad",6.5,36,1,1,1
"R_3JCcPEik2LQ5VkX",6,7,6,7,82,"sam","diagnostic","NA","good",6.5,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,4,3,4,4,65,"francis","non-diagnostic","ND1","bad",3.75,1,2,1,1,38,"alex","diagnostic","NA","bad",1.25,38,2,2,4
"R_12ygXETp9Teb3oN",5,6,5,6,75,"sam","diagnostic","NA","good",5.5,6,7,6,7,82,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,52,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,52,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_11XVdnmibRsU7Am",6,6,7,7,83,"sam","diagnostic","NA","good",6.5,6,6,7,7,89,"robin","non-diagnostic","ND1","good",6.5,4,3,3,4,64,"francis","diagnostic","NA","bad",3.5,2,1,1,2,43,"alex","non-diagnostic","ND2","bad",1.5,37,1,3,4
"R_33BfO6grGpTrX0p",7,6,7,6,81,"sam","diagnostic","NA","good",6.5,6,7,6,7,85,"robin","non-diagnostic","ND2","good",6.5,2,2,2,3,40,"francis","diagnostic","NA","bad",2.25,1,2,2,3,31,"alex","non-diagnostic","ND1","bad",2,36,1,1,1
"R_3prwwN1EXpIMnQt",6,7,7,6,94,"sam","diagnostic","NA","good",6.5,7,6,7,6,97,"robin","non-diagnostic","ND1","good",6.5,2,2,1,2,13,"francis","non-diagnostic","ND2","bad",1.75,2,1,2,2,9,"alex","diagnostic","NA","bad",1.75,33,1,7,2
"R_5oQNbsCJoleXlGp",6,7,6,7,96,"sam","diagnostic","NA","good",6.5,6,7,6,7,94,"robin","non-diagnostic","ND1","good",6.5,1,2,1,2,16,"francis","diagnostic","NA","bad",1.5,2,2,3,2,11,"alex","non-diagnostic","ND2","bad",2.25,32,2,7,5
"R_123xuKI81QohK3y",6,6,6,7,79,"sam","diagnostic","NA","good",6.25,6,7,7,6,82,"robin","non-diagnostic","ND1","good",6.5,4,4,3,4,63,"francis","non-diagnostic","ND2","bad",3.75,2,3,2,1,44,"alex","diagnostic","NA","bad",2,27,1,2,3
"R_SJ2IwdveDE0vASl",5,6,5,6,81,"sam","diagnostic","NA","good",5.5,6,7,6,7,84,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,52,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,53,"alex","diagnostic","NA","bad",3,36,1,2,4
"R_qPZQqYvjT8iEmgF",5,6,5,6,76,"sam","diagnostic","NA","good",5.5,6,7,6,7,85,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,51,"francis","diagnostic","NA","bad",2.75,4,3,2,3,53,"alex","non-diagnostic","ND1","bad",3,36,1,1,3
"R_20P2Gk6zhPMSgcO",6,5,6,6,77,"sam","diagnostic","NA","good",5.75,6,6,6,6,83,"robin","non-diagnostic","ND1","good",6,4,4,3,4,62,"francis","diagnostic","NA","bad",3.75,2,2,1,2,43,"alex","non-diagnostic","ND2","bad",1.75,36,1,2,3
"R_3ilr0CkG1npdDHp",5,7,6,6,91,"sam","diagnostic","NA","good",6,6,7,6,5,95,"robin","non-diagnostic","ND2","good",6,3,1,2,2,16,"francis","diagnostic","NA","bad",2,2,2,3,2,12,"alex","non-diagnostic","ND1","bad",2.25,36,1,7,5
"R_2zAZH2D3drOjUg7",6,7,6,5,94,"sam","diagnostic","NA","good",6,5,6,6,6,96,"robin","non-diagnostic","ND2","good",5.75,1,2,1,3,12,"francis","non-diagnostic","ND1","bad",1.75,2,3,1,2,11,"alex","diagnostic","NA","bad",2,38,1,7,2
"R_1lcVxi7IDHT4ACy",7,7,7,7,98,"sam","diagnostic","NA","good",7,6,6,5,6,79,"robin","non-diagnostic","ND1","good",5.75,4,3,4,4,62,"francis","non-diagnostic","ND2","bad",3.75,2,2,1,2,41,"alex","diagnostic","NA","bad",1.75,36,1,3,3
"R_AiBrqVVgw1OGDhn",6,5,6,7,81,"sam","diagnostic","NA","good",6,5,6,7,6,80,"robin","non-diagnostic","ND2","good",6,2,2,3,2,40,"francis","diagnostic","NA","bad",2.25,2,1,2,2,35,"alex","non-diagnostic","ND1","bad",1.75,35,1,1,1
"R_3EYlKL61RP4jdzy",6,7,7,6,83,"sam","diagnostic","NA","good",6.5,6,5,6,7,84,"robin","non-diagnostic","ND1","good",6,2,1,2,2,38,"francis","non-diagnostic","ND2","bad",1.75,2,3,2,1,39,"alex","diagnostic","NA","bad",2,35,1,1,1
"R_1rjP0ieIgyfckRV",7,6,7,7,95,"sam","diagnostic","NA","good",6.75,5,7,6,6,90,"robin","non-diagnostic","ND1","good",6,1,2,1,3,9,"francis","non-diagnostic","ND2","bad",1.75,2,1,3,2,9,"alex","diagnostic","NA","bad",2,36,1,7,2
"R_1cZbYFddsMGUxNL",6,7,6,6,86,"sam","diagnostic","NA","good",6.25,6,7,6,5,83,"robin","non-diagnostic","ND1","good",6,2,1,2,1,42,"francis","diagnostic","NA","bad",1.5,2,2,2,2,36,"alex","non-diagnostic","ND2","bad",2,35,1,1,1
"R_24Ofs4uW78zah19",6,6,7,6,79,"sam","diagnostic","NA","good",6.25,5,6,6,7,84,"robin","non-diagnostic","ND1","good",6,2,3,2,1,39,"francis","diagnostic","NA","bad",2,2,1,2,2,29,"alex","non-diagnostic","ND2","bad",1.75,36,1,1,1
"R_3qNH5FDckrXKVHK",5,6,5,6,78,"sam","diagnostic","NA","good",5.5,6,7,6,7,82,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,52,"francis","diagnostic","NA","bad",2.75,4,3,2,3,52,"alex","non-diagnostic","ND1","bad",3,36,1,1,1
"R_TcIhUsfIzBV1AOJ",6,7,7,7,92,"sam","diagnostic","NA","good",6.75,5,7,5,6,95,"robin","non-diagnostic","ND1","good",5.75,3,2,3,1,7,"francis","diagnostic","NA","bad",2.25,2,1,3,2,9,"alex","non-diagnostic","ND2","bad",2,32,1,7,5
"R_2vkzMz3dALPY0xb",5,7,6,6,95,"sam","diagnostic","NA","good",6,5,7,6,6,97,"robin","non-diagnostic","ND2","good",6,3,2,1,2,10,"francis","diagnostic","NA","bad",2,2,1,2,2,4,"alex","non-diagnostic","ND1","bad",1.75,31,1,7,2
"R_V50SkzdzZKBbJbH",5,6,5,6,80,"sam","diagnostic","NA","good",5.5,6,7,6,7,85,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,52,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,53,"alex","diagnostic","NA","bad",3,36,1,2,3
"R_2B9wFTqIFLWTXzP",5,6,5,6,80,"sam","diagnostic","NA","good",5.5,6,7,6,7,84,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,53,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,53,"alex","diagnostic","NA","bad",3,36,1,1,4
"R_3ikYaOIg53Y63Lr",5,6,5,6,78,"sam","diagnostic","NA","good",5.5,6,7,6,7,85,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,53,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,52,"alex","diagnostic","NA","bad",3,36,1,1,4
"R_1nSMFjeg6bTinDQ",6,5,6,5,80,"sam","diagnostic","NA","good",5.5,6,6,7,6,86,"robin","non-diagnostic","ND2","good",6.25,3,2,3,2,35,"francis","diagnostic","NA","bad",2.5,2,1,2,1,42,"alex","non-diagnostic","ND1","bad",1.5,35,1,1,1
"R_33xapWbGjvBjUa5",6,5,6,6,74,"sam","diagnostic","NA","good",5.75,6,5,6,6,80,"robin","non-diagnostic","ND2","good",5.75,2,1,2,2,34,"francis","diagnostic","NA","bad",1.75,2,1,2,1,38,"alex","non-diagnostic","ND1","bad",1.5,35,1,1,1
"R_2YlzDiSFnmNRa76",6,6,6,5,81,"sam","diagnostic","NA","good",5.75,6,6,6,6,84,"robin","non-diagnostic","ND1","good",6,2,1,2,1,33,"francis","diagnostic","NA","bad",1.5,3,2,2,1,41,"alex","non-diagnostic","ND2","bad",2,35,1,1,1
"R_RJQHyvBszaePyBX",6,5,6,7,82,"sam","diagnostic","NA","good",6,6,5,6,6,87,"robin","non-diagnostic","ND1","good",5.75,2,1,2,2,42,"francis","diagnostic","NA","bad",1.75,2,1,2,2,44,"alex","non-diagnostic","ND2","bad",1.75,35,1,1,1
"R_12LpwwT1DdQVyKB",7,6,6,7,96,"sam","diagnostic","NA","good",6.5,6,7,7,7,95,"robin","non-diagnostic","ND2","good",6.75,3,1,2,3,10,"francis","diagnostic","NA","bad",2.25,1,2,1,2,9,"alex","non-diagnostic","ND1","bad",1.5,37,1,7,2
"R_elBsyXGRMnnFA8V",5,6,5,6,79,"sam","diagnostic","NA","good",5.5,6,7,6,7,83,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,53,"francis","diagnostic","NA","bad",2.75,4,3,2,3,52,"alex","non-diagnostic","ND2","bad",3,36,1,2,1
"R_r6W1y6arAS40ppf",7,6,6,7,94,"sam","diagnostic","NA","good",6.5,6,7,6,7,92,"robin","non-diagnostic","ND1","good",6.5,3,2,2,1,10,"francis","non-diagnostic","ND2","bad",2,3,1,3,2,14,"alex","diagnostic","NA","bad",2.25,34,1,7,5
"R_O8t1CLVZ07GQMcV",7,6,7,6,88,"sam","diagnostic","NA","good",6.5,6,5,7,6,95,"robin","non-diagnostic","ND2","good",6,2,1,1,1,14,"francis","diagnostic","NA","bad",1.25,1,1,2,2,15,"alex","non-diagnostic","ND1","bad",1.5,31,1,7,2
"R_1q8lZTy2fiprLhh",6,7,7,6,93,"sam","diagnostic","NA","good",6.5,6,7,7,7,99,"robin","non-diagnostic","ND2","good",6.75,2,2,1,1,6,"francis","diagnostic","NA","bad",1.5,1,1,2,2,3,"alex","non-diagnostic","ND1","bad",1.5,35,1,7,2
"R_2zMzuM3SDBYrDUg",3,3,2,3,51,"sam","diagnostic","NA","good",2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,52,"alex","non-diagnostic","ND2","bad",3,NA,NA,1,1
"R_UL5EQ0D2LAkgZr3",6,7,7,6,86,"sam","diagnostic","NA","good",6.5,6,7,7,7,95,"robin","non-diagnostic","ND1","good",6.75,2,1,2,1,10,"francis","non-diagnostic","ND2","bad",1.5,1,2,2,1,5,"alex","diagnostic","NA","bad",1.5,36,1,7,2
"R_3Gy5ZJQiTqRP2CX",5,6,5,6,79,"sam","diagnostic","NA","good",5.5,6,7,6,7,85,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,52,"francis","diagnostic","NA","bad",2.75,4,3,2,3,53,"alex","non-diagnostic","ND2","bad",3,36,1,1,3
"R_sOqSGu2tYYGVY2Z",6,5,6,6,86,"sam","diagnostic","NA","good",5.75,6,7,6,6,80,"robin","non-diagnostic","ND2","good",6.25,2,1,2,1,43,"francis","diagnostic","NA","bad",1.5,3,2,2,2,45,"alex","non-diagnostic","ND1","bad",2.25,35,1,1,1
"R_RrvwB6rzU6IctwJ",5,6,5,6,79,"sam","diagnostic","NA","good",5.5,6,7,6,7,84,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,51,"francis","diagnostic","NA","bad",2.75,4,3,2,3,54,"alex","non-diagnostic","ND1","bad",3,36,1,1,1
"R_0PXLTxCI6iFoFnX",7,7,6,6,95,"sam","diagnostic","NA","good",6.5,7,6,7,5,92,"robin","non-diagnostic","ND1","good",6.25,3,1,2,1,7,"francis","non-diagnostic","ND2","bad",1.75,2,1,2,1,11,"alex","diagnostic","NA","bad",1.5,38,1,7,2
"R_3JlyJ0PBIlk2LBT",6,7,7,6,92,"sam","diagnostic","NA","good",6.5,6,7,7,7,93,"robin","non-diagnostic","ND1","good",6.75,2,2,1,2,14,"francis","diagnostic","NA","bad",1.75,2,2,1,1,15,"alex","non-diagnostic","ND2","bad",1.5,31,1,7,2
"R_3kM8L5Yh8M7rg1x",5,6,5,6,81,"sam","diagnostic","NA","good",5.5,6,7,6,7,84,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,52,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,53,"alex","diagnostic","NA","bad",3,36,1,1,4
"R_33khdsxg0zTABAw",5,6,5,6,81,"sam","diagnostic","NA","good",5.5,6,7,6,7,85,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,52,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,55,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_OdsEPaWlaMnmaeR",7,6,6,7,81,"sam","diagnostic","NA","good",6.5,6,5,6,7,79,"robin","non-diagnostic","ND1","good",6,2,1,2,1,39,"francis","non-diagnostic","ND2","bad",1.5,2,3,2,1,38,"alex","diagnostic","NA","bad",2,36,1,1,1
"R_3MRlSuFfOEcFgri",5,6,5,6,80,"sam","diagnostic","NA","good",5.5,6,7,6,7,86,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,51,"francis","diagnostic","NA","bad",2.75,4,3,2,3,54,"alex","non-diagnostic","ND1","bad",3,36,1,1,4
"R_2abfA4gy2EE8nDg",7,6,6,7,85,"sam","diagnostic","NA","good",6.5,7,6,6,6,85,"robin","non-diagnostic","ND2","good",6.25,3,2,2,1,43,"francis","diagnostic","NA","bad",2,2,1,2,1,35,"alex","non-diagnostic","ND1","bad",1.5,36,1,1,1
"R_1IuXmmLYYVg4juB",5,6,5,6,76,"sam","diagnostic","NA","good",5.5,6,7,6,7,87,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,54,"francis","non-diagnostic","ND2","bad",2.75,4,3,2,3,58,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_1hShwARm2QVGOHs",5,6,5,6,79,"sam","diagnostic","NA","good",5.5,6,7,6,7,85,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,57,"francis","diagnostic","NA","bad",2.75,4,3,2,3,54,"alex","non-diagnostic","ND1","bad",3,36,1,1,1
"R_2xLDmdvh9KyzbNO",5,6,5,6,74,"sam","diagnostic","NA","good",5.5,6,7,6,7,85,"robin","non-diagnostic","ND2","good",6.5,3,3,2,3,56,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,56,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_Wus6Y6NMDqvPJwR",5,6,5,6,74,"sam","diagnostic","NA","good",5.5,6,7,6,7,86,"robin","non-diagnostic","ND1","good",6.5,3,3,2,3,54,"francis","diagnostic","NA","bad",2.75,4,3,2,3,58,"alex","non-diagnostic","ND2","bad",3,36,1,1,1
"R_2tmsj54erRKLB7a",7,6,6,7,82,"sam","diagnostic","NA","good",6.5,7,6,5,6,83,"robin","non-diagnostic","ND1","good",6,1,1,2,2,32,"francis","non-diagnostic","ND2","bad",1.5,1,2,2,2,36,"alex","diagnostic","NA","bad",1.75,35,1,1,1
"R_z7IsZGdPvN0geUp",6,7,6,7,85,"sam","diagnostic","NA","good",6.5,7,6,6,6,83,"robin","non-diagnostic","ND1","good",6.25,2,3,2,2,41,"francis","diagnostic","NA","bad",2.25,2,1,2,2,25,"alex","non-diagnostic","ND2","bad",1.75,36,1,1,1
