StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_G_M_R_1,S_G_M_R_2,S_G_M_R_3,S_G_M_R_4,S_G_M_M_1,R_G_ND1_R_1,R_G_ND1_R_2,R_G_ND1_R_3,R_G_ND1_R_4,R_G_ND1_M_1,A_B_M_R_1,A_B_M_R_2,A_B_M_R_3,A_B_M_R_4,A_B_M_M_1,F_B_ND2_R_1,F_B_ND2_R_2,F_B_ND2_R_3,F_B_ND2_R_4,F_B_ND2_M_1,attn_chk_1Q,attn_chk_2_Q,S_G_ND1_R_1,S_G_ND1_R_2,S_G_ND1_R_3,S_G_ND1_R_4,S_G_ND1_M_1,R_G_M_R_1,R_G_M_R_2,R_G_M_R_3,R_G_M_R_4,R_G_M_M_1,A_B_ND2_R_1,A_B_ND2_R_2,A_B_ND2_R_3,A_B_ND2_R_4,A_B_ND2_M_1,F_B_M_R_1,F_B_M_R_2,F_B_M_R_3,F_B_M_R_4,F_B_M_M_1,R_G_ND2_R_1,R_G_ND2_R_2,R_G_ND2_R_3,R_G_ND2_R_4,R_G_ND2_M_1,F_B_ND1_R_1,F_B_ND1_R_2,F_B_ND1_R_3,F_B_ND1_R_4,F_B_ND1_M_1,S_G_ND2_R_1,S_G_ND2_R_2,S_G_ND2_R_3,S_G_ND2_R_4,S_G_ND2_M_1,A_B_ND1_R_1,A_B_ND1_R_2,A_B_ND1_R_3,A_B_ND1_R_4,A_B_ND1_M_1,previous_version,FL_59_DO,FL_6_DO,FL_26_DO,FL_27_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_31_DO,FL_93_DO,FL_100_DO
2022-04-12 11:35:14,2022-04-12 11:36:34,0,100,79,1,2022-04-12 11:36:34,R_2qgSrT5btzOKvrK,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,,,,,,,,,,,7,5,6,6,5,6,56,7,6,5,6,66,5,6,6,4,55,6,5,5,6,56,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,attn1|attn2|F_B_M|S_G_ND1|A_B_ND2|R_G_M,,,,,,
2022-04-12 11:27:42,2022-04-12 11:36:49,0,100,547,1,2022-04-12 11:36:50,R_5drue1inSEdkCQx,,,,,anonymous,EN,1,40,1,,,,,,,,,,,,3,2,2,3,22,,,,,,7,2,,,,,,6,6,7,6,88,,,,,,,,,,,,,,,,3,2,3,2,22,6,5,6,6,75,,,,,,2,FL_6,FL_100,,,,,,,,F_B_ND1|A_B_M|R_G_M|attn1|S_G_ND2|attn2
2022-04-12 11:31:17,2022-04-12 11:36:53,0,100,335,1,2022-04-12 11:36:55,R_1oFPHCtZ3tmS7In,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,2,2,6,5,6,6,61,5,6,6,6,42,6,5,5,5,50,6,5,6,6,58,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,attn1|S_G_ND1|attn2|R_G_M|F_B_M|A_B_ND2,,,,,,
2022-04-12 11:34:05,2022-04-12 11:37:03,0,100,178,1,2022-04-12 11:37:04,R_3M3Whqjev6zNEl7,,,,,anonymous,EN,1,45,1,,6,5,4,7,79,5,3,6,4,82,,,,,,,,,,,1,2,,,,,,,,,,,6,5,4,6,77,6,5,4,7,81,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,attn1|S_G_M|R_G_ND1|attn2|A_B_ND2|F_B_M,,,,,
2022-04-12 11:34:46,2022-04-12 11:37:15,0,100,148,1,2022-04-12 11:37:15,R_10vglpOSQHzMbY6,,,,,anonymous,EN,1,38,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,5,6,6,89,,,,,,6,5,6,5,92,,,,,,,,,,,6,5,6,6,100,6,4,6,6,84,2,FL_6,FL_31,,,,,,A_B_ND1|attn1|attn2|S_G_ND2|R_G_M|F_B_M,,
2022-04-12 11:35:55,2022-04-12 11:37:19,0,100,84,1,2022-04-12 11:37:19,R_27kaxGS4cqPzoWF,,,,,anonymous,EN,1,28,2,,6,7,5,6,70,6,5,5,6,65,7,5,6,6,81,7,6,6,5,60,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,R_G_ND1|F_B_ND2|attn1|S_G_M|attn2|A_B_M,,,,,,,
2022-04-12 11:11:54,2022-04-12 11:37:23,0,100,1529,1,2022-04-12 11:37:23,R_1P5BBe5SdlFBaP4,,,,,anonymous,EN,1,50,2,,6,7,6,6,83,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,3,2,1,2,17,6,5,5,5,61,,,,,,,,,,,3,4,4,3,26,2,FL_6,FL_93,,,,,,,A_B_ND1|R_G_ND2|attn2|attn1|S_G_M|F_B_M,
2022-04-12 11:33:21,2022-04-12 11:37:23,0,100,242,1,2022-04-12 11:37:24,R_3kBpSPAxqC20UZR,,,,,anonymous,EN,1,33,1,,,,,,,,,,,,4,7,5,7,55,2,3,4,1,40,3,2,2,6,3,1,36,7,3,1,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_29,,,,A_B_M|attn1|S_G_ND1|F_B_ND2|attn2|R_G_M,,,,
2022-04-12 11:34:28,2022-04-12 11:37:53,0,100,205,1,2022-04-12 11:37:54,R_3GoX5yaYZEJIOCR,,,,,anonymous,EN,1,43,1,,,,,,,,,,,,6,6,7,6,71,,,,,,2,3,,,,,,7,6,5,7,69,,,,,,,,,,,,,,,,7,6,5,6,68,7,5,7,6,72,,,,,,1,FL_6,FL_100,,,,,,,,S_G_ND2|R_G_M|F_B_ND1|A_B_M|attn1|attn2
2022-04-12 11:36:02,2022-04-12 11:38:01,0,100,118,1,2022-04-12 11:38:01,R_3MfXeyi0cnPi9T5,,,,,anonymous,EN,1,33,2,,6,7,7,6,100,6,7,7,7,91,1,1,1,1,5,2,2,1,1,17,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,S_G_M|attn1|R_G_ND1|F_B_ND2|attn2|A_B_M,,,,,,,
2022-04-12 11:36:31,2022-04-12 11:38:16,0,100,104,1,2022-04-12 11:38:16,R_2Uf0nfTKkIhQN8Q,,,,,anonymous,EN,1,36,1,,,,,,,,,,,,6,7,7,7,89,7,6,7,7,95,1,5,7,6,6,6,79,7,6,6,6,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,attn1|attn2|F_B_ND2|R_G_M|S_G_ND1|A_B_M,,,,
2022-04-12 11:11:28,2022-04-12 11:38:19,0,100,1610,1,2022-04-12 11:38:20,R_AnFSwaSFGAQq2Y1,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,2,2,2,2,36,6,6,6,6,82,7,2,6,6,6,6,94,6,6,6,6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,F_B_ND2|S_G_ND1|A_B_M|attn1|attn2|R_G_M,,,,
2022-04-12 11:30:43,2022-04-12 11:38:28,0,100,465,1,2022-04-12 11:38:28,R_3flUohptanmsOpV,,,,,anonymous,EN,1,24,1,,,,,,,,,,,,4,6,3,6,64,,,,,,7,2,,,,,,4,7,2,1,61,,,,,,,,,,,,,,,,5,6,1,4,62,1,7,6,4,50,,,,,,2,FL_6,FL_100,,,,,,,,attn1|F_B_ND1|A_B_M|S_G_ND2|R_G_M|attn2
2022-04-12 11:36:35,2022-04-12 11:38:29,0,100,113,1,2022-04-12 11:38:29,R_234c6LKII3LNvC8,,,,,anonymous,EN,1,58,1,,,,,,,,,,,,,,,,,,,,,,7,2,7,6,5,6,76,7,6,6,7,87,7,6,7,6,83,6,5,6,7,84,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,R_G_M|F_B_M|A_B_ND2|attn2|S_G_ND1|attn1,,,,,,
2022-04-12 11:35:30,2022-04-12 11:38:43,0,100,193,1,2022-04-12 11:38:44,R_3JohbGhYsEqg2OZ,,,,,anonymous,EN,1,47,1,,5,6,5,6,74,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,6,6,5,6,66,5,6,5,6,75,,,,,,,,,,,5,6,5,6,74,1,FL_6,FL_93,,,,,,,attn1|R_G_ND2|attn2|S_G_M|A_B_ND1|F_B_M,
2022-04-12 11:36:55,2022-04-12 11:38:57,0,100,121,1,2022-04-12 11:38:57,R_DAUrmwM3mZDtSjD,,,,,anonymous,EN,1,33,2,,,,,,,,,,,,,,,,,,,,,,7,2,4,5,3,5,45,4,6,5,4,63,5,3,6,4,59,5,3,6,4,62,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,attn2|S_G_ND1|A_B_ND2|R_G_M|attn1|F_B_M,,,,,,
2022-04-12 11:28:44,2022-04-12 11:39:39,0,100,655,1,2022-04-12 11:39:39,R_2afSCxptw0WAzOw,,,,,anonymous,EN,1,28,1,,4,6,6,7,81,,,,,,7,5,5,6,77,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,5,6,7,7,79,5,6,6,7,81,,,,,,,,,,,3,FL_6,FL_30,,,,,F_B_ND1|A_B_M|attn2|S_G_M|attn1|R_G_ND2,,,
2022-04-12 11:38:36,2022-04-12 11:40:14,0,100,98,1,2022-04-12 11:40:15,R_1oAWJDIG0uk3wJH,,,,,anonymous,EN,1,24,1,,4,6,5,6,70,4,6,5,4,72,,,,,,,,,,,7,4,,,,,,,,,,,5,4,5,6,75,4,6,5,5,66,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,R_G_ND1|F_B_M|attn1|A_B_ND2|attn2|S_G_M,,,,,
2022-04-12 11:36:21,2022-04-12 11:40:24,0,100,242,1,2022-04-12 11:40:24,R_1NCj6JdxQnJJ8PJ,,,,,anonymous,EN,1,39,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,5,5,5,5,51,,,,,,5,5,5,5,51,,,,,,,,,,,5,5,5,5,51,3,3,3,3,49,2,FL_6,FL_31,,,,,,attn2|A_B_ND1|R_G_M|S_G_ND2|F_B_M|attn1,,
2022-04-12 11:37:17,2022-04-12 11:40:50,0,100,213,1,2022-04-12 11:40:51,R_2bOb4U4ElEfNnH7,,,,,anonymous,EN,1,35,1,,6,7,7,6,92,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,2,1,1,2,7,5,6,6,5,70,,,,,,,,,,,3,2,3,3,24,2,FL_6,FL_93,,,,,,,R_G_ND2|A_B_ND1|F_B_M|attn1|attn2|S_G_M,
2022-04-12 11:39:29,2022-04-12 11:41:02,0,100,92,1,2022-04-12 11:41:02,R_31BqEmPDX8nkGIt,,,,,anonymous,EN,1,25,1,,7,5,6,7,72,6,6,5,7,71,,,,,,,,,,,7,2,,,,,,,,,,,6,6,7,5,75,5,7,6,6,73,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,S_G_M|attn2|R_G_ND1|attn1|A_B_ND2|F_B_M,,,,,
2022-04-12 11:38:41,2022-04-12 11:41:11,0,100,149,1,2022-04-12 11:41:11,R_BAgbcHAQ3m9RANH,,,,,anonymous,EN,1,24,2,,7,5,5,5,72,,,,,,5,4,5,5,74,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,6,4,5,6,84,6,6,7,7,80,,,,,,,,,,,1,FL_6,FL_30,,,,,attn1|F_B_ND1|R_G_ND2|S_G_M|A_B_M|attn2,,,
2022-04-12 11:39:22,2022-04-12 11:41:14,0,100,112,1,2022-04-12 11:41:14,R_YWWlqqkeW7W24y5,,,,,anonymous,EN,1,32,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,5,6,6,7,84,,,,,,2,1,2,1,19,,,,,,,,,,,6,6,7,7,86,1,3,1,2,15,2,FL_6,FL_31,,,,,,S_G_ND2|F_B_M|R_G_M|attn2|A_B_ND1|attn1,,
2022-04-12 11:36:49,2022-04-12 11:41:15,0,100,265,1,2022-04-12 11:41:15,R_1QN7N8S5wbB2jLc,,,,,anonymous,EN,1,25,1,,7,4,7,6,97,5,7,6,6,74,,,,,,,,,,,7,2,,,,,,,,,,,7,7,6,5,89,5,6,6,6,75,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn1|attn2|S_G_M|A_B_ND2|F_B_M|R_G_ND1,,,,,
2022-04-12 11:38:19,2022-04-12 11:41:38,0,100,199,1,2022-04-12 11:41:39,R_3n8zH6Rt48CafGq,,,,,anonymous,EN,1,35,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,4,4,100,,,,,,1,1,1,1,0,,,,,,,,,,,7,7,7,7,99,1,1,1,2,9,1,FL_6,FL_31,,,,,,F_B_M|attn1|attn2|S_G_ND2|R_G_M|A_B_ND1,,
2022-04-12 11:40:10,2022-04-12 11:41:45,0,100,95,1,2022-04-12 11:41:46,R_USxs6aWILfU1WlH,,,,,anonymous,EN,1,27,1,,6,4,5,7,80,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,5,4,7,5,82,4,6,7,4,80,,,,,,,,,,,5,3,6,5,91,1,FL_6,FL_93,,,,,,,S_G_M|R_G_ND2|A_B_ND1|attn2|F_B_M|attn1,
2022-04-12 11:33:49,2022-04-12 11:41:51,0,100,482,1,2022-04-12 11:41:52,R_300tsqRs8U9K4Fd,,,,,anonymous,EN,1,29,2,,,,,,,,,,,,1,1,1,1,96,1,1,1,1,84,7,1,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,attn2|F_B_ND2|A_B_M|R_G_M|attn1|S_G_ND1,,,,
2022-04-12 11:41:28,2022-04-12 11:42:36,0,100,67,1,2022-04-12 11:42:36,R_3Rx2XSLK2HjmuPk,,,,,anonymous,EN,1,33,1,,,,,,,,,,,,,,,,,,,,,,1,3,5,3,5,3,63,4,4,4,4,70,5,6,7,6,73,5,7,1,4,72,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,attn2|A_B_ND2|F_B_M|S_G_ND1|attn1|R_G_M,,,,,,
2022-04-12 11:39:47,2022-04-12 11:42:42,0,100,175,1,2022-04-12 11:42:43,R_NXhguGcl8q97Zcd,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,6,5,6,6,72,6,5,6,6,85,4,2,6,5,6,6,79,6,5,6,6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,F_B_ND2|attn2|A_B_M|attn1|S_G_ND1|R_G_M,,,,
2022-04-12 11:39:43,2022-04-12 11:43:08,0,100,205,1,2022-04-12 11:43:10,R_3gLWrxwAl6AAaBa,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,7,4,1,6,69,,,,,,7,2,,,,,,1,6,4,4,92,,,,,,,,,,,,,,,,3,7,4,3,75,7,4,4,5,88,,,,,,1,FL_6,FL_100,,,,,,,,attn1|attn2|F_B_ND1|A_B_M|R_G_M|S_G_ND2
2022-04-12 11:40:01,2022-04-12 11:43:50,0,100,228,1,2022-04-12 11:43:50,R_4ZxuPMFvkqP8k8h,,,,,anonymous,EN,1,55,2,,,,,,,,,,,,5,2,7,6,82,,,,,,7,4,,,,,,6,4,7,5,82,,,,,,,,,,,,,,,,5,6,7,4,81,6,3,5,7,71,,,,,,1,FL_6,FL_100,,,,,,,,F_B_ND1|A_B_M|R_G_M|attn1|S_G_ND2|attn2
2022-04-12 11:42:59,2022-04-12 11:44:04,0,100,65,1,2022-04-12 11:44:05,R_2w4aeVSh4kBl1OF,,,,,anonymous,EN,1,25,1,,7,7,6,6,89,5,7,7,6,96,,,,,,,,,,,7,2,,,,,,,,,,,7,6,7,5,70,5,7,6,6,70,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|A_B_ND2|S_G_M|attn2|attn1|F_B_M,,,,,
2022-04-12 11:42:14,2022-04-12 11:44:36,0,100,142,1,2022-04-12 11:44:36,R_3NyPMimCGZAzguQ,,,,,anonymous,EN,1,41,2,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,7,4,6,5,74,,,,,,6,7,4,5,72,,,,,,,,,,,6,5,6,4,69,7,4,5,6,69,1,FL_6,FL_31,,,,,,attn2|F_B_M|S_G_ND2|attn1|A_B_ND1|R_G_M,,
2022-04-12 11:42:43,2022-04-12 11:44:46,0,100,122,1,2022-04-12 11:44:46,R_UgqWMYd6oZx7A2Z,,,,,anonymous,EN,1,49,1,,7,6,5,6,82,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,7,6,5,7,75,7,5,6,7,74,,,,,,,,,,,7,6,5,6,77,1,FL_6,FL_93,,,,,,,attn2|R_G_ND2|F_B_M|attn1|A_B_ND1|S_G_M,
2022-04-12 11:42:54,2022-04-12 11:44:48,0,100,114,1,2022-04-12 11:44:49,R_2y78ylqLhU3wfoD,,,,,anonymous,EN,1,63,2,,6,7,7,6,77,,,,,,6,6,7,7,93,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,6,7,7,6,99,6,7,6,7,83,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|R_G_ND2|attn2|S_G_M|F_B_ND1|attn1,,,
2022-04-12 11:43:01,2022-04-12 11:44:50,0,100,108,1,2022-04-12 11:44:50,R_3Pidwhb2q3scwVz,,,,,anonymous,EN,1,30,1,,5,6,5,6,70,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,6,5,6,5,80,6,5,6,5,80,,,,,,,,,,,6,5,6,5,81,2,FL_6,FL_93,,,,,,,S_G_M|R_G_ND2|F_B_M|attn2|attn1|A_B_ND1,
2022-04-12 11:37:59,2022-04-12 11:45:09,0,100,430,1,2022-04-12 11:45:09,R_3elsJk9etPI2dhU,,,,,anonymous,EN,1,42,1,,,,,,,,,,,,7,6,4,5,57,7,7,4,7,58,1,5,7,6,6,7,60,4,5,6,6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,A_B_M|attn2|R_G_M|attn1|F_B_ND2|S_G_ND1,,,,
2022-04-12 11:42:05,2022-04-12 11:45:13,0,100,188,1,2022-04-12 11:45:14,R_2Sfvcc3RjxBkbnx,,,,,anonymous,EN,1,34,1,,4,7,6,6,58,5,4,7,5,56,5,4,6,5,58,7,5,7,5,61,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,F_B_ND2|S_G_M|A_B_M|attn1|R_G_ND1|attn2,,,,,,,
2022-04-12 11:44:23,2022-04-12 11:45:30,0,100,66,1,2022-04-12 11:45:30,R_1otG5CysgqX7Crr,,,,,anonymous,EN,1,28,1,,4,7,5,6,79,4,6,5,6,72,,,,,,,,,,,7,4,,,,,,,,,,,5,6,1,6,75,2,1,6,7,70,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|S_G_M|attn1|F_B_M|attn2|A_B_ND2,,,,,
2022-04-12 11:43:29,2022-04-12 11:45:31,0,100,122,1,2022-04-12 11:45:32,R_p6h18IiHZVQWa9r,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,5,7,6,7,65,,,,,,6,5,7,6,80,,,,,,,,,,,6,5,7,6,68,5,7,7,5,83,1,FL_6,FL_31,,,,,,attn2|attn1|F_B_M|R_G_M|A_B_ND1|S_G_ND2,,
2022-04-12 11:41:26,2022-04-12 11:45:36,0,100,249,1,2022-04-12 11:45:36,R_RbrQo6zIfWarFaF,,,,,anonymous,EN,1,48,1,,,,,,,,,,,,7,6,4,5,71,7,5,6,7,86,1,3,7,5,6,5,75,7,5,7,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,attn2|S_G_ND1|attn1|F_B_ND2|A_B_M|R_G_M,,,,
2022-04-12 11:42:34,2022-04-12 11:45:40,0,100,185,1,2022-04-12 11:45:41,R_Z8Hlti9IkFZyiaJ,,,,,anonymous,EN,1,40,1,,,,,,,,,,,,5,6,5,5,66,6,5,5,4,62,7,2,5,5,4,5,56,6,5,4,5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,attn2|S_G_ND1|R_G_M|A_B_M|F_B_ND2|attn1,,,,
2022-04-12 11:42:10,2022-04-12 11:45:52,0,100,221,1,2022-04-12 11:45:52,R_1CKmkjHbC6U3Vvl,,,,,anonymous,EN,1,32,2,,,,,,,,,,,,,,,,,,,,,,7,2,7,7,7,7,98,7,7,7,7,93,1,1,1,1,3,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,F_B_M|A_B_ND2|attn1|attn2|R_G_M|S_G_ND1,,,,,,
2022-04-12 11:44:34,2022-04-12 11:46:25,0,100,111,1,2022-04-12 11:46:25,R_2rGaGfpQHfpSo4Q,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,,,,,,1,3,7,6,7,6,97,6,6,6,7,98,6,6,6,7,96,1,6,6,7,99,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,F_B_M|attn1|A_B_ND2|R_G_M|attn2|S_G_ND1,,,,,,
2022-04-12 11:44:56,2022-04-12 11:47:09,0,100,133,1,2022-04-12 11:47:09,R_TvgET0UF51aher7,,,,,anonymous,EN,1,36,1,,,,,,,,,,,,1,2,1,2,23,,,,,,7,2,,,,,,6,6,7,7,86,,,,,,,,,,,,,,,,2,1,1,2,21,6,6,7,6,84,,,,,,2,FL_6,FL_100,,,,,,,,attn2|R_G_M|A_B_M|attn1|S_G_ND2|F_B_ND1
2022-04-12 11:41:36,2022-04-12 11:47:44,0,100,367,1,2022-04-12 11:47:44,R_p4SGW7z32HS8M8h,,,,,anonymous,EN,1,28,2,,7,7,7,7,85,,,,,,1,1,1,1,13,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,1,1,1,3,29,,,,,,,,,,,1,FL_6,FL_30,,,,,attn2|A_B_M|attn1|F_B_ND1|R_G_ND2|S_G_M,,,
2022-04-12 11:47:23,2022-04-12 11:48:37,0,100,74,1,2022-04-12 11:48:39,R_2pJqxTtot3cQlR1,,,,,anonymous,EN,1,30,1,,1,6,7,3,64,7,3,6,3,86,3,1,1,6,76,4,3,1,5,85,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,A_B_M|attn1|S_G_M|F_B_ND2|attn2|R_G_ND1,,,,,,,
2022-04-12 11:44:50,2022-04-12 11:48:38,0,100,227,1,2022-04-12 11:48:40,R_3IcwFCaiCBzZns0,,,,,anonymous,EN,1,26,1,,,,,,,,,,,,,,,,,,,,,,7,2,6,4,7,5,75,3,6,3,6,65,7,5,7,6,76,7,4,7,6,72,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,S_G_ND1|A_B_ND2|attn1|F_B_M|R_G_M|attn2,,,,,,
2022-04-12 11:12:23,2022-04-12 11:49:07,0,100,2203,1,2022-04-12 11:49:07,R_3McigU3BmtDHV0G,,,,,anonymous,EN,1,46,2,,4,5,4,4,48,,,,,,3,6,4,2,40,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,5,3,6,3,34,4,5,7,4,45,,,,,,,,,,,1,FL_6,FL_30,,,,,attn2|S_G_M|attn1|F_B_ND1|A_B_M|R_G_ND2,,,
2022-04-12 11:46:47,2022-04-12 11:49:20,0,100,153,1,2022-04-12 11:49:21,R_zYer7rPgbsBeZ1L,,,,,anonymous,EN,1,28,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,5,6,5,4,72,,,,,,5,4,7,4,72,,,,,,,,,,,6,4,5,5,85,4,5,5,6,69,2,FL_6,FL_31,,,,,,R_G_M|F_B_M|A_B_ND1|S_G_ND2|attn1|attn2,,
2022-04-12 11:46:11,2022-04-12 11:49:28,0,100,197,1,2022-04-12 11:49:28,R_vvtcMUcY2VKeciB,,,,,anonymous,EN,1,34,1,,,,,,,,,,,,7,6,6,5,80,,,,,,2,5,,,,,,7,5,4,6,91,,,,,,,,,,,,,,,,7,6,6,6,86,6,6,4,6,81,,,,,,1,FL_6,FL_100,,,,,,,,S_G_ND2|F_B_ND1|attn1|A_B_M|R_G_M|attn2
2022-04-12 11:43:47,2022-04-12 11:49:40,0,100,352,1,2022-04-12 11:49:41,R_sTnkpWq2pEXDLkR,,,,,anonymous,EN,1,30,2,,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,7,2,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|A_B_ND2|attn2|F_B_M|S_G_M|attn1,,,,,
2022-04-12 11:48:32,2022-04-12 11:49:49,0,100,77,1,2022-04-12 11:49:50,R_2n2nsvWKqHXc0tb,,,,,anonymous,EN,1,25,1,,6,5,6,6,79,,,,,,6,5,6,5,58,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,7,5,5,5,55,6,5,4,6,62,,,,,,,,,,,2,FL_6,FL_30,,,,,F_B_ND1|attn2|R_G_ND2|attn1|S_G_M|A_B_M,,,
2022-04-12 11:46:47,2022-04-12 11:50:16,0,100,208,1,2022-04-12 11:50:16,R_1Hi5RX9VZ4MaS7Z,,,,,anonymous,EN,1,37,1,,5,6,6,6,66,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,5,6,6,6,74,4,6,6,6,63,,,,,,,,,,,5,6,6,6,66,1,FL_6,FL_93,,,,,,,R_G_ND2|A_B_ND1|attn2|attn1|S_G_M|F_B_M,
2022-04-12 11:49:07,2022-04-12 11:50:59,0,100,112,1,2022-04-12 11:51:00,R_2Wxu3eoK1g6YQ9a,,,,,anonymous,EN,1,30,1,,5,6,5,6,100,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,5,6,5,6,100,4,6,7,6,72,,,,,,,,,,,5,6,5,6,100,1,FL_6,FL_93,,,,,,,S_G_M|attn1|F_B_M|A_B_ND1|R_G_ND2|attn2,
2022-04-12 11:49:58,2022-04-12 11:51:12,0,100,74,1,2022-04-12 11:51:12,R_2BaeXaebK666fsX,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,1,6,6,4,46,,,,,,7,2,,,,,,3,4,5,4,50,,,,,,,,,,,,,,,,1,6,5,3,54,1,7,6,5,59,,,,,,3,FL_6,FL_100,,,,,,,,attn1|S_G_ND2|A_B_M|R_G_M|attn2|F_B_ND1
2022-04-12 11:23:21,2022-04-12 11:52:25,0,100,1743,1,2022-04-12 11:52:25,R_3KD6mXOm1WjTIC9,,,,,anonymous,EN,1,37,1,,,,,,,,,,,,1,1,1,1,8,,,,,,7,2,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,2,1,1,1,5,7,7,7,7,100,,,,,,2,FL_6,FL_100,,,,,,,,F_B_ND1|attn1|A_B_M|attn2|R_G_M|S_G_ND2
2022-04-12 11:50:15,2022-04-12 11:53:11,0,100,176,1,2022-04-12 11:53:12,R_3j6ewEWTqgGYVLk,,,,,anonymous,EN,1,40,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,7,7,5,78,,,,,,4,5,7,7,88,,,,,,,,,,,4,5,6,7,77,7,6,5,5,81,3,FL_6,FL_31,,,,,,R_G_M|A_B_ND1|attn1|F_B_M|attn2|S_G_ND2,,
