"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_AbyPjFhSwI8v2Lf",6,7,6,7,81,"sam","diagnostic","NA","good",6.5,7,6,7,6,82,"robin","non-diagnostic","ND1","good",6.5,7,6,7,6,90,"francis","non-diagnostic","ND2","bad",6.5,6,5,7,6,82,"alex","diagnostic","NA","bad",6,31,2,1,2
"R_qEFOGsf5pQonIEp",7,7,6,7,100,"sam","diagnostic","NA","good",6.75,7,6,7,6,100,"robin","non-diagnostic","ND1","good",6.5,7,6,7,6,100,"francis","diagnostic","NA","bad",6.5,1,2,1,2,1,"alex","non-diagnostic","ND2","bad",1.5,19,1,7,5
"R_9GiLMfPGKU7EypX",6,5,6,5,82,"sam","diagnostic","NA","good",5.5,5,6,5,6,82,"robin","non-diagnostic","ND2","good",5.5,6,5,6,5,92,"francis","diagnostic","NA","bad",5.5,6,5,6,5,82,"alex","non-diagnostic","ND1","bad",5.5,32,1,7,4
"R_2fWaFLCANraMzkt",7,7,7,6,84,"sam","diagnostic","NA","good",6.75,7,7,7,6,87,"robin","non-diagnostic","ND2","good",6.75,7,7,7,7,78,"francis","non-diagnostic","ND1","bad",7,7,7,7,7,93,"alex","diagnostic","NA","bad",7,43,2,7,2
"R_6Wszk84OLBCVwpX",7,7,6,7,100,"sam","diagnostic","NA","good",6.75,7,5,6,7,87,"robin","non-diagnostic","ND2","good",6.25,3,2,3,2,43,"francis","diagnostic","NA","bad",2.5,4,2,2,2,19,"alex","non-diagnostic","ND1","bad",2.5,30,1,7,2
"R_CdnCkHFbSzB0TE5",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,87,"robin","non-diagnostic","ND1","good",7,1,1,1,1,9,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND2","bad",1,44,1,7,2
"R_DSslFEc4vzaid7H",7,7,7,7,69,"sam","diagnostic","NA","good",7,5,5,5,5,69,"robin","non-diagnostic","ND2","good",5,3,3,3,3,42,"francis","diagnostic","NA","bad",3,1,1,1,1,29,"alex","non-diagnostic","ND1","bad",1,34,2,7,2
"R_22RJGfNdFn3mShM",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,31,1,7,2
"R_3dZaPB4mzK3DZCr",4,3,5,6,100,"sam","diagnostic","NA","good",4.5,3,3,5,4,100,"robin","non-diagnostic","ND1","good",3.75,6,5,4,3,100,"francis","non-diagnostic","ND2","bad",4.5,5,4,3,5,85,"alex","diagnostic","NA","bad",4.25,23,1,7,2
"R_1ewmLP6VbCgfIJW",4,7,6,1,82,"sam","diagnostic","NA","good",4.5,6,1,5,1,64,"robin","non-diagnostic","ND2","good",3.25,6,7,2,3,66,"francis","diagnostic","NA","bad",4.5,2,7,5,1,60,"alex","non-diagnostic","ND1","bad",3.75,24,1,7,2
"R_1mq1J42e0ZQfyKl",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,6,"alex","diagnostic","NA","bad",1,40,1,7,2
"R_23fUaIquqMAfUQ0",7,7,7,7,90,"sam","diagnostic","NA","good",7,7,7,7,7,93,"robin","non-diagnostic","ND1","good",7,2,2,2,2,23,"francis","non-diagnostic","ND2","bad",2,1,1,1,1,16,"alex","diagnostic","NA","bad",1,64,1,7,2
"R_3iIjlUnonENRp6a",5,5,5,5,71,"sam","diagnostic","NA","good",5,5,5,5,5,72,"robin","non-diagnostic","ND1","good",5,3,3,3,3,29,"francis","non-diagnostic","ND2","bad",3,3,3,3,3,29,"alex","diagnostic","NA","bad",3,28,1,7,2
"R_3KPGzbCDz0s6RW7",4,6,5,7,83,"sam","diagnostic","NA","good",5.5,5,3,7,5,94,"robin","non-diagnostic","ND2","good",5,5,6,5,2,82,"francis","diagnostic","NA","bad",4.5,6,3,7,5,82,"alex","non-diagnostic","ND1","bad",5.25,46,2,7,2
"R_1DAX4tQckyqIDLR",4,5,6,6,95,"sam","diagnostic","NA","good",5.25,4,6,5,4,85,"robin","non-diagnostic","ND2","good",4.75,4,5,6,5,100,"francis","diagnostic","NA","bad",5,6,5,6,5,87,"alex","non-diagnostic","ND1","bad",5.5,35,1,7,2
"R_2sT2Bu0S3Sqp8SU",7,7,7,5,94,"sam","diagnostic","NA","good",6.5,7,6,7,6,90,"robin","non-diagnostic","ND1","good",6.5,3,2,1,2,19,"francis","non-diagnostic","ND2","bad",2,1,2,3,2,18,"alex","diagnostic","NA","bad",2,24,1,7,2
"R_9ZCjciRRiJ4pwhb",7,5,6,7,100,"sam","diagnostic","NA","good",6.25,6,7,5,6,100,"robin","non-diagnostic","ND1","good",6,6,5,5,6,100,"francis","diagnostic","NA","bad",5.5,6,5,6,5,98,"alex","non-diagnostic","ND2","bad",5.5,34,1,7,1
"R_4GaXHDgFXQrjK81",4,6,4,4,59,"sam","diagnostic","NA","good",4.5,4,5,3,5,58,"robin","non-diagnostic","ND1","good",4.25,4,5,3,5,61,"francis","diagnostic","NA","bad",4.25,4,6,5,5,56,"alex","non-diagnostic","ND2","bad",5,57,1,7,2
"R_1FIZR8ApNuuOttv",6,7,7,6,74,"sam","diagnostic","NA","good",6.5,6,7,6,6,72,"robin","non-diagnostic","ND2","good",6.25,6,6,7,6,88,"francis","non-diagnostic","ND1","bad",6.25,6,6,7,7,73,"alex","diagnostic","NA","bad",6.5,32,2,7,2
"R_TkkFsFnAei8tKc9",6,3,7,5,82,"sam","diagnostic","NA","good",5.25,5,7,6,3,82,"robin","non-diagnostic","ND2","good",5.25,5,7,6,3,82,"francis","non-diagnostic","ND1","bad",5.25,5,7,5,3,82,"alex","diagnostic","NA","bad",5,28,2,7,5
"R_r1tsvnTDMPVoBZT",6,6,6,6,76,"sam","diagnostic","NA","good",6,6,6,6,6,63,"robin","non-diagnostic","ND1","good",6,3,2,2,2,29,"francis","non-diagnostic","ND2","bad",2.25,3,3,3,3,34,"alex","diagnostic","NA","bad",3,41,2,7,2
"R_6Fop7ORUMp8DZ9T",7,7,7,6,91,"sam","diagnostic","NA","good",6.75,6,7,6,5,72,"robin","non-diagnostic","ND1","good",6,3,4,4,6,56,"francis","non-diagnostic","ND2","bad",4.25,2,1,1,2,18,"alex","diagnostic","NA","bad",1.5,25,2,2,2
"R_1gIb7Di6jl6yrJ6",7,5,6,6,68,"sam","diagnostic","NA","good",6,6,7,5,7,68,"robin","non-diagnostic","ND1","good",6.25,7,5,6,7,74,"francis","diagnostic","NA","bad",6.25,7,6,7,7,75,"alex","non-diagnostic","ND2","bad",6.75,27,1,7,2
"R_3wpGU8Pc6QxYC77",7,7,7,7,90,"sam","diagnostic","NA","good",7,7,7,7,7,85,"robin","non-diagnostic","ND1","good",7,7,7,7,7,91,"francis","diagnostic","NA","bad",7,7,7,7,7,85,"alex","non-diagnostic","ND2","bad",7,32,2,7,3
"R_3p3c0xBM2kXNAbb",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,3,2,1,2,0,"francis","non-diagnostic","ND2","bad",2,3,3,2,3,30,"alex","diagnostic","NA","bad",2.75,38,2,7,2
"R_zds8yzJNcouZ6AV",6,7,6,5,100,"sam","diagnostic","NA","good",6,6,7,6,5,71,"robin","non-diagnostic","ND2","good",6,6,7,6,5,92,"francis","diagnostic","NA","bad",6,7,6,5,4,92,"alex","non-diagnostic","ND1","bad",5.5,49,1,7,3
"R_2S1rrFWG8YzptuE",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,6,7,7,91,"robin","non-diagnostic","ND2","good",6.75,1,1,1,2,19,"francis","non-diagnostic","ND1","bad",1.25,1,2,1,2,9,"alex","diagnostic","NA","bad",1.5,33,2,1,2
"R_1CqIvxv17hQBtdf",7,6,6,7,95,"sam","diagnostic","NA","good",6.5,6,7,7,7,90,"robin","non-diagnostic","ND2","good",6.75,3,2,3,3,30,"francis","non-diagnostic","ND1","bad",2.75,2,2,1,2,18,"alex","diagnostic","NA","bad",1.75,40,1,7,5
"R_3n7xcHE9XxEiLrf",5,4,5,6,52,"sam","diagnostic","NA","good",5,5,4,5,5,53,"robin","non-diagnostic","ND1","good",4.75,5,4,5,6,52,"francis","diagnostic","NA","bad",5,5,6,5,5,52,"alex","non-diagnostic","ND2","bad",5.25,32,2,7,5
"R_2YGkkDDZGSkytkJ",7,6,6,5,91,"sam","diagnostic","NA","good",6,5,6,5,5,75,"robin","non-diagnostic","ND2","good",5.25,6,5,6,5,81,"francis","diagnostic","NA","bad",5.5,6,5,5,4,73,"alex","non-diagnostic","ND1","bad",5,49,2,7,2
"R_3JnpDFeBvdC6E6d",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,34,1,7,2
"R_dcynSFxDZoWul33",7,7,7,6,82,"sam","diagnostic","NA","good",6.75,7,7,7,7,95,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,7,1,1,27,"alex","non-diagnostic","ND1","bad",2.5,28,2,7,5
"R_2wmDkD7jy5UZwFf",6,5,4,5,43,"sam","diagnostic","NA","good",5,4,3,5,4,77,"robin","non-diagnostic","ND1","good",4,4,6,4,6,77,"francis","diagnostic","NA","bad",5,3,4,5,5,65,"alex","non-diagnostic","ND2","bad",4.25,25,2,7,3
"R_1MMRVlZ3qzXme5l",4,5,3,5,46,"sam","diagnostic","NA","good",4.25,4,5,3,4,51,"robin","non-diagnostic","ND2","good",4,4,6,3,5,59,"francis","diagnostic","NA","bad",4.5,5,3,5,4,53,"alex","non-diagnostic","ND1","bad",4.25,45,2,7,2
"R_1FRkrSvzlkZ7oUN",6,5,6,6,89,"sam","diagnostic","NA","good",5.75,6,5,6,5,86,"robin","non-diagnostic","ND1","good",5.5,6,5,6,6,86,"francis","non-diagnostic","ND2","bad",5.75,6,5,6,6,93,"alex","diagnostic","NA","bad",5.75,58,1,7,1
"R_3P7GvXfOFIUsHul",4,5,6,4,100,"sam","diagnostic","NA","good",4.75,4,5,6,5,100,"robin","non-diagnostic","ND2","good",5,3,5,6,4,100,"francis","diagnostic","NA","bad",4.5,4,5,6,5,85,"alex","non-diagnostic","ND1","bad",5,35,1,7,2
"R_9REunWO1gF3BbAR",6,6,6,6,90,"sam","diagnostic","NA","good",6,6,6,6,5,82,"robin","non-diagnostic","ND2","good",5.75,2,2,2,2,19,"francis","non-diagnostic","ND1","bad",2,2,2,2,2,8,"alex","diagnostic","NA","bad",2,45,1,7,5
"R_3lreoRVHXDA1UWq",6,3,5,4,69,"sam","diagnostic","NA","good",4.5,6,3,5,5,68,"robin","non-diagnostic","ND1","good",4.75,6,3,7,5,73,"francis","diagnostic","NA","bad",5.25,6,2,4,7,72,"alex","non-diagnostic","ND2","bad",4.75,33,1,7,2
"R_z0wqDGogACBbJU5",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,99,"robin","non-diagnostic","ND2","good",7,3,3,3,3,32,"francis","non-diagnostic","ND1","bad",3,2,1,2,2,16,"alex","diagnostic","NA","bad",1.75,40,2,7,2
"R_XSaOeRwQ9M0MqKR",7,6,7,6,88,"sam","diagnostic","NA","good",6.5,7,6,7,6,82,"robin","non-diagnostic","ND2","good",6.5,7,7,7,6,89,"francis","non-diagnostic","ND1","bad",6.75,7,6,7,6,81,"alex","diagnostic","NA","bad",6.5,42,2,7,2
"R_TjT56QXWEOWNo5j",1,2,7,5,89,"sam","diagnostic","NA","good",3.75,7,2,1,6,34,"robin","non-diagnostic","ND1","good",4,3,2,1,1,62,"francis","non-diagnostic","ND2","bad",1.75,2,1,7,1,69,"alex","diagnostic","NA","bad",2.75,29,1,1,2
"R_5pgs6CowDEdPiCd",5,5,5,6,36,"sam","diagnostic","NA","good",5.25,3,4,4,4,76,"robin","non-diagnostic","ND1","good",3.75,3,4,4,5,37,"francis","non-diagnostic","ND2","bad",4,3,4,4,6,76,"alex","diagnostic","NA","bad",4.25,36,2,7,4
"R_1jK97XccHPGjAhK",6,5,6,6,92,"sam","diagnostic","NA","good",5.75,6,5,6,6,97,"robin","non-diagnostic","ND2","good",5.75,6,5,6,6,84,"francis","diagnostic","NA","bad",5.75,6,5,6,7,91,"alex","non-diagnostic","ND1","bad",6,30,1,7,2
"R_3sctbtCXYvOao8F",7,7,7,7,94,"sam","diagnostic","NA","good",7,6,6,6,6,93,"robin","non-diagnostic","ND1","good",6,2,2,2,2,12,"francis","non-diagnostic","ND2","bad",2,1,1,1,1,3,"alex","diagnostic","NA","bad",1,21,2,7,2
"R_1kH3LiEwC9nH8BF",6,3,5,4,78,"sam","diagnostic","NA","good",4.5,6,3,5,4,69,"robin","non-diagnostic","ND1","good",4.5,6,3,5,5,75,"francis","diagnostic","NA","bad",4.75,6,2,4,4,73,"alex","non-diagnostic","ND2","bad",4,44,2,7,2
"R_1Fxr4ON1sgRgwPy",7,6,5,6,79,"sam","diagnostic","NA","good",6,7,6,5,6,85,"robin","non-diagnostic","ND2","good",6,7,6,5,6,66,"francis","diagnostic","NA","bad",6,7,6,5,6,68,"alex","non-diagnostic","ND1","bad",6,44,2,7,5
"R_3nkPo7RMn8RZeZ5",7,5,3,6,75,"sam","diagnostic","NA","good",5.25,6,4,2,6,81,"robin","non-diagnostic","ND2","good",4.5,7,5,3,6,74,"francis","non-diagnostic","ND1","bad",5.25,7,5,3,6,75,"alex","diagnostic","NA","bad",5.25,55,1,1,5
"R_110ZuplCCqYXwWc",7,7,7,7,82,"sam","diagnostic","NA","good",7,7,7,7,7,93,"robin","non-diagnostic","ND2","good",7,7,7,7,7,90,"francis","non-diagnostic","ND1","bad",7,7,7,7,7,88,"alex","diagnostic","NA","bad",7,42,2,7,3
"R_3HSOqLr6LsFsKQZ",5,5,6,5,86,"sam","diagnostic","NA","good",5.25,4,5,4,5,96,"robin","non-diagnostic","ND1","good",4.5,4,5,6,4,96,"francis","non-diagnostic","ND2","bad",4.75,4,5,7,5,88,"alex","diagnostic","NA","bad",5.25,35,1,7,2
"R_42TvQeA8rTE3R5L",6,7,7,6,79,"sam","diagnostic","NA","good",6.5,5,7,6,7,80,"robin","non-diagnostic","ND1","good",6.25,3,2,3,3,26,"francis","diagnostic","NA","bad",2.75,2,1,2,1,19,"alex","non-diagnostic","ND2","bad",1.5,59,1,7,5
"R_3CZp0ieoMBMPbKb",6,4,5,3,82,"sam","diagnostic","NA","good",4.5,5,3,4,6,81,"robin","non-diagnostic","ND2","good",4.5,6,4,5,3,81,"francis","non-diagnostic","ND1","bad",4.5,6,3,5,4,77,"alex","diagnostic","NA","bad",4.5,45,1,7,3
"R_3sc98WQiNFXVtKf",7,6,6,6,85,"sam","diagnostic","NA","good",6.25,6,6,6,6,86,"robin","non-diagnostic","ND2","good",6,2,3,2,2,24,"francis","diagnostic","NA","bad",2.25,3,2,3,3,27,"alex","non-diagnostic","ND1","bad",2.75,49,2,7,2
"R_2Qo2btzXttRJJ0B",6,5,4,5,39,"sam","diagnostic","NA","good",5,1,5,7,1,29,"robin","non-diagnostic","ND1","good",3.5,7,5,5,7,50,"francis","non-diagnostic","ND2","bad",6,4,6,3,2,5,"alex","diagnostic","NA","bad",3.75,24,1,7,2
"R_abHCXR64FA8SJ0Z",6,2,5,3,66,"sam","diagnostic","NA","good",4,5,1,5,3,67,"robin","non-diagnostic","ND1","good",3.5,6,2,5,3,68,"francis","diagnostic","NA","bad",4,6,3,6,3,68,"alex","non-diagnostic","ND2","bad",4.5,26,1,7,2
"R_8vILZyyxbAgJzj3",7,6,7,6,96,"sam","diagnostic","NA","good",6.5,6,6,5,5,88,"robin","non-diagnostic","ND1","good",5.5,3,2,2,3,20,"francis","diagnostic","NA","bad",2.5,3,2,3,2,9,"alex","non-diagnostic","ND2","bad",2.5,45,1,7,2
"R_T1Jj7B6aV4pbnhf",3,3,6,6,69,"sam","diagnostic","NA","good",4.5,7,7,2,4,74,"robin","non-diagnostic","ND2","good",5,4,7,3,3,67,"francis","non-diagnostic","ND1","bad",4.25,4,5,2,2,62,"alex","diagnostic","NA","bad",3.25,25,1,7,2
"R_OpOhm9HsvBg6dyx",6,6,6,7,74,"sam","diagnostic","NA","good",6.25,5,6,7,5,81,"robin","non-diagnostic","ND1","good",5.75,5,7,6,6,67,"francis","non-diagnostic","ND2","bad",6,5,6,7,6,71,"alex","diagnostic","NA","bad",6,25,1,7,5
"R_1eJJ50QnAJhZABO",6,6,7,6,91,"sam","diagnostic","NA","good",6.25,6,5,4,5,63,"robin","non-diagnostic","ND2","good",5,6,6,6,5,75,"francis","non-diagnostic","ND1","bad",5.75,6,6,7,6,76,"alex","diagnostic","NA","bad",6.25,40,1,7,2
"R_1KwLOmeHrWrIc85",6,7,7,6,95,"sam","diagnostic","NA","good",6.5,6,7,6,7,94,"robin","non-diagnostic","ND1","good",6.5,1,2,1,1,7,"francis","non-diagnostic","ND2","bad",1.25,2,1,2,1,7,"alex","diagnostic","NA","bad",1.5,35,1,7,2
"R_3JLtMq2GcKIivZ5",5,4,5,6,57,"sam","diagnostic","NA","good",5,4,5,6,5,68,"robin","non-diagnostic","ND2","good",5,4,5,6,5,63,"francis","diagnostic","NA","bad",5,4,4,6,5,64,"alex","non-diagnostic","ND1","bad",4.75,40,1,7,2
"R_30tKQMUMBatFn19",7,6,7,7,82,"sam","diagnostic","NA","good",6.75,6,7,5,6,89,"robin","non-diagnostic","ND1","good",6,6,5,7,7,73,"francis","diagnostic","NA","bad",6.25,5,6,6,7,83,"alex","non-diagnostic","ND2","bad",6,29,2,7,2
"R_2sYbS5666j2Wcg6",6,6,7,7,88,"sam","diagnostic","NA","good",6.5,6,6,7,6,88,"robin","non-diagnostic","ND2","good",6.25,6,6,7,7,90,"francis","diagnostic","NA","bad",6.5,6,6,7,7,87,"alex","non-diagnostic","ND1","bad",6.5,25,1,7,2
"R_1pJURcgOkGZEliH",5,5,5,5,71,"sam","diagnostic","NA","good",5,5,5,5,5,75,"robin","non-diagnostic","ND1","good",5,5,5,5,5,69,"francis","diagnostic","NA","bad",5,5,5,5,5,72,"alex","non-diagnostic","ND2","bad",5,44,2,7,2
"R_1CxS7BSO16015SM",7,7,7,6,90,"sam","diagnostic","NA","good",6.75,7,7,7,7,86,"robin","non-diagnostic","ND2","good",7,7,7,7,7,91,"francis","non-diagnostic","ND1","bad",7,7,6,7,7,84,"alex","diagnostic","NA","bad",6.75,52,2,7,3
"R_1ENns2yYHyJbHAB",5,2,4,7,71,"sam","diagnostic","NA","good",4.5,5,2,5,7,71,"robin","non-diagnostic","ND2","good",4.75,6,3,5,4,71,"francis","non-diagnostic","ND1","bad",4.5,5,3,5,6,81,"alex","diagnostic","NA","bad",4.75,45,1,7,4
"R_248HAIMSDWIr74H",5,7,6,5,70,"sam","diagnostic","NA","good",5.75,7,5,7,6,68,"robin","non-diagnostic","ND1","good",6.25,7,6,5,6,74,"francis","non-diagnostic","ND2","bad",6,6,4,5,7,81,"alex","diagnostic","NA","bad",5.5,27,1,3,2
"R_3NwADfAwb2O2zJN",6,7,5,7,80,"sam","diagnostic","NA","good",6.25,6,7,6,4,72,"robin","non-diagnostic","ND2","good",5.75,6,7,5,6,79,"francis","diagnostic","NA","bad",6,7,5,7,6,66,"alex","non-diagnostic","ND1","bad",6.25,48,2,7,2
"R_XZlNSQgoGrdqUal",6,7,7,5,60,"sam","diagnostic","NA","good",6.25,7,6,7,7,80,"robin","non-diagnostic","ND1","good",6.75,7,6,7,6,73,"francis","diagnostic","NA","bad",6.5,7,5,6,7,84,"alex","non-diagnostic","ND2","bad",6.25,38,2,7,2
"R_d6araXOMLFUnfAB",5,7,6,7,92,"sam","diagnostic","NA","good",6.25,6,5,7,6,93,"robin","non-diagnostic","ND1","good",6,5,7,6,5,95,"francis","non-diagnostic","ND2","bad",5.75,4,7,6,5,92,"alex","diagnostic","NA","bad",5.5,50,1,7,5
"R_RzxbBH7jvo4MskV",5,7,7,5,83,"sam","diagnostic","NA","good",6,7,7,6,5,84,"robin","non-diagnostic","ND2","good",6.25,5,7,7,6,81,"francis","non-diagnostic","ND1","bad",6.25,5,7,7,6,83,"alex","diagnostic","NA","bad",6.25,25,1,7,2
"R_3EaINMdT2ZsLtDp",6,4,4,5,45,"sam","diagnostic","NA","good",4.75,5,4,4,6,79,"robin","non-diagnostic","ND2","good",4.75,6,4,6,4,41,"francis","diagnostic","NA","bad",5,5,5,3,5,63,"alex","non-diagnostic","ND1","bad",4.5,33,1,7,2
"R_sdP7iIlc7Z1upbP",6,6,6,7,92,"sam","diagnostic","NA","good",6.25,2,2,1,1,9,"robin","non-diagnostic","ND1","good",1.5,2,2,1,1,6,"francis","non-diagnostic","ND2","bad",1.5,1,1,1,1,9,"alex","diagnostic","NA","bad",1,31,1,7,2
"R_3NURrg7D361FoOJ",7,7,7,6,96,"sam","diagnostic","NA","good",6.75,5,6,7,7,95,"robin","non-diagnostic","ND2","good",6.25,7,7,7,6,95,"francis","non-diagnostic","ND1","bad",6.75,7,6,7,7,98,"alex","diagnostic","NA","bad",6.75,50,2,7,3
"R_3mer8f12G5tGSkz",4,1,2,5,50,"sam","diagnostic","NA","good",3,4,2,5,4,23,"robin","non-diagnostic","ND1","good",3.75,2,6,6,5,29,"francis","non-diagnostic","ND2","bad",4.75,1,1,2,7,32,"alex","diagnostic","NA","bad",2.75,24,1,7,2
"R_2qmXxcBOZVMk9qi",6,6,7,6,84,"sam","diagnostic","NA","good",6.25,6,7,7,7,93,"robin","non-diagnostic","ND2","good",6.75,6,6,6,7,89,"francis","diagnostic","NA","bad",6.25,6,6,7,7,92,"alex","non-diagnostic","ND1","bad",6.5,25,1,7,2
"R_1I75WYsisy344aW",6,1,6,6,58,"sam","diagnostic","NA","good",4.75,4,6,1,6,64,"robin","non-diagnostic","ND1","good",4.25,6,4,3,5,62,"francis","diagnostic","NA","bad",4.5,2,6,2,7,63,"alex","non-diagnostic","ND2","bad",4.25,29,1,2,2
"R_4154Ffs8DZ2HVjr",6,7,6,6,80,"sam","diagnostic","NA","good",6.25,6,4,6,5,67,"robin","non-diagnostic","ND1","good",5.25,5,7,7,5,77,"francis","non-diagnostic","ND2","bad",6,5,4,7,6,68,"alex","diagnostic","NA","bad",5.5,44,1,7,5
"R_23WTx3dMkOL3fdo",5,6,6,7,86,"sam","diagnostic","NA","good",6,5,6,6,5,85,"robin","non-diagnostic","ND2","good",5.5,5,6,7,6,87,"francis","non-diagnostic","ND1","bad",6,5,6,6,7,85,"alex","diagnostic","NA","bad",6,35,1,7,2
"R_2wS3ENlLF2XPtVU",3,6,5,6,82,"sam","diagnostic","NA","good",5,1,2,6,2,46,"robin","non-diagnostic","ND2","good",2.75,6,7,3,6,72,"francis","non-diagnostic","ND1","bad",5.5,7,7,1,2,61,"alex","diagnostic","NA","bad",4.25,24,1,7,2
"R_XZ1n6zA3c40VkNr",5,7,6,7,100,"sam","diagnostic","NA","good",6.25,6,4,7,5,69,"robin","non-diagnostic","ND2","good",5.5,7,4,7,5,69,"francis","diagnostic","NA","bad",5.75,5,7,6,5,67,"alex","non-diagnostic","ND1","bad",5.75,43,2,7,5
"R_2X1FUmjz5R5RYdQ",6,6,6,7,90,"sam","diagnostic","NA","good",6.25,6,6,7,7,91,"robin","non-diagnostic","ND1","good",6.5,6,6,6,7,90,"francis","non-diagnostic","ND2","bad",6.25,6,6,7,7,91,"alex","diagnostic","NA","bad",6.5,25,1,7,2
"R_2xVoMjojRTi9YR8",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,15,"francis","non-diagnostic","ND2","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,44,1,7,5
"R_O2qjmcKXqrH98KR",1,7,7,4,86,"sam","diagnostic","NA","good",4.75,7,3,6,3,77,"robin","non-diagnostic","ND1","good",4.75,3,1,5,7,71,"francis","diagnostic","NA","bad",4,6,2,3,6,69,"alex","non-diagnostic","ND2","bad",4.25,30,1,7,2
"R_4TJtAy9rCqvMFb3",5,6,7,6,84,"sam","diagnostic","NA","good",6,5,6,6,7,84,"robin","non-diagnostic","ND2","good",6,7,6,7,6,88,"francis","diagnostic","NA","bad",6.5,5,5,6,6,84,"alex","non-diagnostic","ND1","bad",5.5,36,1,7,2
"R_3rTnwojMEUK5n9q",6,5,6,6,67,"sam","diagnostic","NA","good",5.75,6,5,6,6,86,"robin","non-diagnostic","ND2","good",5.75,5,6,6,7,68,"francis","non-diagnostic","ND1","bad",6,5,6,5,4,63,"alex","diagnostic","NA","bad",5,28,2,7,2
"R_3EsdRjOm9Pv2FHH",5,7,5,7,84,"sam","diagnostic","NA","good",6,6,6,6,5,94,"robin","non-diagnostic","ND1","good",5.75,3,3,2,2,19,"francis","non-diagnostic","ND2","bad",2.5,2,2,4,3,11,"alex","diagnostic","NA","bad",2.75,31,2,7,2
"R_3M3Whqjev6zNEl7",6,5,4,7,79,"sam","diagnostic","NA","good",5.5,5,3,6,4,82,"robin","non-diagnostic","ND1","good",4.5,6,5,4,7,81,"francis","diagnostic","NA","bad",5.5,6,5,4,6,77,"alex","non-diagnostic","ND2","bad",5.25,45,1,1,2
"R_27kaxGS4cqPzoWF",6,7,5,6,70,"sam","diagnostic","NA","good",6,6,5,5,6,65,"robin","non-diagnostic","ND1","good",5.5,7,6,6,5,60,"francis","non-diagnostic","ND2","bad",6,7,5,6,6,81,"alex","diagnostic","NA","bad",6,28,2,7,5
"R_1P5BBe5SdlFBaP4",6,7,6,6,83,"sam","diagnostic","NA","good",6.25,6,5,5,5,61,"robin","non-diagnostic","ND2","good",5.25,3,2,1,2,17,"francis","diagnostic","NA","bad",2,3,4,4,3,26,"alex","non-diagnostic","ND1","bad",3.5,50,2,7,1
"R_3MfXeyi0cnPi9T5",6,7,7,6,100,"sam","diagnostic","NA","good",6.5,6,7,7,7,91,"robin","non-diagnostic","ND1","good",6.75,2,2,1,1,17,"francis","non-diagnostic","ND2","bad",1.5,1,1,1,1,5,"alex","diagnostic","NA","bad",1,33,2,7,5
"R_3JohbGhYsEqg2OZ",5,6,5,6,74,"sam","diagnostic","NA","good",5.5,5,6,5,6,75,"robin","non-diagnostic","ND2","good",5.5,6,6,5,6,66,"francis","diagnostic","NA","bad",5.75,5,6,5,6,74,"alex","non-diagnostic","ND1","bad",5.5,47,1,7,5
"R_2afSCxptw0WAzOw",4,6,6,7,81,"sam","diagnostic","NA","good",5.75,5,6,7,7,79,"robin","non-diagnostic","ND2","good",6.25,5,6,6,7,81,"francis","non-diagnostic","ND1","bad",6,7,5,5,6,77,"alex","diagnostic","NA","bad",5.75,28,1,7,2
