"","ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot"
"2513","R_2vitwKXcR65e2mk",4,4,3,5,66,"alex","non-diagnostic","ND1",33,1,6,5,4
"2514","R_Zsrv7AdLk6f0lPj",2,2,4,3,28,"alex","non-diagnostic","ND1",24,1,2,5,2.75
"2515","R_2XmIs5ZVlNgtiap",3,3,4,3,32,"alex","non-diagnostic","ND1",35,1,2,2,3.25
"2516","R_1HdHYgoTf9OA3IJ",2,2,6,3,24,"alex","non-diagnostic","ND1",19,2,5,5,3.25
"2517","R_2XoMwudoVDJeFsU",1,1,2,1,1,"alex","non-diagnostic","ND1",19,2,7,2,1.25
"2518","R_3oXgg3cYIscJhTw",1,1,4,1,1,"alex","non-diagnostic","ND1",18,2,2,2,1.75
"2519","R_cNDjVOEXDAISL7P",1,1,4,1,0,"alex","non-diagnostic","ND1",48,2,1,5,1.75
"2520","R_XsS8SCmxrjgmfBf",1,1,2,1,0,"alex","non-diagnostic","ND1",21,2,7,5,1.25
"2521","R_2zSKFtFhfJcxITH",1,2,3,2,10,"alex","non-diagnostic","ND1",22,2,7,5,2
"2522","R_A0x8uz5ZKQL1nDX",2,2,4,2,15,"alex","non-diagnostic","ND1",22,1,7,5,2.5
"2523","R_tMsa1GoCLYoVNId",1,1,1,1,2,"alex","non-diagnostic","ND1",27,2,7,5,1
"2524","R_3HjL5ghy9tQE53M",4,4,4,4,50,"alex","non-diagnostic","ND1",20,1,7,2,4
"2525","R_2gy7Sbf9yR4va6J",1,1,2,2,5,"alex","non-diagnostic","ND1",23,2,7,5,1.5
"2526","R_pAiD1wS4SsK8tqh",2,2,4,2,20,"alex","non-diagnostic","ND1",23,2,7,5,2.5
"2527","R_30jcyXQmK5xDhby",1,1,4,3,20,"alex","non-diagnostic","ND1",27,2,7,2,2.25
"2528","R_1Nh3UPMAnUcoQnx",1,1,1,1,0,"alex","non-diagnostic","ND1",18,1,7,2,1
"2529","R_SPOFownHDS9iEdH",2,2,2,3,25,"alex","non-diagnostic","ND1",20,2,7,5,2.25
"2530","R_3OcQF1FBbMEjKB2",2,3,4,3,25,"alex","non-diagnostic","ND1",51,2,7,2,3
"2531","R_2tzo61BObPjJPQa",4,4,4,3,50,"alex","non-diagnostic","ND1",36,2,7,5,3.75
"2532","R_3FVC8o83xReK10a",1,1,2,1,7,"alex","non-diagnostic","ND1",24,2,7,2,1.25
"2533","R_2xQuxfVmKzuXzEh",1,1,2,1,10,"alex","non-diagnostic","ND1",18,2,7,2,1.25
"2534","R_yDf0BQSLLw8Ydqh",1,1,2,1,0,"alex","non-diagnostic","ND1",26,1,3,2,1.25
"2535","R_1oHHC794p0hoKSp",2,2,4,3,38,"alex","non-diagnostic","ND1",19,2,7,2,2.75
"2536","R_bDu5nEds4JJwrQZ",4,3,2,4,28,"alex","non-diagnostic","ND2",25,1,7,2,3.25
"2537","R_1JUC97i2UNZV5GY",1,1,2,2,11,"alex","non-diagnostic","ND2",19,3,7,5,1.5
"2538","R_1mym8F7Z57DSOl7",1,1,6,1,11,"alex","non-diagnostic","ND2",38,1,5,2,2.25
"2539","R_2xWNcMUACVyQDvc",2,1,5,3,37,"alex","non-diagnostic","ND2",19,1,7,2,2.75
"2540","R_ujF7pt9dJhzEVgt",5,3,1,3,29,"alex","non-diagnostic","ND2",29,1,1,2,3
"2541","R_1I5hwVc8RikhWdH",1,1,1,1,2,"alex","non-diagnostic","ND2",40,1,7,5,1
"2542","R_2zHdhW2CtX5qWFd",1,1,1,1,0,"alex","non-diagnostic","ND2",22,1,2,2,1
"2543","R_1nSAgMBDwa5bx03",2,2,4,3,21,"alex","non-diagnostic","ND2",20,1,1,2,2.75
"2544","R_2rNoDXoOhs1COP6",2,2,3,2,15,"alex","non-diagnostic","ND2",21,2,7,2,2.25
"2545","R_2ctiTMeueCwjoPv",1,2,2,3,15,"alex","non-diagnostic","ND2",23,1,7,4,2
"2546","R_rjrgGBbsEt8EUAV",2,2,6,3,23,"alex","non-diagnostic","ND2",20,1,5,2,3.25
"2547","R_1DLP0DLmpJ7REKM",1,1,1,1,9,"alex","non-diagnostic","ND2",19,2,7,2,1
"2548","R_3sc93x9Lx1dr87A",2,3,6,4,26,"alex","non-diagnostic","ND2",43,2,7,2,3.75
"2549","R_3O1X5fc0veE5kRg",1,1,1,1,0,"alex","non-diagnostic","ND2",25,1,2,2,1
"2550","R_UhwSe3QCnhIZVgR",1,2,4,6,13,"alex","non-diagnostic","ND2",19,1,7,5,3.25
"2551","R_3NxpX8mpVRXVGeD",2,2,4,2,14,"alex","non-diagnostic","ND2",19,2,7,2,2.5
"2552","R_9uz4MJIsnh3jrQR",4,1,3,3,29,"alex","non-diagnostic","ND2",25,2,1,2,2.75
"2553","R_26gVT5rK8ov5wp6",2,2,5,3,28,"alex","non-diagnostic","ND2",20,2,7,5,3
"2554","R_1n8BBA0fBhClX73",4,4,4,4,49,"alex","non-diagnostic","ND2",22,1,7,5,4
"2555","R_3iOTTwFh7Jr0gMs",2,2,4,2,19,"alex","non-diagnostic","ND2",20,1,7,2,2.5
"2556","R_3QDJk5NXE4jleMt",2,3,2,2,18,"alex","non-diagnostic","ND2",18,1,6,2,2.25
"2557","R_2SeRzoT13seY90C",2,2,3,2,20,"alex","non-diagnostic","ND2",18,1,3,2,2.25
"2558","R_1nZzAd0VsA2AwcC",1,1,1,1,0,"alex","non-diagnostic","ND2",40,1,7,2,1
"2559","R_1MJPhcL3N9Kccjf",2,3,3,3,32,"alex","non-diagnostic","ND2",20,2,7,5,2.75
"2560","R_33ppReim6tFZ1We",1,1,1,1,0,"alex","non-diagnostic","ND2",29,2,7,2,1
"2561","R_UymjWGrMYRzw73b",3,2,3,2,15,"alex","non-diagnostic","ND2",20,2,1,2,2.5
"2562","R_2ZQ4rvWdxIauIgL",1,1,4,1,10,"alex","non-diagnostic","ND2",18,1,6,2,1.75
"2563","R_2TRvTnlnLCFUjO7",1,1,1,1,0,"alex","non-diagnostic","ND2",20,2,2,5,1
"2564","R_1LA529Npp8MAbrL",4,4,5,3,20,"alex","non-diagnostic","ND2",24,2,7,5,4
"2565","R_2tEHtMJoHLETs4P",2,2,3,2,15,"alex","non-diagnostic","ND2",19,2,7,5,2.25
"2566","R_1o0i1uDM6FsInIR",1,1,1,1,13,"alex","non-diagnostic","ND2",39,1,7,2,1
"2567","R_3j8wHfhCxs2wgMo",2,3,3,2,29,"alex","non-diagnostic","ND2",21,1,7,5,2.5
"2568","R_3rOGjg1fexaQxPX",2,2,4,3,39,"alex","non-diagnostic","ND2",19,1,7,5,2.75
"2569","R_2uDMUdemubzVy1m",3,3,4,3,25,"alex","non-diagnostic","ND2",31,1,5,2,3.25
"2570","R_2X0C0re5nCnCWDF",3,3,3,3,42,"alex","non-diagnostic","ND2",43,2,7,2,3
"2571","R_1PXcq9IdvtOAChD",2,3,4,4,46,"alex","non-diagnostic","ND2",19,2,5,2,3.25
"2572","R_8p7xh1OR6Zibrwt",2,2,5,3,12,"alex","non-diagnostic","ND2",18,2,5,5,3
"2573","R_qW3gqZr9y6P7QTn",1,2,4,1,10,"alex","non-diagnostic","ND2",21,2,6,2,2
"2574","R_1mDvHDCyYdj9eL7",3,4,4,3,35,"alex","non-diagnostic","ND2",22,1,7,2,3.5
"2575","R_3jdJCom3XWu5iLb",2,1,4,1,10,"alex","non-diagnostic","ND2",45,2,7,5,2
"2576","R_1Fhp0cRNCkvAh6X",1,1,4,1,0,"alex","non-diagnostic","ND2",20,2,7,5,1.75
"2577","R_1PUdgREgPLwIWiZ",2,2,3,3,35,"alex","non-diagnostic","ND2",19,2,7,5,2.5
"2578","R_yyZpzab8UrPXvkB",3,2,3,3,21,"alex","non-diagnostic","ND2",18,2,7,5,2.75
"2579","R_42CVQsWAakLxARz",2,2,2,1,10,"alex","non-diagnostic","ND2",32,1,7,2,1.75
"2580","R_1f9GPIJfBFbN5FT",2,2,3,3,25,"alex","non-diagnostic","ND2",19,1,7,2,2.5
"2581","R_1Clq4lVVfl67Cxn",1,1,1,1,0,"alex","non-diagnostic","ND2",24,2,7,5,1
"2582","R_3neeHwCRBV4Jxwk",3,3,4,4,49,"alex","non-diagnostic","ND2",20,1,4,2,3.5
"2583","R_1mjYW82qN8kNlti",1,1,3,1,0,"alex","non-diagnostic","ND2",19,2,7,5,1.5
"2584","R_9YOseDVWRgLhEtz",2,1,2,2,10,"alex","non-diagnostic","ND2",22,2,7,2,1.75
"2585","R_2SwCM2mt2DqUE9r",3,3,4,4,40,"alex","non-diagnostic","ND2",20,2,7,2,3.5
"2586","R_1lgggCuNIAyUErJ",4,4,4,4,50,"alex","non-diagnostic","ND2",40,2,7,2,4
"2587","R_Q9XCnvvSrWktqtH",3,2,5,4,18,"alex","non-diagnostic","ND2",24,2,7,2,3.5
"2588","R_RlhYb8jPFbpZd97",1,1,1,1,0,"alex","non-diagnostic","ND2",18,1,7,2,1
"2589","R_2y33Bu7oxsAkJ66",2,2,3,2,30,"alex","non-diagnostic","ND2",22,1,7,5,2.25
"2590","R_W87wVCoz1nLpuZH",4,3,3,3,40,"alex","non-diagnostic","ND2",25,2,7,5,3.25
"2591","R_2wMjRfqhBDrLXzo",2,1,5,1,12,"alex","non-diagnostic","ND2",19,2,7,2,2.25
"2592","R_2tKExu9SaumO8wu",2,2,2,2,90,"alex","non-diagnostic","ND2",74,1,2,5,2
"2593","R_3EtARzNAKkWCuP1",3,3,3,4,10,"alex","non-diagnostic","ND2",19,2,7,2,3.25
"2594","R_VX7KbzEvIBI5Qtz",2,2,3,2,25,"alex","non-diagnostic","ND2",22,1,7,2,2.25
"2595","R_2QXnd7mBHFgKGMX",1,1,1,1,20,"alex","non-diagnostic","ND2",38,2,7,2,1
"2596","R_33yk1ddGLkXjNI4",4,3,3,2,0,"alex","non-diagnostic","ND2",20,1,3,2,3
"2597","R_2YP0MDZAswKmFeZ",2,1,2,2,12,"alex","non-diagnostic","ND2",23,1,3,5,1.75
"2598","R_OwyIq3pe7KdbLKp",2,2,3,2,35,"alex","non-diagnostic","ND2",21,3,7,2,2.25
"2599","R_10HrxH0CvVY5afo",4,4,4,4,50,"alex","non-diagnostic","ND2",36,1,7,5,4
"2600","R_3CNpnklSY9KVl4V",1,2,2,1,9,"alex","non-diagnostic","ND2",20,1,7,2,1.5
"2601","R_27rHdgfiezueN88",1,1,2,1,19,"alex","non-diagnostic","ND2",19,2,7,5,1.25
"2602","R_2chC40Fe8SFIUcR",4,4,4,4,50,"alex","non-diagnostic","ND2",58,1,7,2,4
"2603","R_1r2OERqjIB02HiF",2,2,3,2,9,"alex","non-diagnostic","ND2",29,2,7,2,2.25
"2604","R_VPuml39c0OsbE2J",3,1,2,1,25,"alex","non-diagnostic","ND2",19,2,3,2,1.75
"2605","R_577j683rBna4Imd",2,2,1,1,10,"alex","non-diagnostic","ND2",21,1,7,2,1.5
"2606","R_1rJIav55aBvSY9X",1,1,1,1,1,"alex","non-diagnostic","ND2",22,3,7,5,1
"2607","R_sOvfRccfHFgcwtH",4,3,4,3,40,"alex","non-diagnostic","ND2",21,2,7,5,3.5
"2608","R_3fJXbeSaaJwku8M",2,3,2,2,19,"alex","non-diagnostic","ND2",21,2,3,2,2.25
"2609","R_1jDrUNKmdBzaAn4",2,2,2,2,15,"alex","non-diagnostic","ND2",31,2,7,5,2
"2610","R_xhYxl8qPkUdqhYB",1,1,2,2,5,"alex","non-diagnostic","ND2",19,2,7,2,1.5
"2611","R_1ZFhZcg8Fs14jqF",3,3,6,3,20,"alex","non-diagnostic","ND2",21,1,5,5,3.75
"2612","R_1imsC09Y3N5YGiv",1,1,2,1,13,"alex","non-diagnostic","ND2",20,2,7,2,1.25
"2613","R_pLYvXK09IG2fi9j",2,3,2,3,51,"alex","non-diagnostic","ND2",21,2,2,2,2.5
"2614","R_1jez3gRd0xbjOHS",1,2,4,1,50,"alex","non-diagnostic","ND2",32,1,7,2,2
"2615","R_2v21we7asbpG22W",2,2,4,2,17,"alex","non-diagnostic","ND2",18,1,7,5,2.5
"2616","R_2391e9Rq39jpdUt",1,1,1,1,0,"alex","non-diagnostic","ND2",21,1,7,5,1
"2617","R_2bUcGH1B6lShKVa",2,2,3,3,15,"alex","non-diagnostic","ND2",19,1,7,2,2.5
"2618","R_279yAMRU9m2HIjS",1,2,1,2,29,"alex","non-diagnostic","ND2",27,2,1,2,1.5
"2619","R_271NigiVHgd0I0o",2,2,3,3,24,"alex","non-diagnostic","ND2",22,1,7,2,2.5
"2620","R_2tmO4i9uYDXaz4m",3,3,3,3,20,"alex","non-diagnostic","ND2",18,1,7,2,3
"2621","R_AvAjpRQCGAR81dT",2,1,2,1,13,"alex","non-diagnostic","ND2",20,2,7,2,1.5
"2622","R_2b3qHxjBNyOGF2u",2,2,3,2,20,"alex","non-diagnostic","ND2",19,2,7,2,2.25
"2623","R_3QMHyRDPdwyptrJ",2,1,4,2,34,"alex","non-diagnostic","ND2",39,1,7,2,2.25
"2624","R_12RneVmEOrMLQEA",2,1,1,1,7,"alex","non-diagnostic","ND2",25,2,7,5,1.25
"2625","R_1IGbjOC833M2jw0",4,3,4,4,44,"alex","non-diagnostic","ND2",42,2,1,5,3.75
"2626","R_2YL2vNvk9MnO2rT",1,1,5,1,0,"alex","non-diagnostic","ND2",23,1,7,2,2
"2627","R_p4s55QVRTtG5qox",2,1,3,1,5,"alex","non-diagnostic","ND2",18,3,7,5,1.75
"2628","R_9FfLgf0BmkGXFHr",1,2,4,2,24,"alex","non-diagnostic","ND2",41,2,1,2,2.25
"2629","R_2qwquA2svaeENKq",4,2,3,2,10,"alex","non-diagnostic","ND2",31,2,7,5,2.75
"2630","R_1cTxd4sYuNc7Edh",1,1,1,1,3,"alex","non-diagnostic","ND2",19,1,2,5,1
"2631","R_2YbUNMcpwA6naYB",1,4,4,2,19,"alex","non-diagnostic","ND2",52,1,7,2,2.75
"2632","R_1dpnYHDoX8vDpq3",4,5,4,2,50,"alex","non-diagnostic","ND2",46,1,6,2,3.75
"2633","R_sToIzj9rrUAntdf",4,4,5,4,50,"alex","non-diagnostic","ND2",29,1,7,5,4.25
"2634","R_5ANixhYZ96VuWEV",2,2,3,3,15,"alex","non-diagnostic","ND2",19,2,7,2,2.5
"2635","R_wWWPyDSOY4xpplL",3,3,4,3,24,"alex","non-diagnostic","ND2",26,2,7,5,3.25
"2636","R_3R7o4bzJBQG5d6l",2,1,2,1,10,"alex","non-diagnostic","ND2",21,2,7,2,1.5
"2637","R_9vEEECkpX4cDYKl",3,5,3,4,44,"alex","non-diagnostic","ND2",43,2,7,2,3.75
"2638","R_79h2e0eTPY4RRlL",2,1,2,1,8,"alex","non-diagnostic","ND2",22,2,7,2,1.5
"2639","R_2zG9f3nCYpONCeG",1,1,1,1,0,"alex","non-diagnostic","ND2",19,1,7,2,1
"2640","R_3QMCaI7sqXBLxoF",2,2,3,2,25,"alex","non-diagnostic","ND2",23,2,7,2,2.25
"2641","R_1gnmrcsMLVyFurI",1,1,1,2,10,"alex","non-diagnostic","ND2",19,2,5,2,1.25
"2642","R_3Gs66Bl1rXpLxaW",1,2,3,2,18,"alex","non-diagnostic","ND2",25,2,2,2,2
"2643","R_cFJY2XjpJnFgelP",4,2,3,2,30,"alex","non-diagnostic","ND2",23,1,7,2,2.75
"2644","R_3QVSktb3xTMujXo",1,1,1,1,0,"alex","non-diagnostic","ND2",21,1,7,5,1
"2645","R_Pvwx7eNiF1LSGXv",4,4,4,4,50,"alex","non-diagnostic","ND2",21,1,7,5,4
"2646","R_3JoxymPMz5ZU19f",1,2,4,1,5,"alex","non-diagnostic","ND2",21,1,7,2,2
"2647","R_z2aR98d5fdwPTY5",3,2,3,3,35,"alex","non-diagnostic","ND2",21,2,7,5,2.75
"2648","R_3npUaDBNCutuN3p",2,3,2,3,36,"alex","non-diagnostic","ND2",29,1,6,2,2.5
"2649","R_3lS0CyREnfbTi1n",2,3,4,2,3,"alex","non-diagnostic","ND2",23,2,7,2,2.75
"2650","R_1kS5puhMPXekyEp",2,2,4,1,10,"alex","non-diagnostic","ND2",19,2,2,2,2.25
"2651","R_OvYw5HhCTWSjrbj",2,2,2,3,4,"alex","non-diagnostic","ND2",25,2,7,2,2.25
"2652","R_1DuQzmcFOnVcrOh",3,1,4,2,27,"alex","non-diagnostic","ND2",18,2,7,2,2.5
"2653","R_3dKWu51VNJm37gW",2,2,2,1,9,"alex","non-diagnostic","ND2",19,1,7,2,1.75
"2654","R_x3odebxFPDTwSZ3",3,4,3,3,47,"alex","non-diagnostic","ND2",49,2,7,5,3.25
"2655","R_2sbh6O1d212PWGq",1,1,1,1,0,"alex","non-diagnostic","ND2",35,2,7,5,1
"2656","R_3oGEN5wC575bcGs",2,2,6,3,20,"alex","non-diagnostic","ND2",21,2,6,2,3.25
"2657","R_pgy2UXTm3kaqC7n",2,2,2,1,9,"alex","non-diagnostic","ND2",19,2,2,5,1.75
"2658","R_1QmReRqKQDbJN4U",2,2,1,2,7,"alex","non-diagnostic","ND2",19,2,7,2,1.75
"2659","R_1QMxdROdDpugcLN",1,1,1,2,10,"alex","non-diagnostic","ND2",20,1,7,2,1.25
"2660","R_3MbtmJOTk8Dcomo",2,2,1,1,1,"alex","non-diagnostic","ND2",21,2,7,2,1.5
"2661","R_yORjeJw0I4xgLaV",1,1,1,1,0,"alex","non-diagnostic","ND2",31,2,7,5,1
"2662","R_25TOzlcv0Rog7PU",3,3,5,2,50,"alex","non-diagnostic","ND2",23,1,7,2,3.25
"2663","R_2PtVaB3BxNJ6wye",1,1,1,2,10,"alex","non-diagnostic","ND2",18,2,2,2,1.25
"2664","R_3memPf50OvXBlxA",1,1,2,2,18,"alex","non-diagnostic","ND2",24,2,7,5,1.5
"2665","R_T1O3FZSrHLy2vDj",3,2,2,3,23,"alex","non-diagnostic","ND2",20,2,7,5,2.5
"2666","R_2XcIqftrMOQowxe",1,2,3,1,16,"alex","non-diagnostic","ND2",21,3,7,5,1.75
"2667","R_2EfT6BInG4LvOpe",4,4,3,4,38,"alex","non-diagnostic","ND2",19,2,7,5,3.75
"2668","R_1gpb7yxvzP6Le1L",1,1,1,1,0,"alex","non-diagnostic","ND2",45,1,6,2,1
"2669","R_3r374F8Z34iv6Wm",1,1,2,1,10,"alex","non-diagnostic","ND2",52,2,7,2,1.25
"2670","R_1P1oNYT2xYTMcdk",5,5,6,3,57,"alex","non-diagnostic","ND2",44,1,1,2,4.75
"2671","R_TuUZkjbtwgyAoiR",2,2,3,3,16,"alex","non-diagnostic","ND2",20,1,7,2,2.5
"2672","R_31u3SMYzhZKhQAH",2,1,2,1,5,"alex","non-diagnostic","ND2",26,1,2,2,1.5
"2673","R_2RWanMv91kT5pmk",3,4,4,4,48,"alex","non-diagnostic","ND2",31,1,7,5,3.75
"2674","R_1IZ2Y29m6xf5dio",2,2,3,3,40,"alex","non-diagnostic","ND2",20,1,4,2,2.5
"2675","R_2XmOip2goaeYj5H",1,2,2,1,0,"alex","non-diagnostic","ND2",47,2,2,5,1.5
"2676","R_1CBXrv5EDCoNnD2",2,2,4,2,10,"alex","non-diagnostic","ND2",36,1,1,2,2.5
"2677","R_3Fay72eIUtDM1xv",2,2,4,4,30,"alex","non-diagnostic","ND2",32,2,7,2,3
"2678","R_1je7HLbexmC0I7X",2,3,4,1,17,"alex","non-diagnostic","ND2",22,1,3,2,2.5
"2679","R_1rqYMC0yimEDQq7",1,1,4,3,6,"alex","non-diagnostic","ND2",20,2,7,2,2.25
"2680","R_39HE0xFncMBAKVX",1,1,5,3,20,"alex","non-diagnostic","ND2",19,2,7,2,2.5
"2681","R_1E0gMq5Ca61k3Eu",2,1,3,2,5,"alex","non-diagnostic","ND2",21,1,7,2,2
"2682","R_23TSCAiYrJi35S4",3,2,4,4,34,"alex","non-diagnostic","ND2",26,5,7,5,3.25
"2683","R_yHIWbABf1YRVXEd",2,2,4,2,11,"alex","non-diagnostic","ND2",18,1,7,5,2.5
"2684","R_3D1RjacKDDQDN7f",1,1,1,1,0,"alex","non-diagnostic","ND2",26,2,5,2,1
"2685","R_1qdNAf7bIRRzfzP",2,2,5,1,30,"alex","non-diagnostic","ND2",44,2,7,5,2.5
"2686","R_VPiViVIIwNyj3RD",4,2,3,3,25,"alex","non-diagnostic","ND2",24,2,7,2,3
"2687","R_VWmYsOViIQcGWDD",1,2,4,2,20,"alex","non-diagnostic","ND2",21,2,7,2,2.25
"2688","R_1ODcUuhqdmvEHMi",2,2,3,2,20,"alex","non-diagnostic","ND2",21,1,7,2,2.25
"2689","R_24IWz4rWt8oOTod",1,1,1,1,0,"alex","non-diagnostic","ND2",18,2,7,2,1
"2690","R_bBLlXUuoSdRXfR7",1,1,1,1,0,"alex","non-diagnostic","ND2",52,2,7,2,1
"2691","R_1hKngLsMsF8fwH6",2,2,3,2,31,"alex","non-diagnostic","ND2",39,2,7,5,2.25
"2692","R_79RGbEZhhtG4U81",3,1,4,3,24,"alex","non-diagnostic","ND2",21,2,7,2,2.75
"2693","R_1nNiNwyXNidKWHO",3,3,4,3,21,"alex","non-diagnostic","ND2",47,2,2,5,3.25
"2694","R_UxzAy0TQAg8Cx6F",3,3,4,3,45,"alex","non-diagnostic","ND2",24,1,7,2,3.25
"2695","R_3iyTp7hKa4dfAnb",4,3,1,1,22,"alex","non-diagnostic","ND2",32,2,7,2,2.25
"2696","R_1GPUWcdZkesWZZA",2,2,2,2,14,"alex","non-diagnostic","ND2",26,2,7,5,2
"2697","R_3qEulv2u5eOs2J9",3,2,3,4,20,"alex","non-diagnostic","ND2",55,2,7,2,3
"2698","R_9MLQeY0SrpwQOrv",3,3,2,3,50,"alex","non-diagnostic","ND2",21,2,7,5,2.75
"2699","R_3nGibLaqWLw4gtq",1,2,2,1,5,"alex","non-diagnostic","ND2",24,2,7,2,1.5
"2700","R_2xxYEAosezOlmVP",3,3,4,3,30,"alex","non-diagnostic","ND2",28,1,7,2,3.25
"2701","R_1KegNBsclUc9wWV",3,3,4,4,31,"alex","non-diagnostic","ND2",37,1,7,5,3.5
"2702","R_bqja17swTgUfw0F",1,1,2,1,0,"alex","non-diagnostic","ND2",19,2,2,2,1.25
"2703","R_3sp52ai2P0MyiUu",3,3,4,2,30,"alex","non-diagnostic","ND2",19,1,7,2,3
"2704","R_1M6BBeY56G5xvKU",2,2,4,3,9,"alex","non-diagnostic","ND2",48,1,7,2,2.75
"2705","R_2EuiE4idUdI24mT",4,3,4,3,19,"alex","non-diagnostic","ND2",20,2,7,5,3.5
"2706","R_2fJVAmjIxqTPC4S",2,3,4,3,85,"alex","non-diagnostic","ND2",53,1,2,2,3
"2707","R_d7r2CHQcggbi9tD",3,2,4,4,17,"alex","non-diagnostic","ND2",18,2,2,2,3.25
"2708","R_1C8sQjfcenQOaQY",2,2,3,3,20,"alex","non-diagnostic","ND2",21,2,4,5,2.5
"2709","R_1gHgq0wRJEC39Vw",1,3,1,2,33,"alex","non-diagnostic","ND2",22,2,7,2,1.75
"2710","R_2z5vl1SWiU45m1u",1,1,2,2,0,"alex","non-diagnostic","ND2",19,1,2,2,1.5
"2711","R_3JlYjKnLetQcN9G",3,3,4,3,40,"alex","non-diagnostic","ND2",21,2,2,2,3.25
"2712","R_2DM65nWhkg2mujg",4,4,4,4,41,"alex","non-diagnostic","ND2",24,2,5,2,4
"2713","R_1Kp6xGkRAuQtDnL",2,2,4,1,16,"alex","non-diagnostic","ND2",20,2,7,5,2.25
"2714","R_2YM3JLYJze6m2Op",3,3,3,3,40,"alex","non-diagnostic","ND2",22,2,1,2,3
"2715","R_27KJWZYqETXwst6",2,1,1,2,8,"alex","non-diagnostic","ND2",20,2,7,5,1.5
"2716","R_3mmfHmEhLksXEeZ",2,2,2,1,10,"alex","non-diagnostic","ND2",21,1,7,2,1.75
"2717","R_26mOF9c8JPQCu2C",2,2,3,3,27,"alex","non-diagnostic","ND2",24,2,7,2,2.5
"2718","R_2xW6By8FeC1S5Wo",1,1,3,2,22,"alex","non-diagnostic","ND2",20,1,7,2,1.75
"2719","R_ZgXo3UqnUgtKlGh",1,2,3,2,28,"alex","non-diagnostic","ND2",19,2,7,5,2
"2720","R_02Q19AoTYoWtq7v",3,1,3,2,70,"alex","non-diagnostic","ND2",19,2,5,2,2.25
"2721","R_3plrl95XTIT1DM0",2,2,5,3,30,"alex","non-diagnostic","ND2",40,2,5,2,3
"2722","R_2sdUTUFj7ViNk5e",2,2,4,2,30,"alex","non-diagnostic","ND2",19,2,7,5,2.5
"2723","R_3fJJVQhvQAuXNhE",2,1,1,1,5,"alex","non-diagnostic","ND2",24,2,2,5,1.25
"2724","R_2pPsE9C26XjRVfC",3,3,4,3,41,"alex","non-diagnostic","ND2",20,2,2,5,3.25
"2725","R_3fdc65bTafMR7jd",2,2,4,2,16,"alex","non-diagnostic","ND2",21,2,5,5,2.5
"2726","R_3pm1H1IIaPvzQYk",1,2,2,2,18,"alex","non-diagnostic","ND2",22,1,7,2,1.75
"2727","R_1CCLU0Pvtx5Bk0a",2,3,2,2,25,"alex","non-diagnostic","ND2",23,2,7,5,2.25
"2728","R_9GjYI0Oz2zufG37",1,1,1,1,0,"alex","non-diagnostic","ND2",22,1,7,2,1
"2729","R_3rTiUgcY9mViod4",3,4,4,3,33,"alex","non-diagnostic","ND2",20,1,2,5,3.5
"2730","R_eVSyAktTERpW6UF",3,3,5,6,57,"alex","non-diagnostic","ND2",20,1,1,5,4.25
"2731","R_W1yy1EJIzaX0G6B",2,3,3,3,36,"alex","non-diagnostic","ND2",49,2,2,5,2.75
"2732","R_2fJvOc45IzISbLX",2,2,2,2,11,"alex","non-diagnostic","ND2",27,2,7,2,2
"2733","R_zSfGJuEFYiB4ROh",1,1,2,1,15,"alex","non-diagnostic","ND2",24,2,1,5,1.25
"2734","R_2zZVv64DVF6Bphr",1,2,4,4,36,"alex","non-diagnostic","ND2",21,2,2,2,2.75
"2735","R_3NU2nept43SIXtW",1,1,1,1,7,"alex","non-diagnostic","ND2",20,2,7,2,1
"2736","R_agcvxTIjnERVV3b",2,2,2,2,15,"alex","non-diagnostic","ND2",22,2,7,5,2
"2737","R_1eUUw7icDDe0tra",1,3,7,3,49,"alex","non-diagnostic","ND2",18,2,2,2,3.5
"2738","R_unb4EVLEkkAZzW1",3,2,2,2,10,"alex","non-diagnostic","ND2",19,2,7,5,2.25
"2739","R_2VliLEcInn2W3fb",2,1,2,2,20,"alex","non-diagnostic","ND2",19,2,7,2,1.75
"2740","R_1E5Q3DN0AFcdz0k",1,1,1,1,10,"alex","non-diagnostic","ND2",23,2,4,5,1
"2741","R_3PNe7Zcc23oYXUo",4,4,4,4,50,"alex","non-diagnostic","ND2",26,2,7,2,4
"2742","R_PApOC4H94vpr6Jr",2,2,3,2,25,"alex","non-diagnostic","ND2",18,2,7,2,2.25
"2743","R_3s5PaI6xIa0A10v",4,5,5,5,39,"alex","non-diagnostic","ND2",45,2,7,5,4.75
"2744","R_6xPOL1D6sxvWktr",2,2,2,2,10,"alex","non-diagnostic","ND2",33,2,7,2,2
"2745","R_1roZFzfmrz35Vco",2,4,2,3,29,"alex","non-diagnostic","ND2",49,1,2,2,2.75
"2746","R_1GVXeVHLoAwQg7P",2,2,3,3,25,"alex","non-diagnostic","ND2",20,2,7,2,2.5
"2747","R_3FPeAd2fYLaB3r9",2,2,2,3,30,"alex","non-diagnostic","ND2",26,2,7,2,2.25
"2748","R_1NTkTX9LC1m4ogh",3,4,7,4,81,"alex","non-diagnostic","ND2",18,2,7,5,4.5
"2749","R_3QGaFgASjLkLt92",1,1,2,1,3,"alex","non-diagnostic","ND2",18,2,7,5,1.25
