StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_ND1_R_1,S_ND1_R_2,S_ND1_R_3,S_ND1_R_4,S_ND1_M_1,R_ND2_R_1,R_ND2_R_2,R_ND2_R_3,R_ND2_R_4,R_ND2_M_1,F_M_R_1,F_M_R_2,F_M_R_3,F_M_R_4,F_M_M_1,A_M_R_1,A_M_R_2,A_M_R_3,A_M_R_4,A_M_M_1,attn_chk_1Q,attn_chk_2_Q,S_ND2_R_1,S_ND2_R_2,S_ND2_R_3,S_ND2_R_4,S_ND2_M_1,R_M_R_1,R_M_R_2,R_M_R_3,R_M_R_4,R_M_M_1,F_ND1_R_1,F_ND1_R_2,F_ND1_R_3,F_ND1_R_4,F_ND1_M_1,A_ND2_R_1,A_ND2_R_2,A_ND2_R_3,A_ND2_R_4,A_ND2_M_1,S_M_R_1,S_M_R_2,S_M_R_3,S_M_R_4,S_M_M_1,R_ND1_R_1,R_ND1_R_2,R_ND1_R_3,R_ND1_R_4,R_ND1_M_1,F_ND2_R_1,F_ND2_R_2,F_ND2_R_3,F_ND2_R_4,F_ND2_M_1,A_ND1_R_1,A_ND1_R_2,A_ND1_R_3,A_ND1_R_4,A_ND1_M_1
2022-02-01 12:41:31,2022-02-01 12:42:45,0,83,73,0,2022-02-08 12:42:46,R_2at0mBkytNPenV0,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 12:37:39,2022-02-08 12:43:06,0,100,326,1,2022-02-08 12:43:07,R_3iJuRybZQj7szum,,,,,anonymous,EN,1,44,2,,3,2,4,2,19,1,2,1,1,0,1,1,4,1,17,1,1,2,1,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 11:04:14,2022-02-08 12:43:20,0,100,5945,1,2022-02-08 12:43:20,R_Zs3e14QgLFEpAat,,,,,anonymous,EN,1,25,2,,5,5,5,4,61,,,,,,1,1,3,2,24,,,,,,1,2,,,,,,1,1,1,1,15,,,,,,4,4,5,2,51,,,,,,,,,,,,,,,,,,,,
2022-02-01 12:43:48,2022-02-01 12:44:05,0,83,17,0,2022-02-08 12:44:11,R_29ohZ8CBU71bUNl,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 12:38:35,2022-02-08 12:44:36,0,100,360,1,2022-02-08 12:44:36,R_3feltfMCpdds5RZ,,,,,anonymous,EN,1,62,2,,4,3,4,3,32,,,,,,3,3,3,3,27,,,,,,3,5,,,,,,3,3,2,3,27,,,,,,4,4,3,3,40,,,,,,,,,,,,,,,,,,,,
2022-02-01 12:43:35,2022-02-01 12:45:31,0,86,115,0,2022-02-08 12:45:33,R_3RpWwCDsisSRVVQ,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,6,73,,,,,
2022-02-01 12:44:57,2022-02-01 12:45:40,0,85,42,0,2022-02-08 12:45:45,R_27fZfVyXg4V32el,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 12:46:09,2022-02-01 12:46:32,0,85,23,0,2022-02-08 12:46:33,R_1LFgKizkAYIB9T8,,,,,anonymous,EN,1,22,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 12:45:42,2022-02-01 12:47:29,0,86,106,0,2022-02-08 12:47:31,R_2QG3xS7u3jcVCqE,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,30,,,,,,,,,,,,,,,
2022-02-08 12:44:26,2022-02-08 12:48:03,0,100,217,1,2022-02-08 12:48:04,R_Zsrv7AdLk6f0lPj,,,,,anonymous,EN,1,24,1,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,1,1,1,1,11,,,,,,,,,,,2,2,4,2,26,,,,,,3,3,4,3,29,2,2,4,3,28
2022-02-01 12:47:27,2022-02-01 12:48:01,0,3,33,0,2022-02-08 12:48:05,R_bPg7IxIERCPxUEV,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 12:42:44,2022-02-08 12:49:04,0,100,380,1,2022-02-08 12:49:05,R_3RwRayOrAvLGNO2,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,1,1,3,2,10,7,5,3,3,4,2,26,2,3,2,2,15,4,4,4,4,50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 12:42:16,2022-02-08 12:49:29,0,100,433,1,2022-02-08 12:49:29,R_cRPTsgGtUFgHUiJ,,,,,anonymous,EN,1,17,1,,1,2,4,2,26,2,2,3,3,24,3,3,5,4,32,1,1,3,1,11,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 12:46:38,2022-02-08 12:49:46,0,100,188,1,2022-02-08 12:49:46,R_3frtxWq5Rnb7XXF,,,,,anonymous,EN,1,27,2,,,,,,,,,,,,3,3,4,3,37,,,,,,7,2,,,,,,,,,,,,,,,,2,2,2,3,18,3,3,3,3,29,3,3,2,2,26,,,,,,,,,,
2022-02-01 12:48:27,2022-02-01 12:54:07,0,99,340,0,2022-02-08 12:54:09,R_2zx3SlyDUsKqq79,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,2,2,5,2,21,7,2,3,3,5,3,37,2,2,2,3,20,3,3,5,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 12:53:53,2022-02-08 12:56:49,0,100,176,1,2022-02-08 12:56:49,R_3GrXlwpIxEidYf4,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,4,2,3,2,41,3,2,,,,,,,,,,,,,,,,,,,,,2,2,4,2,38,4,3,3,3,46,5,4,5,4,57,,,,,
2022-02-01 12:57:24,2022-02-01 12:58:06,0,1,42,0,2022-02-08 12:58:10,R_3P0JW6ttkWYeMxz,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 12:56:04,2022-02-08 13:02:25,0,100,380,1,2022-02-08 13:02:25,R_2XmIs5ZVlNgtiap,,,,,anonymous,EN,1,35,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,2,2,2,20,,,,,,,,,,,3,3,4,2,71,,,,,,4,4,4,4,61,3,3,4,3,32
2022-02-08 12:55:18,2022-02-08 13:06:20,0,100,662,1,2022-02-08 13:06:20,R_3GsajukJp2h9zGP,,,,,anonymous,EN,1,26,2,,4,4,4,4,50,,,,,,4,4,4,4,50,,,,,,7,5,,,,,,4,4,4,4,50,,,,,,4,4,4,4,50,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:06:22,2022-02-01 13:06:42,0,83,20,0,2022-02-08 13:06:43,R_3hAUxpU9esmedIx,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:04:35,2022-02-08 13:08:19,0,100,223,1,2022-02-08 13:08:20,R_2CZis0dSoNyiB7q,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,2,2,4,1,19,7,2,3,3,7,3,25,3,3,1,3,20,4,4,5,4,41,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:01:07,2022-02-01 13:09:26,0,96,499,0,2022-02-08 13:09:29,R_3szc1yogTuNtTtg,,,,,anonymous,EN,1,26,2,,,,,,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:07:37,2022-02-08 13:10:24,0,100,167,1,2022-02-08 13:10:25,R_1HdHYgoTf9OA3IJ,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,1,1,1,2,7,,,,,,,,,,,2,1,4,2,19,,,,,,3,3,4,3,42,2,2,6,3,24
2022-02-01 13:13:52,2022-02-01 13:15:23,0,86,90,0,2022-02-08 13:15:25,R_2wvh2KjSyZvSuMb,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:10:30,2022-02-08 13:16:28,0,100,357,1,2022-02-08 13:16:29,R_2QXRRDS90dzSXsL,,,,,anonymous,EN,1,18,2,,2,2,4,3,34,,,,,,4,4,7,4,45,,,,,,5,2,,,,,,4,3,1,3,40,,,,,,2,1,2,2,8,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:07:05,2022-02-08 13:19:52,0,100,766,1,2022-02-08 13:19:53,R_2XoMwudoVDJeFsU,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1,1,1,1,10,,,,,,,,,,,1,1,2,1,0,,,,,,2,2,3,2,19,1,1,2,1,1
2022-02-01 12:07:38,2022-02-01 13:22:08,0,83,4469,0,2022-02-08 13:22:13,R_2bPqvaCCE27ueaK,,,,,anonymous,EN,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:19:06,2022-02-08 13:23:33,0,100,267,1,2022-02-08 13:23:33,R_1mrwbzlHrZfKYXa,,,,,anonymous,EN,1,47,1,,1,1,1,1,3,1,1,1,1,6,1,1,5,1,9,1,1,3,1,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:22:13,2022-02-01 13:23:54,0,87,100,0,2022-02-08 13:23:58,R_2ts7I1XCELz7o9h,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:14:34,2022-02-08 13:24:29,0,100,594,1,2022-02-08 13:24:29,R_3KDvaLQUGNR3U4d,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,,,,,,2,2,2,1,6,7,2,,,,,,,,,,,,,,,,,,,,,2,2,3,2,20,2,2,2,3,15,4,5,5,3,62,,,,,
2022-02-08 13:17:39,2022-02-08 13:24:59,0,100,440,1,2022-02-08 13:25:00,R_1INtsZuPgMS2cE7,,,,,anonymous,EN,1,20,5,,,,,,,,,,,,2,2,3,2,0,,,,,,7,5,,,,,,,,,,,,,,,,1,1,4,3,7,2,2,4,1,16,2,2,3,2,0,,,,,,,,,,
2022-02-01 13:24:50,2022-02-01 13:26:54,0,91,123,0,2022-02-08 13:27:00,R_pgSNgFQ23i2xruF,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,,,,1,1,4,2,20,,,,,
2022-02-08 13:22:53,2022-02-08 13:27:10,0,100,257,1,2022-02-08 13:27:10,R_1F9zfnH6Bl76HdC,,,,,anonymous,EN,1,19,1,,1,1,3,2,17,,,,,,2,2,3,2,17,,,,,,7,5,,,,,,1,1,1,1,4,,,,,,1,1,3,3,18,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:11:59,2022-02-01 13:28:21,0,99,981,0,2022-02-08 13:28:21,R_ReiM9kJKJPZQAAp,,,,,anonymous,EN,1,33,2,,,,,,,,,,,,,,,,,2,2,2,2,32,7,2,,,,,,,,,,,,,,,,,,,,,4,4,5,3,50,3,3,2,4,40,6,6,4,4,74,,,,,
2022-02-01 13:27:36,2022-02-01 13:28:51,0,83,74,0,2022-02-08 13:28:53,R_1r0wIu3TXOGp7s3,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:30:51,2022-02-01 13:31:37,0,86,45,0,2022-02-08 13:31:38,R_2w77GF8gefBDZ9v,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:28:40,2022-02-01 13:32:46,0,91,245,0,2022-02-08 13:32:48,R_290TyploLiPjZKA,,,,,anonymous,EN,1,32,1,,,,,,,5,5,2,5,65,6,6,6,3,78,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:31:30,2022-02-01 13:35:25,0,88,235,0,2022-02-08 13:35:26,R_2nJndUuOmxyHZ9D,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,2,2,3,3,29,,,,,,,,,,,,,,,
2022-02-01 13:32:09,2022-02-01 13:36:51,0,90,282,0,2022-02-08 13:36:58,R_2WxmFdGNex7xk0e,,,,,anonymous,EN,1,18,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,50,,,,,
2022-02-08 13:34:10,2022-02-08 13:39:15,0,100,305,1,2022-02-08 13:39:15,R_2z93aWSvX6pNhO9,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,,,,,,1,1,1,1,16,7,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,21,2,2,1,1,18,3,4,4,3,29,,,,,
2022-02-01 13:37:34,2022-02-01 13:41:07,0,87,213,0,2022-02-08 13:41:08,R_1KfNJAAPW5ej6UR,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:43:32,2022-02-08 13:46:58,0,100,205,1,2022-02-08 13:46:59,R_1mWRXn6QWYYWzog,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,2,1,1,1,2,7,2,2,2,2,2,10,2,2,1,1,4,2,2,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:44:43,2022-02-08 13:48:33,0,100,229,1,2022-02-08 13:48:34,R_3oXgg3cYIscJhTw,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,1,1,1,1,0,,,,,,,,,,,1,1,3,1,0,,,,,,1,1,4,3,1,1,1,4,1,1
2022-02-01 13:54:18,2022-02-01 13:56:51,0,88,153,0,2022-02-08 13:56:53,R_2B3VMIKIGlv0PYE,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,9,,,,,,,,,,,,,,,
2022-02-01 13:55:54,2022-02-01 13:56:49,0,83,55,0,2022-02-08 13:56:53,R_afWZC7zQfQ5js4h,,,,,anonymous,EN,1,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 13:53:42,2022-02-08 13:59:44,0,100,361,1,2022-02-08 13:59:45,R_pyYPZ3ysepzcDzH,,,,,anonymous,EN,1,19,2,,2,2,3,2,25,,,,,,3,2,3,2,20,,,,,,7,5,,,,,,1,1,1,1,0,,,,,,2,2,2,2,20,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:59:42,2022-02-01 14:03:22,0,86,219,0,2022-02-08 14:03:26,R_QoYPiSY8gfE1wXf,,,,,anonymous,EN,1,36,1,,,,,,,,,,,,,,,,,4,3,3,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:02:46,2022-02-01 14:04:52,0,90,126,0,2022-02-08 14:04:55,R_3CDAmiS1OMBWDgu,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,4,3,7,4,50,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:07:11,2022-02-01 14:07:31,0,1,19,0,2022-02-08 14:07:31,R_2vcdNCqYCrKpsFO,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 14:06:24,2022-02-08 14:10:31,0,100,247,1,2022-02-08 14:10:32,R_3P7WB8jF3j6zMg0,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,1,2,4,1,21,7,2,,,,,,,,,,,,,,,,,,,,,3,3,3,2,25,2,2,2,1,20,2,2,2,1,20,,,,,
2022-02-08 14:05:29,2022-02-08 14:10:40,0,100,311,1,2022-02-08 14:10:41,R_1flzCuWTpa6BBA6,,,,,anonymous,EN,1,28,2,,6,5,5,4,30,,,,,,3,3,6,3,30,,,,,,3,4,,,,,,1,1,1,1,5,,,,,,3,3,6,2,29,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:09:45,2022-02-01 14:11:00,0,83,74,0,2022-02-08 14:11:06,R_oZSgh6gqapvCqZz,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 14:08:23,2022-02-08 14:12:01,0,100,218,1,2022-02-08 14:12:01,R_1GIAGFQzg6FxLrN,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,2,2,4,2,13,,,,,,7,2,,,,,,,,,,,,,,,,2,2,4,2,9,2,2,3,2,13,2,2,2,2,10,,,,,,,,,,
2022-02-08 14:14:20,2022-02-08 14:19:49,0,100,328,1,2022-02-08 14:19:50,R_2TuYej4zlDb2dkH,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,,,,,,3,3,3,2,59,5,2,3,4,4,4,55,4,2,1,3,25,5,3,5,5,56,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:18:19,2022-02-01 14:20:23,0,86,124,0,2022-02-08 14:20:33,R_oZZCuwUcrGF5oBP,,,,,anonymous,EN,1,49,2,,,,,,,4,4,3,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:18:57,2022-02-01 14:20:36,0,85,98,0,2022-02-08 14:20:37,R_3JgyqPfRitlJSpC,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:20:20,2022-02-01 14:23:28,0,91,188,0,2022-02-08 14:23:30,R_SH3IW91cQjINw8F,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4,3,4,3,30,3,3,4,3,32,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:21:42,2022-02-01 14:23:38,0,86,115,0,2022-02-08 14:23:41,R_2THMxYElp2sDqjN,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7,4,25,,,,,,,,,,,,,,,,,,,,
2022-02-08 14:20:53,2022-02-08 14:24:59,0,100,246,1,2022-02-08 14:24:59,R_1QL9poQI8Ey4tmx,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,3,3,4,2,26,,,,,,5,5,,,,,,,,,,,,,,,,1,1,2,2,8,3,2,2,2,18,1,2,1,2,10,,,,,,,,,,
2022-02-01 14:24:53,2022-02-01 14:28:10,0,93,196,0,2022-02-08 14:28:11,R_1LMeOldFEHW4Y9H,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,1,2,2,3,23,,,,,,,,,,,,,,,,,,,,,4,4,4,4,31,,,,,
2022-02-08 14:24:54,2022-02-08 14:30:02,0,100,307,1,2022-02-08 14:30:03,R_cNDjVOEXDAISL7P,,,,,anonymous,EN,1,48,2,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,1,1,1,1,0,,,,,,,,,,,1,1,4,1,0,,,,,,1,1,4,1,0,1,1,4,1,0
2022-02-01 14:39:37,2022-02-01 14:40:06,0,85,29,0,2022-02-08 14:40:08,R_3nOfIamDE8cKUoT,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 14:33:02,2022-02-08 14:40:12,0,100,429,1,2022-02-08 14:40:12,R_8BOyuSuxTczDXjP,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,3,3,3,3,25,7,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,10,2,2,2,2,10,2,2,2,2,10,,,,,
2022-02-08 14:40:05,2022-02-08 14:45:40,0,100,335,1,2022-02-08 14:45:40,R_232BPjNDAWLWqQl,,,,,anonymous,EN,1,24,1,,2,2,2,2,10,3,3,3,3,20,1,1,1,1,0,2,2,2,2,10,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:45:24,2022-02-01 14:45:50,0,3,25,0,2022-02-08 14:45:52,R_57NvT7h7437pfH3,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:49:50,2022-02-01 14:49:56,0,1,6,0,2022-02-08 14:50:03,R_OQizSKpUsBnYIs9,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:47:51,2022-02-01 14:50:52,0,86,181,0,2022-02-08 14:50:52,R_paY78TAXaiduSB3,,,,,anonymous,EN,1,45,2,,,,,,,,,,,,,,,,,2,5,5,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:55:45,2022-02-01 14:57:01,0,93,75,0,2022-02-08 14:57:01,R_RahLV7WZlz3JwEp,,,,,anonymous,EN,1,19,1,,1,1,1,1,24,,,,,,,,,,,,,,,,5,2,,,,,,4,4,4,4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 14:54:03,2022-02-08 14:57:21,0,100,197,1,2022-02-08 14:57:21,R_3Hkoj5q2fKlrBPE,,,,,anonymous,EN,1,22,2,,4,5,3,4,69,,,,,,4,5,4,4,67,,,,,,1,2,,,,,,4,4,4,4,65,,,,,,4,3,3,4,68,,,,,,,,,,,,,,,,,,,,
2022-02-01 14:56:40,2022-02-01 14:59:00,0,83,140,0,2022-02-08 14:59:07,R_6L2iv8SEQJxIBQR,,,,,anonymous,EN,1,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 15:00:32,2022-02-01 15:01:44,0,86,72,0,2022-02-08 15:01:46,R_3rG8mh8P02ubbo4,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,27,,,,,,,,,,
2022-02-08 14:54:57,2022-02-08 15:03:11,0,100,493,1,2022-02-08 15:03:11,R_1TFYaiVbht5v1ZL,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,1,2,3,1,9,7,5,2,2,5,2,9,1,2,1,2,10,4,6,6,4,66,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 14:48:36,2022-02-08 15:03:39,0,100,902,1,2022-02-08 15:03:39,R_1onkwHr0Ghpv7cm,,,,,anonymous,EN,1,47,2,,,,,,,,,,,,,,,,,3,2,4,2,35,2,5,,,,,,,,,,,,,,,,,,,,,4,4,3,3,30,2,2,2,2,20,4,4,4,3,40,,,,,
2022-02-01 15:03:35,2022-02-01 15:03:45,0,1,10,0,2022-02-08 15:03:47,R_CgkA5EBLtueYi0F,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 14:54:30,2022-02-08 15:05:43,0,100,672,1,2022-02-08 15:05:43,R_0BNT0fgZJnvnmoN,,,,,anonymous,EN,1,23,1,,,,,,,,,,,,2,2,4,3,20,,,,,,7,5,,,,,,,,,,,,,,,,1,1,1,1,0,2,2,3,1,10,1,1,1,1,0,,,,,,,,,,
2022-02-08 10:40:17,2022-02-08 15:08:32,0,100,16094,1,2022-02-08 15:08:33,R_1d1hqYYOj3YHnAB,,,,,anonymous,EN,1,18,1,,,,,,,,,,,,3,3,4,3,34,,,,,,7,5,,,,,,,,,,,,,,,,2,3,3,3,15,2,2,2,2,11,2,3,2,3,11,,,,,,,,,,
2022-02-01 15:10:09,2022-02-01 15:13:04,0,88,174,0,2022-02-08 15:13:07,R_2wNRayJeW2VPXa6,,,,,anonymous,EN,1,27,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,2,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 15:07:11,2022-02-01 15:13:17,0,94,366,0,2022-02-08 15:13:21,R_1CInFwrpJ5vvvZr,,,,,anonymous,EN,1,26,2,,,,,,,,,,,,1,1,3,3,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,1,3,1,3,2,,,,,,,,,,
2022-02-01 15:09:55,2022-02-01 15:13:37,0,86,221,0,2022-02-08 15:13:39,R_9AhmtigqJDK0BHP,,,,,anonymous,EN,1,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,9,,,,,,,,,,,,,,,,,,,,
2022-02-01 15:11:25,2022-02-01 15:15:41,0,89,256,0,2022-02-08 15:15:43,R_tFcHKNqhVUDxQXL,,,,,anonymous,EN,1,22,1,,,,,,,,,,,,,,,,,1,2,3,2,20,,,3,3,5,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 15:15:07,2022-02-01 15:16:04,0,85,57,0,2022-02-08 15:16:06,R_32QIktSaPso0vgn,,,,,anonymous,EN,1,41,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 15:11:21,2022-02-08 15:16:55,0,100,334,1,2022-02-08 15:16:55,R_3lE1XGwszLDcKgu,,,,,anonymous,EN,1,33,2,,,,,,,,,,,,3,3,3,4,35,,,,,,5,5,,,,,,,,,,,,,,,,3,3,3,3,28,3,3,5,4,41,2,2,2,2,22,,,,,,,,,,
2022-02-08 15:17:29,2022-02-08 15:21:26,0,100,236,1,2022-02-08 15:21:27,R_1jU7ivSwZS9MMdw,,,,,anonymous,EN,1,23,3,,2,2,4,4,30,2,2,2,3,20,2,2,4,4,30,1,1,3,3,15,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 15:20:51,2022-02-01 15:22:04,0,88,72,0,2022-02-08 15:22:13,R_2wzAKfhnLqQ6hYS,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,2,2,2,2,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
